,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600299.SH,X600362.SH,X600188.SH,X601158.SH,X000027.SZ,X600583.SH,X601992.SH,X000539.SZ,X000792.SZ,X600309.SH,X000630.SZ,X600623.SH,X600021.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600352.SH,X600660.SH,X002466.SZ,X600098.SH,X002470.SZ,X600160.SH,X601918.SH,X600863.SH,X600489.SH,X600307.SH,X600808.SH,X000060.SZ,X600578.SH,X000629.SZ,X002004.SZ,X600547.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.423504303272154,0,0,0,0,0,0.139318718591891,0,0,0.0301417278128353,0,0,0,0,0,0.0469988485889984,0,0,0,0,0.011410558331782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379745955710769,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211025795015699,0,0,0.122936926412817,0,0,0,0
X600028.SH,0.0127036295759054,0,0.13371276229038,0,0,0,0,0.15029449593856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177703424977034,0,0,0,0,0,0,0,0,0,0,0,0,0.0392219108008941,0,0,0,0,0,0,0.0401266715116984,0,0,0,0.142124909721701,0,0,0,0,-0.0254836928155549,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.136391450602494,0,0.0389520931650185,0.0180272918648629,0,0,0,0,0.352795677148947,0,0,0,0,0,0,0,0,0,0.189877172745564,0,0,0,0,0,0,0,0,0,0,0,0,0.0773670662914564,0,0,-0.0325154502040963,-0.0149756252659543,0,0,0,0,0,0,0,0,0,0,0,-0.0171599999486978,0,0,0,0,0,0,0
X600011.SH,0,0,0.0595584357824285,0,0,0,0,0,0,0,0,0.358971760248111,0.0938959779158585,0,0,0,-0.00653543251212538,0,0,0,0,0,0.258318736764801,0,0,0,0,0,0,0.111502268700859,0,0,0,0,0,0,0.0656584085625591,0,-0.0565736843663384,0,0,0,0,0,0,0,0,0,0,0,-0.00237458178162367,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00835724819125061,0,0,0,0.181517303698869,0,0,0,0.12974530429953,0,0,0,0,0.0664176667450878,0,0,0,0,0,0.201614137879107,0,0.262290106294686,0,0,0.0746845897705597,0,0,0,0,0,0,0,0,0.0232153724944371,0,0,0.0678624327892989,0,0,0,0.00666756606899334,0.0272462568213164,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.155017781170543,0.0014094554271285,0.216791568880316,0,0,0,0,0,0,0,0,0,0.15636747124346,0,0,0,0,0,0,0,0,0,0,0,0,0.0573073915958834,0,0,0,0,0.09098981972535,0,0.0780958494106812,0,0,0,0,0.0332633179797548,0,0,0,-0.0205107026031961,0,0,0,0,0,0,0
X600585.SH,0,0,0.0622489343449298,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0451823649349286,0,0,0.0834344255363206,0,0,0,0.118541541900485,0,0,0,0.112494494215745,0,0,0,0,0,0,0,0,0,0,0,0,0.00304962498246128,0,0,0,0,0.0481585029828387,0,0,0,0,0,0,-0.035991158829801,0,0,0,0,0,0,0
X601898.SH,0.147883091044688,0,0,0,0,0,0,0,0,0.2069724053416,0.0167031736865901,0,0,0,0,0.121778090557063,0,0,0,0.0147395504504631,0.133621708422343,0,0,0,0,0,0,0,0.109530372067687,0,0,0,0,0,0.0569729344136728,0,0,0,0.224465484220794,0,0,0,0,0,0,0,0,0,0,0,-0.0247831067597157,0,0,0,0,0,0,0
X600795.SH,0,0,0.0419568338000318,0,0,0,0,0,0,0,0,0.00657000070686354,0.293235336818266,0,0,0,0.0342235170159937,0,0,0,-6.93889390390723e-18,0,0,0.165973849006258,0,0,0,1.73472347597681e-18,0,0.15891696189686,0,0,0,0,0.0296227985096585,0,0,0,0.0329671880237598,0,0,0,0,0,0,0,0.0354820675548929,0,0,0,-0.0254326962351108,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317792384900753,0.102107899256491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709521882892773,0,0.0267536112225867,0.172722032157497,0,0,0,0.0974766680643137,0,0,0,0,-0.0121623013617105,0,0,0,0,0,0,0
