,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X002460.SZ,X600010.SH,X601600.SH,X600886.SH,X600660.SH,X600801.SH,X002271.SZ,X600688.SH,X600362.SH,X600188.SH,X000786.SZ,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X002466.SZ,X600111.SH,X600027.SH,X000723.SZ,X600299.SH,X600176.SH,X000401.SZ,X600426.SH,X000792.SZ,X600489.SH,X000898.SZ,X601158.SH,X600516.SH,X600219.SH,X002075.SZ,X000553.SZ,X000932.SZ,X002353.SZ,X000883.SZ,X000709.SZ,X600126.SH,X600583.SH,X600160.SH,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0298890050003961,0.0175788159122897,0,0.446710885630512,0,0,0,0,0.0723780968125716,0,0,0,0,0,0,0.0268127925382619,0.0378983957500938,0,0,0,0,0,0,0,0,0.201814126493731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00541859533900034,0,0,0,0,0,0
X600028.SH,0.366478731691913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316987055821563,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683620403860786,0,0,0,0,0,0.0827411272389908,0,0,0,0,0.0235686671574298,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.29984079984648,0,0,0,0,0,0,0,0,0,0.116825822355396,0.0167522161132475,0.0198878169509309,0,0,0,0,0.0640465999960325,0,0,0,0,0,0,0,0,0,0.177166736241414,0,0,0,0,0,0,-0.00687249384059102,0,0,0,0,0,0,0,0,-0.055270448334019,0.0429146378382366,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437490654514244,0,0,0.0996873915030473,0,0,0,0,0,0,0.0112934315376745,0,0,0,0,0,0.126669995427784,0,0.0134100118059709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171588853712706,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968492959007851,0,0,0.176985281311962,0,0,0,0,0,0,0,0,0,0,0,0.113506625203994,0,0.202780690411706,0,0,0,0,0.0884169039526511,0,0,0,0,0,0,0,0,4.33680868994202e-19,1.73472347597681e-18,0,0,0,0,0.00641963835908102,0,0,0,-0.0991424351724689,0,0
X600019.SH,0,0,0,0,0,0,0,0.0289484077782039,0.129046198048243,0,0,0,0,0,0,0.00153589584445784,0,0,0.166332203402057,0,0.0721974074773388,0,0,0,0.0238769687000024,0.0122776341331596,0,0.272620007539415,0,0,0,2.16840434497101e-19,0,0,0,0.11079438708333,0,0,0,0,0,0,0,0,0,9.74155847306215e-05,0.0206229250875294,0,0,0,0,0,-0.00115251584300491,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.00873157921343909,0,0,-0.0257092237746977,0,0,0,0,0,0,0.101596666636894,0,0,0,0,0,0,0,0,0,0,0,0.0751926090109152,0,-0.0336183644771402,0,0,1.00292723892266,0,0,0,0,0.0353273944021606,0.0217351427270988,0,0,0,0,0,-0.145890201267091,-0.00311699060347233,0,0,0,0,0.0291342664034111,0,0,0,0.0265916444874921,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0800416407011494,0,0,0,0,0,0,0,0,0,0,0.0540419691821192,0,0,0,-0.0302248215166164,0,0,0,0.0894959338726075,0,0.339540778381501,0.0225713521330618,0.296159703730112,0,0,0,0,0,0,0,0,0.0325818368823318,0,0,0.023254802836388,0.128554289596937,0.173570332508052,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0499785109575158,0,0,0,0.0822476446756816,0,0,0.0764143520315492,0,0,0,0.10504948827569,0,0,0,0,0,0.54075982026026,0.0602963715243588,0,0,0,0,0.00329136989461287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142197753996273,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114740847083234,0.0119861758305698,0.377626061891167,0,0,0,0,0.0650369986576718,0,0.0628518348990688,0,-5.42101086242752e-20,0.0389198563254686,0,0,0,0,0,0,0,0,0.106849412880398,0,0,0,0,0,0,0,0.00604692921229825,0,0,0,0,0,0,0,0,0,0,0,0
