,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X300072.SZ,X600660.SH,X600309.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X600583.SH,X600352.SH,X000898.SZ,X000408.SZ,X000723.SZ,X000883.SZ,X600549.SH,X000983.SZ,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000012.SZ,X000959.SZ,X000630.SZ,X002460.SZ,X600219.SH,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0625830558260776,0.00906966960572889,0,0,0,0.00794210082476192,-0.00119447130815157,0,0,0,0,0.0225340011286156,0,0,0,0,0,0.0139603496337772,0,0,0,0,0,0,0,-0.00310620186266641,0,0,0,0,0,0,0,0,0,0,0,0,0.103354818702218,0,0,0,0,0,0,0,0,-0.00514144063614025,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0771587016824929,0.0205300437951786,-0.0191502680586261,0,0,0,0,0,0,0,0,-0.0210773410692355,0,0,0,0,0,0.00407445932795627,0,0,0,0.042112035137237,0,0,0,0,0.0428804655712306,0,0,0.0156945898996211,0.0699815896830605,0,0,0,0,0,0,0,0,0,0,0,0,-0.00202534133138986,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.145055562353494,0.096791587606546,0,0,0,0,0,0,0,0,0,0,0.0234256373130842,0.0199536788285166,0,0.0228422228525599,0,0.0230910561109142,0.00927097133020482,0,0,0,0,0,0.0658365817194073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504252846595215,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.109736227167627,0,0,0,0,0.0563849531102967,0,0,0,0,0,0,0,0,0.0866843491002139,0,-0.0207478400439207,0,0.0224536668333593,0,0,0,0,0.156628235332084,0,0.14018427148485,0,0,0,0.0162897862832825,0,-0.110362594024505,0,0.0503016041909043,0,0,0,0,0,0,0,0,-0.0192451900962666,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.1002877512015,0,0.0936226106495948,0,0.0142259054145428,0,0,0,0,0,0.0247877199571214,0,0.179746672945032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591527983027995,0,-0.00102820291851085,0,0.0406337551530728,0.0429295752444916,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.161450613757149,0,0,0,0,0.100937538145387,0,0,0,0,0,0,0,0,0,0,0,0,0.163490632768025,0,0,0.160217137449219,0,0,0,-0.0978863070519295,0,0,0.0835061228787818,0,0,0,0.0950239149381809,0,0,0,0,0,0,-0.0649175666899478,0,0,0,0.185616332946609,0,0,0,0.0124999772630203,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0761685506244588,0,0,0,0,0,0,0.0104334278297826,0,0,0,0.0142174534972592,0,0.0244159418714812,0,0,0,0,0,0.0135147238846018,0,0,0.0110409390667451,0,0,0,0,0.0395051535795874,0,0,-0.0151876656960903,0,0.0440400016378938,0,0,0,0,0,0,-0.0353910275088447,0,-0.0567502909100467,0,-0.00674626707469814,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.141734870222338,0,0,0,0,0,0,0,0,0,0.00547345819281308,0.125690253879434,0,0,0.0267906592673481,0,0.100165465010714,0,0,0,0.035257232869857,0.0627911278258011,0,0,0,0.0257249256009818,0,0,-0.0523560261366887,0.0136403664477376,0,0,0,0,0,0.0512920228075427,0,0,0,0,0.336847335404851,0,0,-0.00127455275660721,0,0,0,-0.165391220973782,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751261884024603,0,0,0,0,0,0.123822020847035,0,0.0312395584634689,0,0.0620641926826357,0,0,0.0327167980197107,0,0,0,0,0.0495670880107487,0,0,0,0,0.187931537312754,0,0,0,0.0305539621366442,0,0,0.1975611912082,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308161411125226,0,-0.04550970790929,0,0.19073666826562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661347814581833,0.586751951554276,0,0,0,-0.104842583222991,0.134791362680606,0,0,-0.0286091602394933,0,0.135515526334833,0,0,0,0.144209800430651,0,0,0,0,0,0
