,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X600019.SH,X000792.SZ,X601898.SH,X600111.SH,X002271.SZ,X000877.SZ,X002466.SZ,X600011.SH,X600010.SH,X000708.SZ,X600547.SH,X601600.SH,X600660.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000983.SZ,X000723.SZ,X601699.SH,X600096.SH,X000786.SZ,X600803.SH,X600795.SH,X600219.SH,X600295.SH,X000408.SZ,X000807.SZ,X000932.SZ,X601991.SH,X600801.SH,X000630.SZ,X600141.SH,X600489.SH,X000959.SZ,X000825.SZ,X600486.SH,X600985.SH,X601666.SH,X002080.SZ,X600688.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.144655564143882,0,0,0,0,0,0.0281900293258963,0,0.173124553882052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0838614518834855,0,6.93889390390723e-18,0,0,0.142670192520342,0,0.0821784795284323,0,0,0.0220885822508883,0,0,0,0,0.0883928492251076,0,0,0.0376048553990971,-0.0511960789113893,0,0,0,0,0,0
X601088.SH,0.135966713705197,0,0,0,0,0,0,0,0,0.0394251935137717,0,0,0,0,0,0,0,0,0,-0.00640215204778672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307804984077207,0.155671590874021,0,0,0,0,0,0.0327490498046646,0,0,0,0,0,0
X600028.SH,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0633673207565119,0,0,0,-0.0202351743567477,0,0,0,0,0,0,0,0,0,0,0.0430479597735605,0,0,0,0,0,0,0,0,0,0.0118844664289849,0,0,0,0.0634629391812946,0,0,0,-3.46944695195361e-18,0,0,0,0,0.212733650745559,0,0,-0.0132106498360085,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171791005831864,0,0,0,0.162065472464402,0,0,0,0,0,0,0,0,0,0.0421843596019326,0,0,0,0,0,0,0,0,0.0200986527611845,0,0,0.103168396954976,0,0,0,0,0,0,0.000248298680510625,0,0,0.00914616139368003,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516957937034246,0,0,0.101115133817262,0,0,0,0.00562530837265974,0,0,0,0,0.447020869372329,0,0,0,0,0.0123332677266838,0,0,0,0,0,0,0,0,-0.000925268519318727,0,0,0,0,0,0
X600188.SH,0,0.304871263210471,0,0,0,0,0.0925938192537142,0,0,0,0,0,0,0,-0.140549523716693,0,0,0,0,0,0,0,0,0.0879756061278425,0,0,0,0,-0.00965793316851721,0,0,0,0,0.0979947192732188,0,0.163701365872809,0,0,0,0,0,0,0,0,0,0,0.294629932543887,0,0,0,0,-0.00252159578301375,0.0739736910792917,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,-0.0690499466121738,0,0,0.135488824446427,0,0,0.374744149451302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147958887232046,0,0,0,0,0,0,0,0,-0.0369340190551398,0,0,0,0.443528945943237,0,0,0.0304027919043353,-0.0706181290049277,-0.00156727265460517,0,0,0,0,0,0
X600019.SH,0.0377895993979216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294678128060013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128235297020049,0,0,0,0,0.288081611374965,0,0,0,0,0,0,0.135770689620181,0,0,0,0,0,-0.0112888747118501,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.13231061496825,0,0,0.223455846218103,0,0,0,0,0.117400117301627,-0.0551148963801948,0,0,0,0,0,0,0.284043167944898,0,0.22878947399212,0,0,0,0,0,0,0,0,0,0,0,0.164081046766379,0,0,-0.338507547958877,0,0,0.0224978994251032,0,0,0,0,0,-0.0122758090953659,0,0,0,0,0,0
X601898.SH,0,0.253609599623489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194509620141627,0,0,0,0,0,0,0,0.0921015926202915,0,0.0330532515604199,0,0,0,0.0266061137424458,0,0,0,0,0,0.265394973594534,0,0,0,0,0,0,-0.00867150309540956,0,0,0,0,0,0
