,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601600.SH,X601898.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600547.SH,X600516.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X600027.SH,X600299.SH,X000709.SZ,X000792.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X600489.SH,X601158.SH,X600426.SH,X601699.SH,X600157.SH,X600808.SH,X600219.SH,X002470.SZ,X000830.SZ,X000883.SZ,X000630.SZ,X600315.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.203243733439185,0.0577410435870114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172083966896517,0,0.00646256054113483,0,0.0668169090174119,0.047448941248874,0.0273730981294088,0,0,0,0,0,0.034977094833505,0.0257490121692757,0.0430341698610785,0,0,0,0,0,0,0.0618654831373617,0,0,3.46944695195361e-18,0,0,0,0,0,0.00974023362638586,0,0,0,0,0,0,0
X600028.SH,0.0574507210547768,0,0.244526736583464,0,0,0,0,0,0,0.0768804319192925,0,0,0,0,0,0,0.23702454958923,0,0.0416919332115863,0,0,0,0.0152725420529627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206256365517098,0.0174715304568761,0,0,0,0,0,0
X601088.SH,0,0.0835650597608155,0,0.333825552579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169882589226146,0,0,0,-0.109435347620391,0,0,0,0,0,0,0,0,0.342685280525899,0,0,0,0,0,0,0,0,0,0,0.00648188017900654,-0.0207529091173953,0,0.0465834893705447,0,0,0,0
X600019.SH,0,0,0.472515989084407,0,0,-0.00543845246168676,0,0.213507831236721,0,0,0,0,0,0,0,0,0,-0.00441318315085377,0,0,0,0,0,0,0,0,0,0,-0.0714711644960224,-0.12003803768337,0,0,0.0636974698329602,-0.120832182196613,0.0389746153840308,0,0,0,0,0,0.161381592842159,0,-0.058011315073399,-0.0406158263227649,0,0,0,0,0,0.0151737394108205,0.0108946115356965,0,0,0,0,0,0
X600585.SH,0,0,0.343793563354883,0.172995105908396,0,0,0,0.175932969332599,0.000182872045456462,0,0,0,0,0,0,0,0,0,0.0948291686629177,0,0,0,0,0,0,0.140376645027697,0,0,-0.0505321254844673,0,0,0,0,0,0,0,0,0,0.006405881634774,0,0,0,0,0.0125634544518874,0,0,0,0,0,0,0.0382298482071414,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0921146359180554,0,0,0,0,0,0,0,0,0,0,0,0,0.136164221808904,0,0.032042585016118,0,0.180296305429053,0,0,0,0,0.125688235214702,0,0.0698802078804101,0,0,-0.0827186516954695,0,0.0897209622524722,0,0,0,0,0.0840242553533746,0,0,0,0,0,0,0,0,0,0,-0.00242738588883622,-0.0427388759943332,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.111291421617768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165414921662114,0,0,0,0,0,0.107340115536318,0,0,0,0,0.0530191188479418,0,0,0,0,0,0,0,0.029020843223665,0,0.115607567039166,0,0,0,0,0,0,-0.0149444606200867,0.0120343967177245,0,0,0,0,0,0
X600188.SH,0,0,0,0.666268280204878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564960367015946,0,0,0,0,0,0.34035534969517,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0514082662338345,0,0,0,0,0.0600468050042603,0,0,0,0.155847100718261,0,0,0,0,0,-0.00167700682201396,0.0514266012188091,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.632471438422204,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.160275721929635,0,-0.332714155857524,0,0,0,0,0,0.260881247473757,0,0,0,0,0,0,0,0.254550249665484,0,0,0,0,0,0.0376669001415737,0,0,-0.611610020418697,-0.10485388301534,0,0,0,-0.604639926272285,0,0.0796250876985391,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.382026588581764,0,0,0,0,0,0,0,0,0,0,0,0,0.126977553216014,0,0,0,0.0805444189848152,0,0,0,0,0,0,0,0,0.113894899230347,0,0.062452087833002,0.051726799544207,0,0,0,0,0,0.0216947247705102,0,0,0,0,0,0,0
