,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600688.SH,X600795.SH,X600660.SH,X601992.SH,X600362.SH,X300072.SZ,X002466.SZ,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000786.SZ,X600176.SH,X600157.SH,X000553.SZ,X600027.SH,X000792.SZ,X000408.SZ,X600808.SH,X600352.SH,X600219.SH,X600489.SH,X000959.SZ,X002271.SZ,X600339.SH,X601158.SH,X601699.SH,X002092.SZ,X000723.SZ,X000983.SZ,X000883.SZ,X000825.SZ,X600299.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.589868478498306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340681645634175,0,0,0.02216136569908,0,0,-0.0120341259123647,0,0,0,0,0,0,0.0309463918453044,0,-0.0062833181486806,0.0232007474108043,0,0,0,0.075922107754992,0,0,0,0,0,0,0,0,0,0,0,-0.00857986223538148,0,0,0,0,0,0,0
X600028.SH,0.568051683000496,0,0,0,0.0339026279856666,0,0,0,0,0,0,0.0924851198508658,0.0374700761575314,0,0.0385533543171576,0,0,0,0,0,0,0,0,0.00700969505264952,0,0,0,-0.0531824044509815,0,0,0,0,-0.024114927231242,0,0,0,-0.128460584977973,0,0,0,0,0,0,0,0,0,-0.0127932942543389,0,0,-0.0308159580575041,0.0459481053848237,-0.020982027028823,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.166431706698015,0,0.330826879825638,0,0,0,0,0,0,0,0,-0.0598005896144991,0,0,0.00451106531772506,0,0.0994171257956183,0,0,0,0,0,0.00610197360678695,0,0,0,0,0,0.0180945662944981,0,0,0.0304202733010337,0,0,0,0,0.193849224077401,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.0995208400929435,0,0,0,0,0,0,0,0,0,0,0.154620389619696,0,0,0,-0.00807745893503113,0,0,0,0,0,0.185189152239307,0.00317689454166436,0,0,0,0,0,0,-0.00406079666365266,0,0.337469101867829,0,0,0,0.000456692308986001,0,0,0,0.0426104377027275,0,0,0,0,0,0,0,-0.184638237811956,0.0154243064780773,-0.0231035074118277,0.132433464475406,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0881974720449933,0,0,0,0,0,0,0,0,0.108667612827538,0,0,0.10996199946245,0,0,0.00472962280854082,0,0,0,-0.0869041185219486,0,0.164779472451191,0,0,0,0,0,0,0,0,0,-0.216390172818326,0,0,-0.167874020420686,0,0,0,0,0.0301847320639579,-0.101997090298379,0,0,0,0,0
X601600.SH,0,0,0.0368257963169114,0,-0.0233778847234607,0,0,0,0,0,0,0,0,0,0,0,-0.0282377413946188,0,0,0,0,-0.0100786230251684,0,0,-0.0327527800588884,0,0.00511614916867485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010302580916714,0,0,0,0.0828058023852644,0.0140619677656701,0,0,0,-0.0339076445277221,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.067750778750083,0,0,0.0269330590185094,0,0,0,0.0691139417794542,0,0,0,0,0,0,0.0166896788307658,0,0,0,0,0,0.0500298642252811,0,0.0356539657258428,0,0,0,0.213009627179308,0,0,0,0,0,0,0,0,0.0392861548618056,0.0268182855298475,0.0794931647579674,0,0,0,0,0,0,0.00212559895633154,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203293003096592,-0.0752292025580471,0,0,0,0,-0.101182464955051,0,0,0,0,-0.108911329046088,0.0749149307192258,0,-0.0053756029647973,0,0,0,0,0,0,0,0,-0.0837287502609894,0,0,-0.0706343313946637,0.471986529226068,0,0,0,0,0,0,0,0.0471086766569481,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.00336506633758173,0,0,0.0780216804580169,0,0,0,0,0,0,0,0,0,-0.0668744757431588,-0.0124845568730034,0,0,0,0,0.0244345322919005,-0.0374515968022142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120201400603094,0,0.00925699052855176,0.0610098981829064,0,0,0.0075180685671259,0.00484005958012288,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0526729890150999,0,0,0,0.246545526490327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379030390960618,0,0.021809467585218,0,0.0574100975804287,0,0,0,0,0,0,0,0.0646794639600721,0.000738868736500902,0,0.140093379693613,0,0,0,0,0,-0.000838400082709262,-0.00295598802638626,0,0,0,0,0,0
