,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600660.SH,X600547.SH,X600362.SH,X601898.SH,X600010.SH,X000786.SZ,X600111.SH,X000301.SZ,X600886.SH,X600176.SH,X600011.SH,X601600.SH,X600188.SH,X600426.SH,X002466.SZ,X000932.SZ,X000027.SZ,X600803.SH,X601991.SH,X600801.SH,X600352.SH,X600795.SH,X600219.SH,X600489.SH,X000898.SZ,X000883.SZ,X600688.SH,X002080.SZ,X600486.SH,X600299.SH,X600027.SH,X000723.SZ,X002353.SZ,X600516.SH,X600157.SH,X300037.SZ,X000807.SZ,X601168.SH,X000830.SZ,X600315.SH,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.288529206972762,0,0,0,0.0239573474085455,0,-0.00736166715132619,0,0,0,0.0413070620463038,0,0.0346496176707416,0,0,0.00458109412858974,0,0,0,0,0,0,0,0,-0.00432338676654644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333118919381722,0,0,0,0,0,0.0138608617863446,0,0,0,-0.00255413289181228,0,0,0,0,-0.00734423062746771,0,0
X600028.SH,0,0,0,0,0,0,0.00827748797259116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668765518845495,0,0.0724729040894989,0.0463827983416557,0,0,0,-0.0704722293728903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625849444866185,0,0.0313404493999325,0,0,0,-0.0292261568028629,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00996690199616409,0,0,0,0,0,0,0,0.0479294335775033,0,0,0.0840485451699357,0,0.198307513735168,0,0.107028813251222,0.00651084786119338,0.0633907750276793,0,0,0,0,0,0.017501206618882,0,0,0,0,0,-0.0525043138133328,0,0,0,0,0,0,-0.0101455158206061,0.0393856697348699,0,0,0,0,0,5.42101086242752e-20,-0.00305208351282293,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0139520649891349,0,0,0,0,0,0.150558578362076,0.0920433076999679,0.0583313115356246,0,0,0,0,0,0,0.263252840567433,0,0,0,0,0,0,0,0.0153825336464131,0,0,0,0,0,0.0357894166479213,0,0,0,0,0,0,0,0,0,0.119861261080513,0.0864242658128987,0,0,0,-0.0109382583105159,0,0,0,0.0342273697312175,0,0
X600585.SH,0,0,0,0,0,0,0.0073040133315073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110609045810543,0.0578706140240977,0,0.0337656645955917,0,0,0,0.195424716113158,0,0,0,0,0,0,0,-0.000242435268249537,0,0,0,0,0,0,0,0,0,0.0510847264780774,0,0.0202404307189006,0,0,-0.0243638680897615,-0.00310669227731025,0,0,0,-0.0389110885835919,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0320172389829084,0,0,0,0.0132364685783032,0,-0.0933460960735416,0.3294520366214,0,0,0,0,0,0.0647184059587559,0,0,0.200229881551577,0,0,0,0,0,0,0,0,0.0671704780577975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251997341761565,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.263390175749767,-0.0185084208587173,0,0.236903353412284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122610883655705,-0.0163780310878444,0,0,0,0,0.176434000598642,0.497935550230165,0,0,0,0,0,0,0,0,-0.378548382668854,0,0,0,0.0176564846474003,0,0,0,0,-0.154094424320423,0,0
X002271.SZ,0,0,0,0.150669487088986,0,-0.392470866114071,0,0,-3.46944695195361e-18,0.0805032384462643,0,0,0,0,0,0,0,0,0.144122093028115,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184738138075728,0,0,0,0.00359486278844474,0,0,0,0,0,0.0181053048689979,0,0,0,0,0.0986603653457501,0,0,0,-0.00687710786757167,-0.0126340441574828,0,0,0,-0.0147702127992101,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599790363501927,0.0700713369130365,0,0.0687780640014649,0,0,0,0.0523476054758407,0,0,0,0.129834735183113,0,0,0,0,0,0,0,0,0,0,0.340893327807354,0,0,0,0,0,0,0.0467809549753388,0,0.285293119089085,0,0,0,0,0,0,0,0,0,-0.0461628317581532,0,0
X600660.SH,0,0,0,0,0,0,0,0.216583938541302,0.0573044877287008,0,0,0.0115884551785446,0,0,0,0,0.0536408308812023,0,0,0,0,0,0,0,0,-0.0407543206953044,0,0,0,0,0,0.10328896885364,0,0,0,0,0.0286059749391544,0.175328546398928,0,0,0,0,0,0,0.131803712549529,0,0,0,0,0,0,-0.0048770061150351,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0345245127315304,0,0,0.0334315506903494,-0.0109618129064609,0,0.111191276173484,0,0,0,0.100512706473162,0,0,0,0,0.052481833816948,0.00545896907448936,0,0,0,0,0,0,0,0,0,0,0.0992724659604691,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0166978531381446,0,0,0.0134472559017741,0,0,0,0,-0.0108972338011826,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0760909976893745,0,0,0,0,0,0,0,0,0,0,0,0,0.241546017234216,0,0,0,-0.0624497949781818,0,0,0,0,0,0.265798463957087,0,0,0,0,0.195553747386997,0,0,0,0,0.0420433175850327,0,0,0,3.46944695195361e-18,0.0978484900048134,0.0996373279902399,0,0,0,-0.00276394502249564,0,0,0,0,-0.0533308627460507,0,0
X601898.SH,0,0,0,0,0,0,-0.0610563140909324,0,0,-0.0241131067294687,0,0.142271138384249,0,0,0,-0.0478632916159445,0,0,0,0,0.114970485968184,0.111336574010072,0,0.0214781891580021,0,0,0,0,0,0,0,0,0,0.094614605522949,0,0,0.0924607626743337,0,0,0,0,0,0,0,0,0,0,0,-0.0629359559400988,0,0,-0.00981180912299004,0,0,0,0,-0.0313478146549433,0,0
X600010.SH,0,0,0,0,0,0,0.141196165492513,-0.105158930519029,0,0.0380604376586123,0,0,0,0,0.107973048723508,0,0.111348489161515,0,0,0,0,0.0699748557635997,0,0.0889155253138201,0,0,0,0,0,0,0,0,0,0.0172417957464083,0,0,-0.0143418317612149,0,0,0,0,0,-0.107076127024084,0,0,0,0.215406458880311,0,0,0,0,0,0,0,0,0,0.0421376006997112,0,0
X000786.SZ,0,0,0,0,0,0.0163051251987161,-0.139826943478104,0,0.000368236279753563,0,0,0,0,0,0,0,0.315985853659946,0,0,0,0,0,-0.14515253502866,0.095849614448293,0,0,0,-0.234989152647046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184653790976435,0,0,0,0,0,0,0,0,0,0,-0.103435876686406,0,0,0,0,0,0
X600111.SH,0,0,0,0.114656711710818,0,0,0.205335386277283,0,0,0,0,0,0,0.418820260981509,0,0,0.149824702706742,0,0,0,0,0,0,0,0.293514616460154,0.192600351531573,0,0,0,0,0,0,0,0,-0.0942185547780387,0,0.00312653524250862,0,0,0,0,0.155813206662321,0,0,0,-0.0418295664238952,0,0,0,0,0,0,0,0,0,0,-0.114085156231867,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.0180051592638326,0,0,0,0,0,0,0.179831044748148,0,0,0.14048194971958,0,0,0,0,-0.108203150033313,0,0,0.584286574869789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199368252855716,0,0,0,0,-0.0366104828494851,0,0,0,0,-0.109441558311368,0,0
X600886.SH,0,0,0,0,0,0,0.00213530239511259,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0567613476195444,0.199127276499299,0,0,0,0,0,0,-0.0547775443490188,0,0.13978386944533,0,0,0,0,0,0,0,-0.0171172180398482,0,0,0.103959459254996,0,0.0890168343710166,0,0,0,0,0.0211140554131988,0,0,0,0.0496470372720549,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0.205864030307083,0,0,0,0,0,0.246909911865483,0.0149710839954393,0,0,0,0,0,0.136472134553518,0.106680502551678,0,-0.0955468784223566,0,0,0,0,0,0,0,0,0,0,0.296426311579882,0.120372517345757,0,0,0.0973462600224349,0,0,0,0,0,-0.0791334953276887,0,0,0,0,-0.0244004445483005,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0272702163351843,0,0,0,0,0,0,0,0,0.0191773166292639,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.118880641394481,0,0.063626061667329,0,0,0.136847691249013,0,0,0,0,0,0,-0.0298352330499965,0,0,0,0,0.0253054693851567,0,-0.0928633039500921,0.122455307247753,0,0,0,0,0,4.33680868994202e-19,0.0229882896942058,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,-0.00112930756663729,0,0,0,0.154604841790948,0.0760264941238557,0,0,0.0587066637670534,-0.0293575433587609,0,0,0,0,0,0,0,0.149571343509327,0,0,0,0,0,0,0.126778454494523,0.113316682496627,0,0,0,0,0,0.0247198010888783,0,0,0,0,0,0,0.306867119740942,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0247985119975481,0,0
X600188.SH,0,0,0,0,0,0,0,0.115604996753477,0,-0.299383751336543,0,0,0.105678330250282,0,0,0.175421943748311,0,0,0,0,0,0,0,0,0,-0.157232509510482,0,0,0,0,0,0,0,0,0,0,0,-0.10953915927293,0,0,0,0,0,0.341984412112765,0,0.136766731398125,0,0.0411842164146133,0,0,0,0,0.00594976579894595,0,0,0,0.00334805972202036,0,0
X600426.SH,0,0,0,0,0,0,0.0266997505483805,0,0.0960190994217258,0,0,0,-0.109238946681182,0,0,0,0.219279210375964,0,0.107161018437895,0,0,0,0,0,0,0,0,-0.072709120969908,0,0.17556179513207,0,0,0,0,0,0,0,0.167517514475839,0,0,0,0,0,0,0,0,0,0.146481649942898,0.0595300683557343,0,-0.0560839423295081,-0.0197256619954375,0,0,0,0,-2.16840434497101e-19,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.572758966357776,0.0458402194448835,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197424374431777,0,-0.0322127327995676,0,0,0,0,0,0,0,0,0.334527260390333,0,0,0.298430173987491,0.0456984358162057,0.0354691382912929,0,0,0,-0.0257714423024133,0,0
X000932.SZ,0,0,0,0,0,0.726323647166331,0,0,0.0371297633280701,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0317991017112485,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230602883731635,0,0,0,0,0,-0.106667240345857,0,0,0,-0.00962677004898549,0,0.0842603935997763,0,-0.0638089804404048,0,0,-0.024609087322048,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,-0.0209661432822576,0,0,0,0,0,0,0,0.0623489581131428,0,0.154046563759567,0,0,0,0,0,0,0.175927932208982,0,0,0.600671156043671,0,0,0,0.000664550960758813,0,0,0,0,0,0,0.146573084680992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273478611988015,0,0,0,0.13807032223296,0,0
X600803.SH,0,0,0,0,0,0.192913489061732,0.104881814874756,0,0.152944279822389,0.167751280256443,0,0,0,0,0,0,0.0280213266480448,0,0,0,0,0,0.166633457088795,0.00621301522368385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789120562489125,0,0,0,0.14351595766448,0,0,0,-0.0934794085752565,0,0,-0.161055126710903,0,0,-0.0245459973893002,0,0,0,0,0.00545970544411883,0,0
