,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X002460.SZ,X600795.SH,X600111.SH,X600362.SH,X002466.SZ,X600489.SH,X000708.SZ,X600803.SH,X000301.SZ,X600160.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X002128.SZ,X000408.SZ,X601699.SH,X000877.SZ,X000630.SZ,X600176.SH,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X600378.SH,X600352.SH,X002271.SZ,X300037.SZ,X000831.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.613768573566902,0,0,0,0,0,0,0,0,0,0,0,0.0591847062423354,0,0,0,0.43634310118213,0,0,0,0,0,-0.0235646250916994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550438915655732,0,0,0,0,0,0,0,0,0,0,0,-0.0393944237412236,0,0
X601088.SH,0,0,0,-0.00871136605576638,0.3217291616526,0,0,0,0,0.0336716754848325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201837649831045,0,0,0,0,0,0,0,0,0,0,0.133981764251286,0,0,0,0,0,0,-0.038025151114729,0,0,0,0,0,-0.0121912834781633,-4.33680868994202e-19,0,-0.0307684400236796,0,0
X600028.SH,0.522780303783696,0,0,0,0.215631451375876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058762262719093,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455212576905837,0.136802858978303,0,0,0,0,0,0,0,0.100392303981562,0,-0.0641096572868197,0,0,0,0,0,0,0,0,0,0,0,-0.0493902770064135,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119422758427087,0,0,0,0,0,0,0.129012948608778,0.0163475518249329,0,0,0,0,0,0.0890153393757602,0,0,0,0,0,0.109819573039215,0.130307034485911,0.0892961160396884,0,0,0,0,0,0,0,0,0,0,0.07051799631521,0,0,-0.00489715050644429,0,0,0,0,0,0,0
X601898.SH,0.00303180999201934,0.0963883932969035,0.270448324349076,0,0,0,0,0,0.054706063617281,0,0,0,0,0,0.0164175794548823,0,0,0,0,0,0,0.0605393537282233,0.163003042442932,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918180062327994,0,-0.0155240675655957,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140134956634851,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.203197453019326,0,0,0,0,0.0961603376292659,0,0,0,0.355214023183086,0,0,0,0,0,0.0941802596991185,0,0,0,0.346212713860335,0,0.0616362431466145,0,0,0.0188143131978326,0,0,0,0.073699926374358,0,0,-0.0517263037296976,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0062017117971334,0,0,0,-0.0522570677452133,0,0,0,0,0,0,0,-0.281302551742188,0,0.116582888366504,0.120002007499232,-0.00876942003953582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00496343359568396,0.264566204710797,0,0,0,0,0,0,0,0,0.00719030526912512,0,0
X600019.SH,0.305346619721719,0,0,0,0,0,0,0,0,0.198063104092227,0,0,0,0,0.0723640071089384,0,0,0,0,0,0,0,0.0907816829889332,0.093369113904435,0,0,0,0,0,0,0,0,0,0,0,0.071740942587957,0,0,0,0,0,0,0,0.0114369246527199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.218460294641604,0,0,0,0,0,0,0,0,0.0503892508752707,0,0,0,0,0,0,0,0.00667110255615945,0,0.05370060272598,0,0,0.189308400389007,0.00301779435276129,0,0,0,0,0,0.0226806943432444,0,0.257669940317813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00362922797430511,0,0,0,0,0,0,-0.0351732003697433,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550582841591053,0,0,0,0,0,0,0,0,0,0.0695036160283746,0,0,0.557423309252457,0,0.170089249411932,0.0604349204737518,-0.181387640797478,0,0,0,0,0,0,0.0987592634734383,0,0,0,-0.0445934646627972,0,0,0,0,0,-0.0675396356765458,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0770559504260155,0.450859866823939,-0.00371185703326425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02072248652194,0,-0.0350278026829638,0,0,0,0.0227404739016305,0,0,0,-0.015140820312856,0,0
X600547.SH,0,0,0,0,0,0.0848227651676732,0,0,0,0.0217986098911904,0,0,0,0,0,0.0513573723882985,0,0,0,0,0.674955043846127,0,0.0302641758156762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144053150968109,0,0
X600011.SH,0,0,0,0,0,0,0,0.02527956832646,0,0.0776621389621193,0,0,0,0,0,0,0,0,0,0,0,0,0.0440175573668348,0,0,0.112066296054161,0.0129397241454329,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152984335065481,0,0,0,0,0,0.146676594928282,0,0,0,0.0192676663048285,0,0,-0.00878788234887958,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.188326620081391,0,0,0.274301602889206,0.269208984789738,0,0,0,0.0194405646867313,0,0,0,0,0.0116873273862093,0,0,0.0480034092461461,0,0,0,0,0,0.127970520279106,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0100665476827987,0,0,0,0,0,0
X600010.SH,0.0898141497303256,0,0,0,0,0,0,0,0.00413013239066928,0,0,0,0,0,0,0,0,0.27642266757964,0,0.0297534014729256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122712534218686,0,0,0,0,0,0,0,0.131002609436851,0,0,0.166760207106145,0,0,0,0,-0.0277565209203371,0,0,0,0,0.0743934287119165,0,0
X002460.SZ,0,-0.12996564620198,0,0,0,0,0,0,0,0,0,0,0,0.263460132533127,0,0,0,0.139570778169843,0,0.434695059669251,0,0.0390624346854986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114513448537085,0,0.00649143434809591,0.192405905075578,0,0,0,0,-0.0141475643146772,0,0,0,0.0151123214833005,0,0
X600795.SH,0,0,0.243180856712935,0,0,0,0,0,0,0.136712597133023,0.34049179238698,0,0,0,0,0,0,0,0,-0.0168299049628803,0,0,0,0,-0.0860439833056851,0.0297145722337805,0.0464835386776165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267247810026144,0,0,0,0,-0.0121454138333207,0,0,-0.0461550074228711,0,0,0,0,-0.0130881596965516,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468076087037497,0.0020297001251952,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257767684964858,0,0,0,0,0,0.0378715137462706,0,0.130951241961134,0,0,0,0.14195832280844,0.435933361088892,0.161082266615095,0,0,0.0714503776791926,0,0,0,0.0320849289165063,0,0
X600362.SH,0.12114238608077,0.081332868463476,0,0.26552811010985,0,0,0,0.0840709074969268,0,0.147774612752572,0,0,0,0,-0.0173048603203445,1.73472347597681e-18,0,0,0,0.0793749292835421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479778417752532,0,0,0.181380042011401,0,0.0379747958459694,0,0,0,0,0,0,0,0,0,0,0.0417691497457402,0,0,0,0.0136523728358506,0,0
