,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X600011.SH,X002460.SZ,X000792.SZ,X002466.SZ,X601898.SH,X600547.SH,X601600.SH,X600111.SH,X000708.SZ,X600660.SH,X000301.SZ,X600010.SH,X000877.SZ,X600886.SH,X002271.SZ,X600426.SH,X600795.SH,X600362.SH,X600176.SH,X600027.SH,X601699.SH,X600803.SH,X601991.SH,X000983.SZ,X600489.SH,X000786.SZ,X600160.SH,X600995.SH,X000807.SZ,X000629.SZ,X600378.SH,X000408.SZ,X600219.SH,X002080.SZ,X000933.SZ,X600096.SH,X000932.SZ,X000723.SZ,X600688.SH,X600157.SH,X600801.SH,X300037.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0948740681047442,0.0797839469746207,0,0,0,0,0,0,0,0.136770723703662,0,0,0,0.00812037565160165,0,0.0804238148196974,0,0,0,0,0,0,0,0.0140560386464922,0.0203033082251905,0,0.00706533401634341,0,0,0.0482196339412187,0,0.00480946112566461,0,0.175209364790626,0,0,0,0,0,0.00939508348671874,-0.0196893381500807,0,0,0,0,0,0
X600028.SH,0,0,0.042397515517151,0,0,0,0,0,0,0,0,0.0218668706411594,0,0.122547415475909,0,0,0,0,0,0,0,0.0751984862180212,0,0,0.0845993704391874,0,0.0189261442563131,0.0315894997799692,0,0.107171433933984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104540197468336,0,0,0,0,-0.0135118406429301,0,0.0224495152405872,0.000200674520853213,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0617116072923538,0,0,0,0,-0.0294797097759738,0.167750778750346,0,0.0819750834211917,0,0,0,0,0,0,0,0,-0.0102035718553051,0,0,0,0,0.122669531958148,0,0,0,0,0.0810767886398514,0,0,0,0,0,0,0,0,0,0,0.0621161429439795,0,0,0,-0.0062765669657982,0,0,0,-0.0101525372392,8.67361737988404e-19,0,0,0,0,0,0
X600309.SH,0.0776179864439168,0.174483599419828,0,0,0,-0.0406321691487998,0,-0.0656032050549255,0,0,0,0,0,0,0,0,0,0.161971142085224,0,0,0,0,0.315425434743183,0,0,0,0,0,-0.0926972644118765,0,0,0,0,0,-0.0210868340957545,-0.0334188708693158,0,0,-0.0678227382295027,0,0.025237754758669,0,0,0.493518362824821,0,0,0,0,0,0,0,0.0129750419109424,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056474252362421,0.0141859865281832,0,0,0,0.191524362470612,0,0.0386849039450019,0,0,0,0,0,0.0159825562180556,0.0315619065948112,0,0.0152492559228541,0,0.179314240101082,0,0,0,0,0.076756424809696,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.318694439440774,0,0,0.0108077034818631,0.00469335299248297,0.00127847920965051,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0263319282451126,0,0,0,0,-0.150117066843813,0,0,0,0,0.000145359163423825,0,0.28379764818775,0,0,0,0.16397312509299,0,0,0.121877069773317,0,0.0262547733661552,0,0,0.24158983456439,0,0,0,0,0,0,0,0,-0.2244143897788,0,0,0,0,0,0,-0.0299243375300658,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.196562638803971,0,0,0,0,0,0,0.191665830341741,0,-8.67361737988404e-19,0,0,0,0,0,0.0351797638158137,0,0.212548323194316,0,0,0,0,0,0.0198160243004832,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420811077739364,0,0,0,0,0,0,0,0,0.0623311904837615,0,0,-0.0016182954121368,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.116176783652201,0,0,0.0625368487749708,0,0.0142172703443375,0,0,0,0,0,0,0.0458111679663527,0,0,0,-0.0155719722571311,0,0,0,0,0.537677438016505,0,0.0965600422569502,0,0,0,0.121319289699239,0,0,0,-0.200155586218351,0.102257373080336,0,0,0,-0.152099865281391,0,0,0,0,0,0,0,0,0,-0.00653464853672414,0.00968370146609636,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.609409247402351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373517225773801,-0.0762845253334556,0,0,0,0,0.171576491127264,0,0.010522234919509,0.0540895752225042,0,0,0,0,0,0,0,0,0,0.000559686692948624,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0843965651187573,0,0,0.1186193988021,-0.0345145435090554,0,0,0,0,0.0516376371544927,0,0,0,0,0.0719512651755594,0.128707787742912,0,0,0,0,0,0,0,0,-0.0756922981073033,0,0.0896785384168914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888442061298272,0,0,0.00659395653940716,0.00856491819870824,0,0,0,0,0,0
