,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X000708.SZ,X002271.SZ,X600010.SH,X601600.SH,X600547.SH,X000877.SZ,X600426.SH,X600886.SH,X600795.SH,X600362.SH,X600176.SH,X000983.SZ,X600027.SH,X601699.SH,X600803.SH,X601991.SH,X000629.SZ,X600995.SH,X000786.SZ,X600160.SH,X000807.SZ,X000408.SZ,X600219.SH,X000723.SZ,X600096.SH,X000831.SZ,X600378.SH,X600489.SH,X002080.SZ,X000933.SZ,X600348.SH,X000932.SZ,X600157.SH,X000630.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0486651799481534,0,-0.0128523590474419,0,0,0.0842833829236083,0,0.119209273909168,0,0,0,0,0,0,0,0,0,0.0600905825766279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235671907862655,0,0,0,0,0.00101426068293799,0.00587036351431779,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.365152341993139,0,0,0,0.0320873310762509,0,0.0337289069206666,0,0,-0.0101733988418036,0,0,0,0.103880429615306,0,0.0309638115556447,0,0,0,0,0,0,0,0,0.0159188643669009,0.0619742710099911,0,0,0,0,0,-0.00573237920804559,0,0,0,0,-0.0258209914992913,-0.167822855824055,0,0,0,0,0,0,0,0,0,-0.0528711526605524,0.0386074997873452,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0127305727950583,0,0,0,0,0.035368314116413,0,0.155122314122873,0,0,0,0,0.0174603516588113,0,0,0,0,0,0.0283607657539615,0.0338530074826411,0,0.0248394607656188,0,0,0,0,-1.73472347597681e-18,0,0,0.023963624292931,0,0,0,0.0724456389257657,0,0,0,0,0,0,0,0.0101717564893101,0,0,0,0,0,0.0161228821344383,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0.160526226993254,0,0,0,0,0,0,0,0,0,-0.206414072836879,0.00721352954466573,0,0.182264644170578,0.136112014079148,0,1.38777878078145e-17,0,0,0.0147411977294052,0.188723503349734,0,0,0,0,0,0,0,0,0,0,0,0,0.114279334255841,0,-0.113222214849231,0,0,0,0,0,0,0,-0.0465026589462177,0,0,0.353093102256796,0,0,0,0.0270756392516228,0.0197485041569456,-0.0118728644338391,0,0,0,0,0,0
X600188.SH,0,0.327921776334196,0,0,0,0,0,0,0,0,0,0,0,0.0159406122813501,-0.301299579075508,0,0,0,0,0,0,0,0,0.134363018067314,0,0,0.05802065035645,0,0.0921291854569751,0.21255953976425,0,0,0,0,0,0.0314397501641239,0,0,0,0,0,0,0,0,0.205927999659014,0.157976392623906,0,0,0,0,0,-0.0428779200951893,0.0295728737539297,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00990227911924914,0,0,0,0,0,0,0,0,0.0805503505945778,0,0,0,0,0,0,0.398707986829834,0,0,0,0,0,0.045179390268618,-0.0125053377251851,0,0,0,0,0,0.110901736711708,-0.0800254078699213,0,0,0,0,-0.0162326595124271,0,0,0,0,0.130148090913962,0,0,0,0,0.0752935188477752,0,0,0.00337587704792848,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0203391222884837,0,0,0.621781016983536,0,0,-0.035138699270725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902405043592447,0,0,0,0,0,0,-0.0506444002236912,-0.0497946653654419,0,0.163605527110178,0,0,0,0,0,0.00797124497005141,0.0443837081924403,0,0.029706912955694,0,0,0,0,0,0.00875949420726868,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0600523835141299,0,0.589843154378163,0,0,0,0,0,0.0993913645286928,0,0,0,0.00495414468142089,0,0,0,0,0,0,0,0,0,0.0478438045443165,-0.00692240358836431,0,0,0,0,0,0,0.0174005164163144,0.197361058206698,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11261882223422,-0.0204752673495298,0.0108321692615243,0,-0.100288563179692,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.309148335813731,0.200726856082807,0,0,0,0,0,0,0,0,0.0177971360234928,0,0,-0.0467236129815733,0.183314154201917,0,0,0,0,0.0449561139150569,0,0,-0.02275195991802,0,0,0.0268789321117368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570216080259151,-0.0101205345402654,-0.00378774245231272,-0.0507198579129742,0,0,0,0,0
X600019.SH,0,0,0.30776726220093,0,0,0.0414380639934831,0,0,0,0,0,0.0222241137581446,0,0,0,0,0.150363878845716,0.11770851376179,0.1664682916456,0,0,0,0,0,0,0.107208797308254,0,0.0419280481833401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278388437140159,0,0.0662056402949736,0,0.0295411844119007,0.0162021442463667,-0.0222998180894252,0,0,0,0,0,0
