,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600585.SH,X600886.SH,X600011.SH,X601600.SH,X600660.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X600160.SH,X600426.SH,X000301.SZ,X002466.SZ,X000983.SZ,X601699.SH,X000786.SZ,X600176.SH,X002128.SZ,X600219.SH,X000807.SZ,X000630.SZ,X600985.SH,X000877.SZ,X601168.SH,X000933.SZ,X000408.SZ,X600096.SH,X000883.SZ,X002353.SZ,X000932.SZ,X000027.SZ,X002271.SZ,X600378.SH,X600995.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.112389459670116,0,0,0,0.086887560935788,0,0,0,0,0,0,0,0,-0.0223506003370451,0.0167142028293551,0.0259254121671061,0,0,0,0,0,0,0,-0.161899887696996,0,0,0,0.105689435765945,0,0,0,0,0,0,0,0.0855978958649281,0,0.308328441258719,0,0,0,0,0,0,0,-0.0690578557162912,0,0,0,0,0,0,0,0,0,-0.0863632245838379,0,0
X600028.SH,0.392829507852123,0,0.131876680624634,0,0.000574143112257579,0,0.0954746020458038,0,0,0,0,0.117442310124991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00299273827392765,0,0
X601088.SH,0,0.233817117643852,0,0,0,0.188451075507703,0.120846353671548,0,-1.73472347597681e-18,0,0,0.176622154417422,0.0195898819665314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147920024562542,0,0,0,0,0,0,-0.103422364301767,0,1.35525271560688e-20,0,0,0,-0.0421725160323572,3.46944695195361e-18,0,0,0,0,0.0263200921628585,0,0,0,0.00926552270239725,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0136272492690526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856828731248131,0.0780958157015904,0,0,0,0,-0.00421017645460343,-0.0517022454663961,0,0.114606888876168,0.0140622678569439,0,0,0,0.0536114581956332,-0.182607095464673,0.0617588282142735,0,0,-0.00612074706859521,0,0
X601898.SH,0.131362374064298,0.0379685082116964,0,0,0,0,0,0,0,0.0658448155445433,0,0.149306694612835,0,0,0,0,0,0,0,0,0,0.0651009836445398,0,0,0,0,0,0,0,0.332773174496536,0,0,0,0,0,0,0,0,0,0.045074161448855,0,0,0,0,0,0,0,0,0,0,0,0.00783362360794965,0,0,0,0,0,0,0
X600188.SH,0,0,0.353146098162735,0,0.0522312754905857,0,0,0,0,0,0,0,0,0,0,0,0,0.084708209121938,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.141488931908096,0.579904895255224,0,0,0,0,-0.132781644041606,0,0.276947628747658,0,0,0,0,0,0,-0.07883170463584,0,0,-0.0304565966138081,0,0,0,0,0,0.0202813247836412,0,0,0,0.0395541085297377,0,0
X600019.SH,0,0,0.0660901425900677,0,0.125355414149456,0,0,0,0,0,0.152666499561571,0,0.18701421390278,0,0,0,0,0,0,0,0,0.154815471356686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108639704821025,0.148845527773005,0,0.217582344969128,-0.161799660271339,0,0,0,0,0,-0.00758897647753582,0,0,0,0,0
X600547.SH,0,0,0,-0.0076260481070339,0.0832525139245428,0,0,0,0,0,0,0,0,0,0,0.555122286354105,0.13961997592322,0,0.151278880652653,0,0,0.0426378860509075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12601856611184,0,0,0,0,0,0,0,-0.0192705443124988,0,0,-0.0665421297926329,0.0652050669527339,-0.0731387628083864,0,0,0,0,0,0,0
X600585.SH,0,0,0.052708137476011,0,0,0,0,0,0,0,0,0,0,0,0.134212176938423,0.0701151699510802,0,0,-0.0272186444981058,0,0,0,0,0,-0.100774848412876,0,0,0,0,0,0,0.227436432381599,0,0.0267188265288619,0,0,-0.0223587536707138,0,0,0,0,0,0,0,0,0,0,-0.0185488008742041,0,0.105661156963497,0,0,0,0.0378824459969864,0,0,0.0068021914495605,0,0
X600886.SH,0.211300724761487,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.108577715063116,0,0.0719920778878081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134409094121852,-0.262926069162935,0,0,0.216822882313296,0,0,0,0,-0.0678582765766465,-0.166857789309181,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.182376282422246,0,0,0.125359693170611,0,0,-0.0148151805737641,0,0
X600011.SH,0.00793613040628765,0,0,0,0,0,0,0,0,0,0,0,0,0.186631105815417,0,0,0,0,0,0,0,0.252551097956642,0,0.329922834511653,-0.0537085501217349,0,0,0,0,-0.102080317434823,-0.0337847725217287,0,0,0.199869765171682,0,0,0,-0.0558899768655472,0,0,0,0,0.0360992289883095,0,0,0,0,-0.0257178974073646,3.46944695195361e-18,0,0,0.0523130903093857,0,0,0,0,-0.0761619392749489,0,0
X601600.SH,0.197341738176803,0,0,0,0,0.00900949992501322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168644870983133,0,0,0,0,0,0,0,0,0,0.328184267015516,0,0,0,0,0.352428153527107,0.0386843201716931,0,0.136424783697992,0.216406347544675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0258875021272917,0,0,0,0,0,0,0,0.0541016422097425,0,0,0,0,0,0,0,0,0,0,0.028011901216725,0,0,0,0,0.16882196506935,0.222852448185369,0,0,0,0,0,0,-0.201919601638852,0,0.0770861256716267,0,0,0,0,0,0,0,0,0,0,0,-0.0642818773818376,-0.182356459653938,0,0,-0.0446469120651892,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.111995885499437,0.185093750944894,0,0,0,0,0,0,0,0,0,0,0.188132021252735,0,0.00222887565315519,0,0,-0.130675277454636,-0.00540499344219425,0,0,-0.112619034084023,0,0,0,0,0,0,0,0,0,0,-0.0812159357547815,0.272843076145992,0,0,0,0,0,0.00695384697852927,0,0,0,0,0,0,0,-0.00292243832315803,0,0
X000792.SZ,0,0,0,0,0,0.00917228942646512,0,0,0,0,0,0,0,0,0,0.0521215548782416,0,0,0,0.0334040452722496,0,0,0.206411255403946,0,0.0335654875679987,0,0.195946330508641,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0708034709686733,0,0,0,0,0,0,0,0,-0.0717568047555437,0,0,-0.000370608683859041,-0.0425761676468737,0,0,0,0,0.00305771106681036,0,0
X600489.SH,0,0,-0.0280833088037904,0,0,-0.0673634643664681,0,0.762698731591895,0,0,0,0,-0.036367212539762,0,0,0,0,0.279346405927448,0,0,0,0,0,0.0325156285247875,-0.208856906062945,0,0,0,0,0,0,0,0,0,0,0.277065113769309,0,0,0,0,0,0,0,0,-0.07551060233735,0,0,-0.0319789311571176,0,0,0,-4.33680868994202e-19,0.0792753268874611,-0.00616455805320244,0,0,-0.0665120311268699,0,0
X600362.SH,0,0,0,0,0,0,0,0.026176590289803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930069794796889,0.0333437659634497,0,0,0,0,0,0,0,0,0,0.016892502069284,0,0,0.434567343784261,0.114659047129056,0,0.233370481696804,0.0320282428205803,0,0,0,0,0,0,0,0.0564450587855025,0,0,0,0,0,0,0,0,0.00952381906426294,0,0
X600010.SH,0,0,-0.135917186652345,0,0,0,0,0,0,0,0,0.134017369490442,0,0,0,0,0,0,0.0956949005773422,0.12879360318875,-0.131517164088075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147865611063563,0,0,0,0,0,0,0,0,0,0,0,0,0.054792172311772,-0.0401201006531728,0,0,0,0,0.0176493763487173,0,0
X600111.SH,0,0,0,-0.149380576983357,0,0,0,0.102793439082214,0,0,0,0,0,0,0.0688775506365467,0,0.0315308630687577,0.163077094889705,0,0,0,0,0.267903890935083,0,0,0,0,0,0,0,0,0.116331818051554,0.0207449912088564,0,0,0,0,0,0,0,0.0885925300986072,0,0,0,0,0,0,0.0950674738365337,0.148443894460906,0,0,0,0,-0.0476214475809426,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0326117012505882,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.187967843213743,0,0,0,0,0,0,0.0533222729574224,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.063551312010191,0,0.202159546305109,0,0.0436332011657519,0.0513765026949396,0,0.0141858358775105,0.0864585965242314,0,0,0,-0.00360077862852807,0,0,0,0,0.0385477194933365,0,0
X600803.SH,0,0,0.133056645321241,0.0171019772090794,0,0,0,0,0,0,0,0,0,0.0743508990624262,0,0,0,0,0,0,0,0.0994342939923994,0,0,0,0,0,0,0,0,0,0.00537301918262226,0,0,0,0,0,0,0,0.146888937468567,0,0,-5.42101086242752e-20,0,0,0,0,-0.0212727703423627,0,0,-0.027512917021038,0,0.0285455054434829,0,0,0,-0.0239488397081309,0,0
X600027.SH,0,0,0,0,0.18996974635047,-3.46944695195361e-18,0.100585813170408,0,0,0,0.954138660886989,0,0.0102765185510794,0,0,0,0,0,0,0,0,0,0,0.0103489650477942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207053336360671,0,0,0,0,0.0244077148694488,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.0436344047378578,0,0,0,0,0.0878941658459711,0,0,0,0,0,0,0,0,0,0,0,0,0.730639643775267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606222920173104,0,0,0,0,0.055387554300188,0,0,0,0,-0.0364635874230232,-0.0212026879651257,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0277448501505773,0,0,0.104095596337713,0.0857337449414901,0,0.0103791276948549,0,0.00853158289320615,0,0,0,0,0,0,0.0238502954917668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240202550193156,0,-0.0868201827439376,0,-0.0779080411820635,0,0.254453413396852,0,0,0,0.00809195389753367,-0.0370834431343245,0,0,0.0162482580093241,0,0
X600160.SH,0,-0.196590258919993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.515164764823353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116464947013715,0,0,0,0,0,0,0.55823819288928,0,0,0,0.031143709807354,-0.0677479285540299,0,0,0.0986017443883293,0,0,0,-0.136866345687384,0.186099556224789,0,0,0,-0.0939835936194514,0,0
X600426.SH,0,0,0,0.351516789035973,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719030341398898,0.238585583007516,0,0,0,0,0,0,0.184701634153602,0,0.0397903664508607,0,0,0,0,0,0,0.022193167014017,0.0634052949541868,0,0.0640706442444991,-0.0282510469515759,-2.16840434497101e-19,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,-0.0982063380148635,0,0,0,0,0,0.0120177712594576,0,0,0,0,0,0,0.10609551422687,0,0,0,0,0.0348371827450995,0,0,0,0.0790559939039547,0,0,0.0429552708250505,0,0.0389812374759542,0.120714533661619,0,0,-0.0339323245104317,0,0,0.0483946724580252,0.133927043274353,0,0,0,0,0,0,-0.0241275763492907,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0149338784522444,0,0,0,0,0,-0.0264413278370605,0.030062572367919,0,0,0,0,0,0,0,0.721567765433284,0,-0.0106671706493518,0,0,0,0,0,0,0,0,0,0,0,0.0595521398070654,0,0,0,-0.0293848914321294,0,0,0,0,0,0.035361789497439,0.0955549154725269,0,0,0,-0.0386632197831226,0,0,0,0,-2.16840434497101e-19,0,0
X000983.SZ,0,0,0,0,0,0.042111672426535,0,0,0,0,0,0.0257645787607839,0,0,0,0.0241647643327354,0.125694855553307,0,0,0,0,0,0,0,0,0,0,0,0,0.309968013767764,0,0,0.0231769181963974,0,0,0,0,0,0,0,0,0,0,0,0.00563325651659372,0,0,-0.0320931276672951,0,0,0,-0.0422433508433613,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.0889009641699724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687977044669832,0,0,0,0,0,0.26546571867907,0,0,0,0,0,0,0,0.254523473938642,0,0,0.0820186027125615,0,0,0,0,0,0,0,0,-0.0567680582131357,0,0,0,-0.0276642160861346,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.265909779309642,0,0,-0.127413642363493,0,0,0,0,0,0,0,0,0,0.0466465896062094,0,0,0,0,0,0.268108717478926,0,0,0,-0.0635069503910593,0,0,-0.027589301283532,-0.00791447643976787,0.132790037481977,0,0,0,0,0,0,0.0528511616663816,0,0,-0.0398840138632051,-0.0194423642990886,-0.0675901440701227,-0.138994326649229,0,0,-0.0321246880365661,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139408092541645,-0.274322249894881,0.147244633491015,0.335208039156257,0,0.108134160331809,0,0,0,0,0,0,0,0,0.0401262012141124,0,-0.0752172816547796,0,0,0,0,0,0,0,0.148914928592783,-0.181974468303118,0,0,-0.12862275129248,0,0,0,0,0,0.0549358460270698,0,0
X002128.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0451554371197753,0,0.037120604459223,0,-0.0693682342566726,0,0,0,0,0,0.171783015376035,0,0,0,0,0,0,0.0525024174712901,0,0,0,0,0,0,0,0,0,0,0.140171427013881,0.390679522258691,0,0.151529488235298,0,0,0,0.0375161934307441,0,0,0,0,-0.0302237880033038,-0.0125664800397859,0,0,0,-0.00420974393426772,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0.0439719766360296,0,0,0.081120453338305,0.0523169689963314,0,0,0,0,0.0884923620090355,0,0.0453936290856091,0,0,0,0,0,0,0,0,0,0,0,0.0747639145818813,0.0315721860844769,0,0,0.336756416387846,0.0148500286232588,0,0,0,0,0,0,0.135874520243797,-0.0331855879646668,0,0,0,0,0,0,0,0,-0.0171709484950912,0,0
X000807.SZ,0,0,0,0,0,0,0,0.0388455894026537,0,0,0,0,0,0,0,0.0621994215539658,0,0,0,0,0,0.304558385842656,0.0774874856391772,0.113499850583686,0.047198057360039,0.0548902736010273,0,0,0,0,-0.0852049271760147,0,0,0,0,0.236647009237109,0,0.0248818626881698,0.0405632554411052,0.171948327370978,0,0,0,0.176396725311698,0,0,0,0,0,0,0,0,0.0869546410056613,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0.0299551235858471,0,0,0,0,0,0,0,0.0189658759365526,0.33081144856296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377688071655698,0.308280860694674,0.0879177201384202,0,0,0.0309768462984142,0.0678338424639743,0.0539611943835967,0,0.0631058534465635,0,0,0,0,0,0,0,0,0,0,0,0
X600985.SH,0,0,0,0,0.158707411423812,0.158901720266084,0,0,0,0,0,0.00689827773033723,0,0,0,0,0,0,0,0,0,0.0359473545738056,0,0,0,0,0,0,0,0.330421611144083,0,0.0822841352009502,0,0,0,0,0,0,0.109098768432509,0,0,0,0,0,0,0,0.0283052238211485,0.0920991192128289,0,0,0.058741005165785,0,-0.0303055086109781,0,0,0,0.00134394146739716,0,0
X000877.SZ,0,0,0,0,0,-0.0420188863900023,0,0,0,0,0,0,-0.228866821274446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202996675257051,0,0,0,0,0,0,-0.00479761039897637,0,0,-0.0374250915709811,0,0,0,0,0,0,0,0.390153072913022,0,0,0.232100365111775,0,0.0663320040035617,-0.0873142969222765,0,0.0342622745214539,0,0,0,-0.00829013629247964,0,0
X601168.SH,0,0,0,0,0,0,0.17610495372855,0.132272075915601,0,0,0,0.164478543339729,0,0,0,0.0492639025586765,0.500932315675665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23144269181274,0,0.236291798748021,0,0,0,0,0,0,0.1976647111383,0,0,0,0,0,0,0,0,0,0.0290448071061721,0,0,0,0,0,-0.0173197648855282,0,0
X000933.SZ,0,0,0,0,0,0,0,0,0,0,0,0.231004437302536,0,0,0,0,0,0,0,0,0,0,0,0,0.0786853393029003,0,0,0,0,0.0598616448753966,0,0,0.231050340208133,0,0.140897741864226,0,0,0,0,0,0,0,0.157643401534466,0.144545542106074,0,0,0,0.0652344359412872,0,0,0,-0.0255540775475942,0,0,0,0,-0.0229536758951618,0,0
X000408.SZ,0,0,0,0,0,0,-0.104421815261332,0,0,0,0,0.0912883782099256,0,0,0,0,0,0,0,0,0,0,0,0,0.085536882117948,0,0,0,0,-0.0779710265702318,-1.38777878078145e-17,0,0,0,0,0,0,0,0.298308474021298,0,0,0,0,0.259283763359613,0,0,-0.09193680957987,0,0,0,0,-0.0432969161754786,0,0,0,0,0.0525668976941486,0,0
X600096.SH,0,0,0,0,0,0,0,0.100103638147849,0,0,0,0.0958411387842776,0,0,0,0.0719426682690966,0,0,0,0.192664074934431,0,0,0.169837311802414,0,0,0,0,0,0,0,0,0.134957795556926,0,0.107082633993024,0,0,0,0.0833459689914473,0,0,0,0,0,0,0,0,0,0,0,0.00932149457987946,0,0,0,0,0,0,-0.0113701141846278,0,0
X000883.SZ,0,0.119460175763068,0,0,0,0.151636902952596,0,0,0,0.202253070402839,0.130703766843778,0.259830033108955,0,0.160621243990268,0,0,0,0,0,0,0,0,-0.0197806230433309,0,0,0,0,0,0,0,0,0,0.0186753847891631,0,0,0,0,0,0,0,0,0,0,-0.0649066093835798,0,0.018259723973175,0,-0.0225616192248885,0,0,0,-0.0561347976259945,0,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128043399333355,0.101150700754748,0,0,0,0,0,0,0,0,0.0688778897643174,0,0,0,0,0.285130042731573,0,0,0,0,0,0,0,0,0.243501505319088,0.185022266463074,0,0,0,0,0,0,0.122210168163932,0,0,0,-0.0396814915518252,1.73472347597681e-18,0,0,0,-0.0129108637065928,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0,-0.0604280269435888,0,0,0,0,0,0.0457249981725571,0,0,0,0,0,0,0.0521489653823879,0,0,0,0,0,0.107741844661354,0,0,0,0,-0.355293212275961,0,0,0,0.262231737582757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145616290889013,0.167513568579968,-0.149471747532666,0,0,0,0,0
X000027.SZ,0.000804931604379514,0,0,0,0.255608446639558,0,0,0,0,0,0,0,0,0,0,-0.0170753123288633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1396447491209,0,0,0,0,0,0,0,0,0,0.134963674958511,0,0,0,0.0541687086603827,-0.0568475174990876,0.0195205104990052,0,0,-0.00554701015754967,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0807596993696321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876334096068382,0,0,0,0,0.0088437412037071,0,0,0,0.134854105335004,0,0,0,0,0.30376676667257,0,0,0,0.163298230553947,0,0.0043202644111859,0,0,0,0,0,0,0,0,0,0.0581870546348455,0,0.0904689408643522,0,0.0120611675682827,0,-0.0601267579662729,0,0,0.0953132523145085,0,0
X600378.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115661347291538,0,0,0,0,0,0.0992271135067484,-0.195933730767661,0,0,0,0,0,0,0,0,0,0,0.0361441347743827,-0.0390288080783197,0,0,0,0,0,0.104645222983193,0,0,0,0,0,-0.159545770586223,-0.295772266423818,0,0,-0.0030348688999636,0,0
X600995.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379217321814186,0,0,0,0,0,0,0.165267632276992,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.122887005610573,0,0,0,0.0473400687916377,0,0,0.0731828232002482,0.0108798780821756,0,0,-0.0517305125958644,0,-0.0562243441547767,0,0,0,0.0661506128812398,0,0
X600801.SH,0,0,0,0,0,0,0,0.0414947845637196,0,0,0,0,0,-0.075722390018468,0,0.0425529283810645,0,0,0,0,0,0,-0.0579184337807466,0,0.103917619899838,0,0,-0.0697246654005356,0,0,0,0,0,0,0,0,0,0.0193612499399435,0,0,0,0,0,0,0.150329491457886,0,0.222685591971726,0,0,0,0,0,0,-0.0389415220898625,0,0,0.0252754082728985,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0,0,0,0.0186849732009411,-0.155592565855073,-0.495183160066944,0,0,0,0,0,0,0,0,-0.0609510210062538,0,0,0.0637744073901319,0,0,0,0,0,-0.171319480426358,0,0.19241644926322,0,0.220174258628637,0,0.135599098176779,0,0,0,0,0,0,0,0.0743979810413722,0,0,0,0,0,-0.164347927254556,0.154429981101274,0,0,0.00973938081330382,0,0
Slope,0,0,0,0.221264324996475,0,-0.311947753986434,0,-0.0978022960561682,0,0,0,0,0,0,-0.0338325889285397,0,0,0,0,0,0,0,0,0,-0.0389477319330981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249484469963713,0,0,0,0,0,0.132948817548635,0,0,0,0.00718011884388277,0,0.928598522022811,0,0,0,-0.0805291783944643,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205367317344471,0,0,0,0,0,0,0,0,-0.000587152169360148,0,-0.0673395284558481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933289722508221,0,0,0,-0.0619045230794075,0.0677786585239331,0,0.0479178207018063,0,0,0,0,0.545764347698242,0,0,0,0,-0.0461310561938783,0,0
RealEstate_excess,0,0,0,0,0,0,0,0,0,0.0485556923210169,0,0,-0.0219362472666494,0,0,0,0,0,0,0,0,-0.124093036137979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128051642142636,0,0,0,0,0,-0.0298388135654146,0,0,-0.196365102377275,0,-0.132412497400104,0,-0.0287553479301174,-0.0431884737350115,0,0,0,-0.0343268723852065,0,0
MKreturn,0,-0.0779779480679429,0,0,0,0,0,0,0,0,0,0,0,-0.12785596299653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342841220070874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391390390206859,-0.0353715390489834,0,-0.057802423177477,-0.0181582123041531,0,0,0,-0.0138910264290243,0,0.0314513686031511,0,0,-0.00295007745206231,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00397796828491598,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,-0.00921164888243341,0,0,0,0,0,0,-0.00223105545648895,-0.00361571154976698,0,0,0,0,0,0,0,0,0,0,0,-0.0129608503536183,0,0,0,0,0,-0.0138520721332769,0,0,0,0,0,0,0,0,0,0,0,0,0.00330869397473906,0,0,0,0,0,0.00675211374155476,0.0198911241791645,0,0,0,0,-0.00252765069332404,0,0
CarbonVol_Hubei,0,0,0,0,0.00186170840460832,0,0,0,0,0,0,0,-0.0165889241015058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109356797967203,0,0,0,0.0294621713989247,0,0,0,-0.0244087594795891,0,0,-0.00857195620298776,0,0,0.0259105880903321,0,0,0,-0.0152075466792201,0,0,-0.00451177831138328,-0.0418814468780837,-0.0175319231388677,0,0,0,0,0,0
