,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600111.SH,X600362.SH,X600795.SH,X600886.SH,X600188.SH,X600027.SH,X601992.SH,X600688.SH,X600309.SH,X000898.SZ,X601158.SH,X000709.SZ,X600583.SH,X000792.SZ,X000883.SZ,X000539.SZ,X002353.SZ,X600489.SH,X000825.SZ,X000629.SZ,X600547.SH,X000027.SZ,X000630.SZ,X600549.SH,X600808.SH,X600352.SH,X600660.SH,X000831.SZ,X601699.SH,X600008.SH,X600578.SH,X600315.SH,X000959.SZ,X000983.SZ,X600098.SH,X002470.SZ,X000937.SZ,X600307.SH,X600863.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.702204053563751,0,0,0,0,0,0,0,0,0,0,0,0,0.0524099596813535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176459238689275,0,0,0,0,0,0,0,0,0,0.0554915829658861,0,0,0,0,-0.0241348620384098,1.0842021724855e-19,0,-0.0982629524474952,0,-0.0386189659536818,0,0
X600028.SH,0.598784075118635,0,0,0,0,0,0,0,0,0,0,0,0,-0.11162661059617,0,0,0,0.34285794128255,0,0,0,0,0,0,-0.0413980975780707,0,0.0368606482582358,0,-0.0168292802454999,0,0,0,0.0373510900039765,0,0.0304412025256291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275539980827492,1.0842021724855e-19,0,0,0,0,0,0
X601088.SH,0,0.0867879540123131,0,0,0,0,0.147607933553527,0,0,0,0,0,0,0,0.140529671570506,0,0.0971162282214459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817163370545075,0,0.0360260455298001,0.013846222182651,0,0,0.114107825242687,0,0,0.0278863119129591,0,0,0,0,-0.0174496393646701,0.00607497107222115,0,0,0,0,0,0
X600011.SH,0.0326725096826894,0,0,0,0,0.18902467350563,0,0,0,0,0,0,0,0,0.00073812924101781,0.278596716033668,0,0.200006481315786,0,0,0,0,0,0,-0.0903301538809776,0,0,0,-0.0467005523557169,0,0,0.00775921320382609,0,0,0,0,0,0.114820708334146,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0211228017383484,-0.0373194650028262,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.131267967284739,0.0697006031801114,0,0.0741070775666459,0,0,0,0,0,0,0,0,-0.0807443119178179,0,0,0,0,0,0,0.0144412366090741,-0.0100876827571324,0,0,0,0,0,0,0,0.0890955653230574,0,0,0,0,0,-1.0842021724855e-19,0.0802021832128761,0,0,0,0,0,0,0,-0.043345748242345,0.00116900619876119,0,0,0,0,0,0
X600019.SH,0,0,0,0.0130504534067752,0,0,0,0,0,0,0,0,0,0.0133901624298912,0.0798509555489053,0.129974151582138,0,0,0,0.29042691811372,0,0.0968585004094292,0,0,0,0,0,0,-0.0140912000742087,0.205957253815707,0,0.0148310223189146,0,0,0,0,0,0,0,0,0,0,0.111198473729996,0,0,-0.052703417606659,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601898.SH,0,0,0.0287168177006101,0,0,0,0,0,0.321735013262091,0.0362100393287115,0,0,0,0,0.0842935181539304,0,0.112804301247186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184976056742734,0.0692516192787373,0,0,0,0,0.164964533662707,0,0,0,0,0,0,0,-0.0174580220809126,-0.0297870937417128,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0105660608798032,0,0,0,0,0,0,0.0316467236934708,0.00902715433834399,0,0.0831314444958236,0,0,0,0,0,0,0,0,0,0.00568573595846751,0.106261644588678,0,0,0,0,0,0,0.059843181534159,0,0.0418041392347521,0.00569587254763042,0.146659435736442,0,0,0,0,0,0,0,0,0,0,0.0117843792825677,-0.0331449338685752,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0769175397174,0,0.0624312931210174,0,0.250295156129984,0,0,0.0317373848290413,0,0,0,0,0.169337771261566,0,0,0,0,-0.000579333146695372,0,0,0,0,0.134286266445879,0,-0.0293944514530802,0,0,0.0410082509808923,0,0,0,0.0417670342697437,0,0,0,0,0,0,0,0,0,0,0.111976174284446,0,0.00636226158665103,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0775754935955446,0,0,0,0,0,0,0,0,0,0.332614741365745,0,0,0,0.156104155236383,0,0.18237915486036,0,0,-0.150788939672395,0,0,0,0,0,0,0.183827132071242,0.115169915577334,0,0,0.302403433786707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829153452110427,0.00609030758841662,0,0,0,0.152322546646911,0,0
