,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X002460.SZ,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X002466.SZ,X000301.SZ,X600160.SH,X601991.SH,X600426.SH,X000786.SZ,X000983.SZ,X000807.SZ,X600219.SH,X601699.SH,X000630.SZ,X600176.SH,X600985.SH,X601168.SH,X000408.SZ,X002128.SZ,X600096.SH,X000933.SZ,X000877.SZ,X600378.SH,X002353.SZ,X000027.SZ,X600352.SH,X002271.SZ,X600995.SH,X000883.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.539424193364238,0,0.183763125627457,0,0,0,0,0,0,0.0123993217520435,0,0,0,0,0,0,0,0.136702576661882,0,0,0,0,-0.14757631167824,0,0,0,0,0,0,0,0,0.259709882416837,0,0,0,0,0,0,0,0,0,0.133312023480227,0,0,0,0,0,0.0467186556007936,0,0,-0.0452801109199783,0,0,0,0,0,0
X601088.SH,0.194265453004246,0,0,0,0.164361355656913,0,0,0.0439605713622116,0,0,0,0,0,0,0.0338525481408639,0,0,0,-0.131925252022746,0,0,0,0,-0.0359950349859103,0,0,0,0,0,0,0,0,0,0,0,0.157861710814291,0,0,0,0,0.0666477807295312,0,0,0,0,0,0,0,0,0,0,0.0138100943572145,-0.056326875913647,0,0,0,0,0,0
X600028.SH,0.462037681755057,0,0,0,0.228950400099162,0,0,0,0,0,0.0624287374823136,0,0,0,0.121740573397065,0,0,0,0,0,0,0,0,-0.096592088761929,0,0,0.0805904639775873,0,0,0,0,0,0,0,0,0,-0.0382879162975885,0,0,0,0,0,0,0,4.18293446043288e-05,0,0,0,0,0,0,0.027997500552674,0.00607453352583041,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0616526239333319,0,0,0,0,0,0,0,0,0,0,0,0.166974354943132,-0.0188467452033669,0,0.0119060560959276,0,0,0,0,0,0.339862323820992,0.0464482834906984,0,0,0,0,0,0,0,0,0,0.0895915881698446,0,0,0,0,0.265255617725611,0.0185237016772189,0,0,0,0,0,0,-0.131623019219144,-0.0265609845107657,0,0,0,-0.0480490804151193,0,0
X601898.SH,0,0.691251016933176,0.0174499532468867,0,0,0.156222433952261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576622115226059,0,0.0819371238801428,0,0,0,0,0,0,0,0,0,0,0,0,-0.029640858203747,0,0,0,0,0.0399645205564865,0,0,0,0,0,0,0,0,0.00528966556511674,0,0,0.0434192408670236,-0.0469577793421192,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0404429724340947,0,0,0,0.0317603830316721,0,0,0,0,-0.112354825454593,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320243558897784,0,0,0.511588206279444,0,0,0,-0.0125116250549013,0,0,0,0,0.258605842276365,0,0,0,0,0,0,0.0709540313928024,0,0.0777336498777671,0,0,0.0326724565783546,0,0
X600660.SH,0,0,0,0.0703190676659976,0,0,0,0,0.253867253953494,0,0,0,0.0849964090748225,0,0,0,0,0.149165022002082,0,0,-0.205853282814671,0,0,0,0,0.197827948637558,0,0,0.213587964505041,0,0,0,0,0,0,-0.0711741489642565,-0.262273417100356,0,0,0,0,-0.416244036446348,0,0,0,0,0.289354867502361,0,0,-0.0559378289707395,0.189891035229897,0,-0.0429709668567649,-0.118621325328763,0,0,-0.0835586237938708,0,0
X600019.SH,0,0,0.268007561246896,0,0,0,0,0,0,0.221472597675198,0,0,0.102382320553959,0,0,0,0,0,0,0.185090678647872,0.207309638739253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263240045832953,0,-0.00187725585468799,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00889931964051166,0,0,0,0,0,0,0.371857285597245,0,0,0,0,0,0.503572320257801,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0516262420833698,0,0.316378742737373,3.46944695195361e-18,0,-0.0751990186707088,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0823820287517919,0,0,0.15476385040092,0,0,0,0,0,0.0617737850490431,0,0,0,0,0,0,0,0.0530774173436564,0,0,0.170999371331643,0,0,0,0.0891367712764519,0,0,0,0,0,0,0,0,0,0,0,0,0.17385531070494,0,0,0,0,0,0,0,0,0,0.0835052539292772,-0.00604659323651003,0,0,0,0,0,0
X600547.SH,0,0,0,-0.116475365791286,0,0.0902455262914201,0,0,0,0,0,0,0,0,0,0,0,0.0206216744610175,0,0.709721312236125,0,0,0.0319938103375287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128306517201855,0,0.0648904304155682,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0554707507071074,0,0,0,0,0,0,0.0385547668224669,0,0
X600886.SH,0.163085126079903,0,0,0,0,0,0,0,0.0188342957548188,0,0.0691271416330103,0,0,0,0,0,0,0,-0.159832364431629,0.0726187085725068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261675908696092,0,0,0,0,0,0,0,0,-0.0742446785245947,0,0,-0.106002404942371,0,0.061194413390789,0,0,-0.0191623884530343,0.0738402966720404,0.28836061747886,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.048083349571402,1.0842021724855e-19,0,0.300998957770216,0,0.205286480455916,0,0,0.0867216663632328,0,0,0,-0.0523255203358973,0,0.0168356134259283,0,0.0586965735875228,0,0,0,0,0,0,0,0,0.0722201927649177,0,0,0,0,0,0,0,0,0,0,-0.099487196453501,0,0.0961255640148591,0,0,0,0,0,0,-0.067036759678433,-0.043051359661417,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0625715102071696,0,0,0,0.267334571143765,0,0,0,0,0,0,0,0,0,0,0.245671306562771,0,0.0743972528187994,0,0,0.0835799049185114,0,0,0,0,0.122246247586321,0,0,0,0,0,0,0,0,0,0,0.030240896568918,0,0,0,0,0,0.0409350490436428,0,0,0,0,0,0,0.0137951905465766,0,0,0,0,0,0
X600795.SH,0.0181331257344023,0,0.232061063906361,0,0,0,0,0,0,0,0,0.109300519193624,0.187889618807218,0,0,0,0,0,0,0,0,0,0.120481560597136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115417409974478,0,0.224221947359279,0,0,0,-0.00356617230238204,0,0,0,0,0,0
X600362.SH,0.082576155118212,0,0,0,0,0,0,0,0.0250411007856566,0,0.0894216211360651,0,0,0,0,0,0,0,0.0610993061545747,0,0,0,0,0.0266865022069408,0,0,0,0,0,0,0,0,0.0878690659918056,0.239044917672881,0,0,0.32733304003727,0,0,0,0.0447423450985468,0.0278787313169766,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.0219405492493828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350237967157123,0,0.040999021051904,0,0.15089417231086,0,0,0.0953422613540068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811932164226685,0,0,0,0,0.0776639770721938,0,0,0,0,-0.00798559246429227,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0593982469120984,0,0,0,0.106123334588134,0,0,0,0,0.205976557506904,0.0837144314735023,0,0.198892429430988,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.115927875747483,0,0,0,0,0,0,0,0,0,0,0.251653919503205,0,0.029283803012844,0,0,0,0,0.012272944519861,-0.0461681143994219,0,0,0,0.0519850772177664,0,0
X002460.SZ,0,-0.0366682082262262,0,0,0,0,0,0,0,0,0,0,0,0.349165823182597,0,0,0,0.100747856664665,0,0,0.0940507299479092,0,0,0.46472831724975,0,0,0,0,0.0513345105711344,0,0,0,0,0,0,0,0,0,0,0.126859283989699,0,0,0,0,0.15205738640051,0,0,0,-0.162397266297012,0,0,0.0409419863697765,-0.0454689899457448,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.021094521988302,0,0,0,0,0,0.620581553398564,0,0,0,0,0,0,0,0,0,0,0.0820719402688,2.16840434497101e-19,0,0,0,0,0,-0.0218852522053376,0,0,0.515695859772547,0,0,0,-0.283039190897501,0,0,0,0.100135611385765,0.12158016507543,0,0.143450932421078,-0.104299486780915,0,0,-0.0592350447943425,0,0,0.0609284596237124,0,0,0.00807019039076932,0,0,0,-0.0637117416336732,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146092353138685,0,0,0.152445535033459,0,0,0.124541520330535,0,0,0.178617645502036,0,0.0697647082686704,0,0,0,0,0,0,0,0,0,0,0.0269007756277952,0,0,0,0,0,0.158786830157173,0,0,0,0,0,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0.583962863391789,0,0,0,0,0,0.0656267339136691,0,0,0.0956189884179608,0,0.107580743879223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027357033069082,0,0,0.141900384552182,0,0.0458351297788804,0,0,0.131380327031743,0,0,0,0,0.00611094501017064,0,0,-0.61462235461581,0,-0.0476073908868662,0,0
X600027.SH,0,0,0,0,0,0.0422955146201109,0,0,0,0,0,0,0.879368200814013,0,0,0,0,0,0,0,0,0,0,0,0,-0.15927481250021,0,0,0.0136201156467445,0,0,0,0.0806968548218193,0,0,0,0.023104600662653,0,0,0,0,0,0,0,0,0,0,0,0,0.130133063858344,0,0,-0.0482982543173473,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.106932998144817,0,0,-0.0300280855328434,0,-0.0336218991665371,0,-0.0706926574874513,0,0,0,0,0,0,0.0496998333669737,0.83660415616397,0,0,0,0,0,0,-0.0210078769721423,0,0,0,0,0,0,0,0,0.08897505354416,0,0,0,0,0,0,0,0,0,0,0,0.161308510277984,0.0328124148583109,0,0,0,0.0254271004409495,0,0,0,0,0,0,0
