,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600378.SH,X600219.SH,X600489.SH,X600096.SH,X000723.SZ,X002080.SZ,X000933.SZ,X000630.SZ,X300037.SZ,X600348.SH,X600688.SH,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.15218699789642,0,0,0,0,0,0,0,0,0,0,0,0,0.0468021320608292,0,0,0,0,0,0,0.0320710955504498,0,0,0.088494293288189,-0.00761487323465762,0,0,0,0.190614242400571,0.0443584142958381,0,0,0,0,0,0,0,0,0,0,0,0.0786397367805249,0,0,0,0,0,0,0,-0.00758549962820668,0.0173650122739013,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.471593957269835,0,0,0,0,0.0402913377436061,0,0.0101201420855356,0,0,-0.000231242055658965,0,0,0,0.0130116875305098,0,0,0,0,0,0,0,0,0,0.0786170785783797,0,0,0,0,0,0,-0.058081432725136,0.134519729014797,-0.0645660048584479,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165561078418161,0.000912230821268588,0,0,0,0,0,0
X600028.SH,0.323714172361517,0,0,0,0.00975288081070711,0,0,0,0,0,0,0,0,0,0,0.00181402057513526,0,0,0,0,0,0,0,0,0,0.0928050060785981,0,0,0,0,0.152058461360787,0,0,0,0,0,0,0,0,0,-0.0377688781272183,0,0,0,0.0371504274747265,0,0,0,0,0,0,0,0.0133066323231393,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0332570311014288,0,0.161579829093588,0,0,0,0,0,0.224400312102474,0,0.0198465586750717,0,0.0705707256388704,0,0,0,0,-0.113911200169778,0,0,0,0,0,0,0,0.213066191394451,-0.0258160817331,0,0,0,0,0,0,0,0,0,-0.042106568564171,0,0,0,0,0,0,0,0,0.0308241344055744,-0.0167051047383007,0,0,0,0,0,0
X600188.SH,0,0.722488942913442,0,0,0,0,0,0,0,0,0,0,0,0,0.0356285804160439,-0.0494142634923317,0,0,0,0,0,0,-0.018051017996781,0,0,0,0,0,0.00373323276033507,0,0.00345496175315876,-0.0403347999695177,0,0,0,0,0,0,0,0,0.0345303176767516,0,0,0.391265680134553,0,0,0,0,0,0,-0.0196971881111613,-0.00014842395781974,0.0154092586575264,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201683441065186,0,0,0,0,0.399663730301484,0,0,0,0,-0.0176644576120846,0,0,0,0,0.177339163342911,0,0,0,0,0,0,0,0,0,0,0.0745504328532321,0.0794658682601075,0,0,0,0,0,0,0.0719489148335174,-0.00299402074158111,0.0074032298745907,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.587537089552251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642722374594248,0,0,0,0.0162413336636761,0,0,0,0,0,0.0159632948463349,0,0,0,0,0.0811058486195113,0,0.000770881542174046,0,0,0.100596898990047,0,0,0,0,0.0276329524257549,0.00890698175548817,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.85988144694175,0,0,0,-0.0749560039800072,-0.0479911105194774,0,0,0,0,0,-0.0122623227103057,0,0,0,0,0,0,0,0.110203060488919,0.0496433166650014,0,-0.0692790446412321,0,0,-0.162350773624243,0,0.0591727174718283,0,0,0,0,0,0,0,0,0,0.0309310059046717,0,-0.0305243868708342,0,0,0,0,-0.0644328628525207,0.00278839312130065,0.00100166700664575,-0.0503006510000797,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0106460468358586,0,-0.0713520692656378,0,0,0.174389474130098,0,0,0,0.0312753540191481,0,0,0,0,0.160690812193184,0,0,0,0,0,0,0,0,0,0.062656102255582,0,0.133753496408663,-0.0455221139169299,0,-0.068974996982989,0,0,0,0,0,0,0,0,0,0.110315843345839,-0.0339882574975135,0,0,0,0,0,0,0.00318179569097822,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.092681143031745,0.20194899706016,0.181627909122374,0,0,0,0,0.153176960949353,0,0,0.00983929309650228,0,0,0,0,0,0,0,0,0,0,-0.012031634833069,0.00834377231225431,0,0,0.0121634774172115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118068064560313,0,0,0,0,0.0625001770269456,0,-0.00265557415217112,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.324698243803889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550029648958088,0.161894638592496,0,0.109686664553366,0.00648413537774859,0,0,0,0,0,0.0768496978448396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00197244870828852,-0.00432209389070494,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.157958047108453,0,0,0.111218262061035,0,0,0,0,0,-0.124708560063928,0,0.0791858955649771,0,0,0,0,0.0708770562077643,0.519470532509429,0.332892644873909,0,0,0,0,0,0,0.220392268631688,0,0,0,0,0,-0.07179090019952,0,0,0.0845234775873366,0,0,0,0,0.00370123674199429,0.0194612569499269,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0227807083267351,0,0.213259897180641,0,0,0,0,0.135372715671857,0.00570229210406416,0,-0.0827995168635161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131037100135794,0.00735918827721334,0.0642762033696198,0,0,0,0,0,0.125050090927776,0,0,0,0,0,0,0,0,0,0,0.0317755090999248,0,0,0,0,0,0
X600660.SH,0,0,0,0.075858039587111,0,0,0,0,0,0.0219578886218491,0,0,0.154027720605116,0,0,0,0,0,0,0.0375811805792127,0,0,0,0,0.0338962071363729,0,0,0,0.117172411737788,0,0,0,0,0.13409820908552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225250336678971,0.00395564760052367,0,0,0,0,0,0
X000301.SZ,0,0,0,0.284559135635792,0,0,0,0,0,0,0,0,0,0,0,-0.462011617651689,0,0,0,0,0,0,0.229625143100891,0,0,0.436982215206904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430921697828371,0.492293790457101,0,0,0,0,0,0,0,0,0,-0.204257860188057,2.16840434497101e-19,0.0636608412587772,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.126662556597933,0,0,0,0,0,0,0,-0.0476742065596349,0,0,0,0,0.0325794315663825,0,0,0,0,0,0,0,0,0.76590511641086,0,0,0,0,0,-0.0365157257460225,0,0,0,0,0,0,0,0,0,0,0,0,-0.121613335240434,0.00692152138161223,0.010736428896469,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.490047556115833,0,0.0637845500471008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560869313334586,0,0,0,-0.0499250098333697,0,0,0,0,0,0,0.0782666952661794,0,0,0,0,0,0,0.0185554965880719,0,0,0,0,0,0,-0.0291381077016009,0.0137491194697047,0,-0.0548254990294499,0,0,0,0
X600010.SH,0,0.112414446110158,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.247979409320234,0,0,-0.027569833606469,0,0,0,0,0,0,-0.153415184174608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108619696472271,0,0,0,0,0.0412295093408746,-0.0934990746495464,0,0,0,0,0,0,0.290794071427648,-0.0400878831316657,-0.0217600212329335,0.0140374169148103,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.145754065077177,0,0,0,0,0,0,0,0,0,0,0,0,0.172069562959398,0,0,0,0.147932507816771,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.494440347838852,0,0,0,0,0,0,0,0,0,0,0,0.0200246432564603,-0.0284784171764343,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209248227845989,0,0,0,0.0504911575463043,0,0,0,0.141408659363139,0,0,0,0.174248821733562,0,0.0163588797618103,0,0,0,0,0,0,0,0.148164725077034,0,-0.0285597941093518,0,0,0,0,0,0.0353824365227224,-0.00446975417143159,0,0,0,0,0,0
