,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X600547.SH,X601600.SH,X002466.SZ,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000983.SZ,X600027.SH,X600426.SH,X000877.SZ,X600803.SH,X600489.SH,X601991.SH,X600160.SH,X002271.SZ,X600985.SH,X000786.SZ,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X000932.SZ,X600176.SH,X600348.SH,X600612.SH,X601168.SH,X300037.SZ,X600219.SH,X002128.SZ,X600688.SH,X600157.SH,X600995.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.32169781431761,0.429516153895583,0,0,0,-0.00860546109437925,0,0,0,0,0,0,-0.24282428670374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186273381920289,0,0,0,0,0,0,0,0,0,0.217022458240048,0,0,0,0,0,0,0,0,0,0,0,-0.212193336389624,0,0,0.107519914034423,0,0
X601088.SH,0.00484846920687972,0,0.106510191806045,0,0.121081217423104,0,0,0,0,0,0,0,0,0,-0.0422200464113178,0,0,0,0.0629402188530511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940550128668804,0,0,0,0,0.0696305438897844,0,0,0,0,0,-0.0680730158128909,0,0,0,0,0,0,0,0.0169275136606831,0.00535787295449016,0,0,0,0.100431787548081,0,0
X600028.SH,0.568070374165325,0,0,0,-0.0354175573566047,0,0,0,0,0,0.0196619963880355,0,0,0.023982968625257,0,0,0,0,-0.0409732219903333,0,0,0,0,0,0,0,0,0,0.0936408493568255,0,-0.145675899592153,0.0320527822144764,0,0,0,0,0,0,0.112656915032556,0,-0.0540153093347855,0,0,0,0,0,0,0,0.0838715560860544,0,0,-0.010008597343047,0.0004224779508286,0,0,0,0,0,0
X600309.SH,0,-0.140913642337274,0,0,0.36338764300543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382746957507774,0,0,0.0490177729137086,0.37507108269103,0,0,0,0,0.118154134440048,0,0,0,-0.107035708027401,0,0,0,0,0,0,0,0,0.264334220989892,0,0,0,0,0,0,0,-0.0127880914679325,0,0,0,0,-0.0404616697364684,0,0
X600188.SH,0,0,0,0,0,0,0.136999620002649,0,0,0,0,0.22588183682549,0,0,0,0,0,0,0.20610691116451,0,0,0,0,0.0539794187869067,0,0.0246331693565386,0,0,0,0,0,0,0.127975870255668,0,0.0370551842889424,0,0,0.0639350412577291,0.0307462371729294,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0021551316943076,0,0,0,0,0,0
X601898.SH,0.131933191391878,0.0581216394310788,0,0,0.360801189525029,0,0,0,0,0,0.134233463208135,0,0,0,0,0,0,0,0.0495250476436458,0,0,0,0,0.0567670727917212,0,0,0,0,0,0,0,0,0,0.00209606084077007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113806493687632,-0.0246285275392989,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.354204981796172,0,0,0,0,0,0,0.0884097234558793,0,0,0,0,0.230472903528635,0,-0.00742292151698868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477691765345743,0,0,0,0.0477628823979846,-0.0709830652392771,0,0.0266873400172517,0,0,0,0,0.113150959647296,0,0,0,0,-0.0178665863165752,0,0.0102100872287457,0,0,0.0120278766760074,0,0
X600011.SH,-0.0408075557179085,0,0,0,0,0,0,0,0,0,0.159440604104847,0,0,0,0,0,0.0957160626161242,0,0,0,0,0,0,0,0.365637354663336,0,-0.023732735328018,0,0,0,0,0,-0.0455258275770295,0,0,0,-1.0842021724855e-19,0,-0.00842775784045299,0.078329131245844,0,0,0,0,0,0,0,0,0.0678505198825858,0,0.0114705204362595,0,0.000326368598751367,0,0,0,0,0,0
X600585.SH,0,0,0,0.0656426809923449,0,0,0,0,0,0,0,0,0,0,0.0745611360461518,0,0,0,0,0,0,0,0,0.0737985675309828,0,0.0244910981950384,0.197412551089481,0,-0.0484735435622022,0,0,0.136642557760202,0,0.0484666724051099,0,0,0,0.0609030772543152,0,0.0778425303708943,0,0,0,0,0,0,0,0,0,0,0,-0.00136848953925686,0.0095720521262758,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.00219648773961362,0,0,0,0.232888194507335,0,0,-0.0351373165366332,0,0,0,0,0,0,0,0,-0.0480892846421647,0,0.132884683634249,0,0,0,0,0,0.32238460962873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921149438958553,0,0,0.02855843348369,-0.00302971370182681,0,0,0,0.156797484441387,0,0
X600886.SH,0.0914316926705114,0.155933211543048,0,0,0,0.0564291944451264,0,0.0222272150981343,0,0.0790272556666294,0,0,0,0,0,-0.0221153117645657,0.227311326185659,0,0,0,-0.143083628219287,0,0,0,0,0,0,0,0,0,0,0,0.0424644821174461,0,0,0,-0.029493271518817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00332979278987293,0,0,0,0,-0.0169296094805764,0,0
