,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X002466.SZ,X600111.SH,X600623.SH,X600188.SH,X600157.SH,X600362.SH,X600886.SH,X600547.SH,X601992.SH,X600660.SH,X600299.SH,X000792.SZ,X600309.SH,X600489.SH,X601158.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002075.SZ,X000027.SZ,X002460.SZ,X600549.SH,X000630.SZ,X002470.SZ,X002407.SZ,X000983.SZ,X600021.SH,X000012.SZ,X600098.SH,X600176.SH,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.109162893591894,0,0,0,0,0,0,0,0,0.113996854483263,0.00502286129575874,0.0142373332110481,0,0,0,0,0,0,0,0,0.0265264996007252,0,0.183493046621907,0,0,0.0661914341189305,0,0,0,-3.46944695195361e-18,0,0,0.000660203625555196,0,0,0,0,0,0.0521109075045643,0,0,0,0,0,0.0363137847183283,0,0,0,0.00596676068241675,0,0,0,0,0,0,0
X600028.SH,0.209365783326295,0,0,0,0,0,0,0.0792592725466215,0,0,0,0,0,0,0,0,0.00215827380287914,0,0,0,-0.00777660269143255,0,0,0,0,0.0416815217897766,0,0,0.202325095570997,0,0,0,0,0,0,-0.043761609506211,0,0,0,0.0125660210910219,0,0,-0.0321878700019727,0,0,0,0,0.0262542786793099,0,0.0166899881333195,0,4.33680868994202e-19,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.314363009410419,0,0,0,0,0,0,0,0,0.0636636045789651,0,0,0.00958945021099448,0,0,0,0,0,0,0.000268220376872116,0,0,0,0,0,0,0,0,0,0.116407179904768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109721972368038,0,-0.0357345007942158,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0334276732052281,0,0,0,0,0,0.348854108812684,0,0,0,0,0,0,0,0,0,0,0,0.0258844909362029,0,0,0,0.1441756298434,0,0,0,0,0,0,0.0198743224965853,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257705909190261,0,0,0.0485924191636973,0,0,0,0,0,0,0.0721126783883994,0,0.0715441392893964,0,0.0114358344481261,0,0,0,0,0.0495136803220753,0,0.0837589119906497,0,0,8.67361737988404e-19,0.172264105031908,0,0,0.0199633053244016,0,0,0,0,0,0,0.0541315694592021,0,0.0160320571467993,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0460145346843379,0.00438772173747159,0,0,0,0,0.00799461811080102,-4.33680868994202e-19,0.0471005096887032,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.213684077281464,0,0,0,0,0,0.122166891222567,0,0,0,0,0,0.0679188246209707,0,0,0,0.030903304436183,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.187519138396624,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0639816205032804,0.107654470670475,0,0,0,0,0,0.171621007375454,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0306712286166952,0.217826553279409,0,0,0,0,0,0,0,-0.0722334630922843,0,0,0,-0.0157164270850705,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156021902785134,0.0120148064371209,0,0,0.0348846369458525,0,0,0,0,0,0,0.207574964341213,0,0,0.26568707346625,0,0,0,0,0,0.0203760751337451,0,0,0,0,0,0,0,0,0,0,0.0354492392227723,0.0237402151766407,0.177365833719672,0,-0.0597412717083689,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0466546424644361,0,0,0,0,0,0.017568585311485,0.137623380405611,0,0,0,0.0730391406169961,0,0,0.0635515357793947,0.168982777379698,0,0,0.126217576431308,0,0,0,0.0669379410462018,0,0.0502732214274544,0,0,0,0,0,0.0998158084206356,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179560466126185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258777964871532,0,0,0,0.167252079168601,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253419671167809,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.126427068097638,0,0,0,0,0,0,0,0.0170361398351357,0.0111236949167837,0,0,0,0,0,0,0,0,0.0420842828041208,0,0,0,0.159152519862609,0,0,0,0.046718558756851,0,0,0.0858054232639298,0,0,0,0,0,0,0,0,0,0.00633095404707695,0.0592727479974404,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443120612867663,0,0,0,0,0,0,0,0,0,0.113905185851536,0.0692321320640948,0,0,0,0.134491228749573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410995505254324,0,1.38777878078145e-17,0.137565481576624,0.0360514502394867,0,0,0,-0.0287289313371398,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213198116823516,0.0352246967861766,1.73472347597681e-18,0,0,0,0,0,0,0,0.0500884446322813,0.0854018146976018,0,0,0,0.155880299858381,0,0,0,0,0,0,0.0197100348299473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.0534344873741053,0.22062213353101,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110502210332744,0,0,0,0,0,0,0,0.0560855996400166,0,0,0,0,0,0,0,0,0,0.398805634136951,0.0206155121839829,0,0,0.284841705117822,-0.240534985848186,0,0.131403342926099,0,0,0,0,0,-0.0235167971926583,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138378440822549,0,0,0,0,0,0,0,0,0.256251878903818,0,0.0277137219186586,0,0,0,0,0,0,0,0,0,0,0,0.0228778635813083,0.464084993270857,0,0.0495958793347946,0,0,0,0.0181152722238083,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,-0.14393006779578,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170605684063358,0,0,0,0,0,0,0,0,0,0,0,0,0.434435865545301,0,0,0,0,0.129477458375127,0.253518969725915,0,0,0.0620079670971229,0,0,0.02993084010049,0,0,0.31199148870544,0,0,0.12302381862798,0,0,-0.0454525599541987,0,0.17563973558523,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0285315404158739,0,0,0,0,0,0,0.0649587030167891,0,0,0,0,0,0.00326041536138867,0,0,0.0877123340236742,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.136978469148141,0,0,-0.104599797329714,0.503025896679318,0,0,0,0,0.0852277571063099,0,0,-0.0239054937510651,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109930090770111,0.000773915471232348,0,0,0,0,0,0,0,0,0.15745554731205,0.198679972275802,0,0,0,0,0,0,0.045782881593943,0.115976898665312,0,0,0.0158514293740699,0.0149123582404611,0,-3.46944695195361e-18,0,0,0,0,0,0,0.132077449470026,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106381535415069,0,0,0,0,0,0,0,0,0,0,0.0593977434537345,0,0,0,0,0,0,0,0,0,0.125227529875827,0.118500519705298,0,0,0,0.244112315478638,0,-0.0947954661579374,0,0,0.187372044230839,0,0,0,0,0,-0.0521983574352575,-4.33680868994202e-19,0,0.309143141388036,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0441904410799243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274869199107795,0,0,0,0.0473776271523685,0,0,0,0,0,0.0742889636429712,0,0,0,0,0,0,6.93889390390723e-18,0.190528247249424,0.0361832397023792,0,0,0,0,0,0,0,0,0,0,0
