,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X600010.SH,X000877.SZ,X600188.SH,X002271.SZ,X600660.SH,X000301.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000723.SZ,X600426.SH,X600176.SH,X000408.SZ,X601991.SH,X002080.SZ,X600219.SH,X000786.SZ,X600795.SH,X600803.SH,X002326.SZ,X600027.SH,X600399.SH,X300037.SZ,X300073.SZ,X600688.SH,X000831.SZ,X600516.SH,X600157.SH,X600141.SH,X600486.SH,X000959.SZ,X000825.SZ,X600801.SH,X600352.SH,X600489.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.4249241678688,0,0,0,0,0.039325274459463,0,0,0,0,0.0178453529486497,0,0.000698437782314353,-0.0198351392089088,0,0.0587857853425765,0,0,0.0518509961272944,0,0,0,0.0172245876882879,0.0317046897080992,0,0,0,0,0,0,0,0,0,0.122267512845856,0,0,0,0.062725732796194,0,0.0875985159809092,0,0,0,0,0,0,0,0,0,0,-0.00942789983800624,0,0,0,0,-0.0671512543024976,0,0
X600028.SH,0.306130546843061,0,0,0,0,0,0,0,0,0,0,0,0,0.0429612152000205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224910513357704,0,0,0.0336663113770585,0,-0.0421951789637729,0.0267164655621523,0,0,0.0661056755772011,0,0,0,0,0.118961599473588,0,0,0.0454283628386253,0,0,-0.0100821087534409,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.145424462156376,0.0593060513101909,0,0,0.364789907168854,0,0,0,0,0,0,0,0.020493538707731,0,0.0868581275831944,0,0,0,-0.123002033421545,0,0,0,0,0,0,0,0,0,0,0.0912962439710206,0,0,0,0.114315428060844,0,0.00650850198901115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.109766102118758,0.086635346807874,0,0.0387742361400054,0,0.102867726032594,0,0.156963967883169,0,0,0,0,0,0,0.00423980126364498,0,0,0,0.154249145316079,0,0.0182247766358981,0,0,-0.0677829396791283,0,0,0,0,0,0,-0.0661483607607182,0,-0.00974529779060659,0,0,0,0,0,0,-0.00277246483616888,0.026979526534689,0,0,0,0,0,-0.00142668739373012,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.022673146049798,0.0940695355329408,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.285557713683725,0,0,-0.150535420000833,0,0.173271671477246,0,0,0,0,0,0,0,0,-0.0705642732639108,0,0,0,0,0,0,0.422690997196503,0,0,-0.0187627109250964,0,-0.00644339865114858,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.548462944314702,0,0,0,-0.0370630443425156,0,0.529139940208153,0,0,0,0,0.0748818616901011,0,0,-0.027645588959136,0,0,0.0310213017966239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251364355356727,0,0,0,0,0,0,0,0,-0.00294132959023706,-0.0100575406669342,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.161383405820109,0,0,0,-1.73472347597681e-18,0,0,0.194787413140573,0,0,0,0,0,0,0,0,0,0.438834361890426,0,0,0,0,0,-0.174384663146049,0,0.113942295143769,0,0,0,0,0.135265850311502,0,0,0,0,0,-0.0128632125609123,0,0,0,-0.186175596641242,0,0.0167888513418795,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.3315719209069,0,0.331827717738183,0,0,0.0156669509464046,0,0.0898539480548949,0,0,0,0,0,0,0,0.0755268990451264,0,0,0,0,0,0,0,-0.184977123975004,0,0,0.0581177167251982,0,0.194636603689088,0,0.183903811422746,0,0,0,0,0,0,0,0,0,0,0,-0.0112774875405707,0,0,0,0,0,0,0
X600019.SH,0.083295564382508,0,0,0,0,0,0,0,0,0.0108074671493322,0.022318222918394,0.0150085736111383,0,0.137029380169503,0,0,0,0,0,0,0,0,0,0,0,0,0.0221582233413904,0,0,0,0,0,0,0,0,0,0,-0.0308463760311435,0,0,0.0817395583628551,0,-0.0129590269260014,0,0.131646352903818,0,0.176690116858083,0,0,0,0,-0.0262495595593932,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.454645462695505,0.211110221652717,0,0,0,0,0.00504597523950365,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.141325323688142,0,0.092289150692558,0,0,0,0,-6.93889390390723e-18,-0.0630148503350782,0,0,0.0744952147295975,0,0.178952851557493,0,0,0,0,0.0682338074220973,0,0,0,0,0,-0.0673118389869877,0.0225368215425926,0,0,0,0,0,0,0
