,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X000708.SZ,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X002271.SZ,X000786.SZ,X600516.SH,X600489.SH,X002466.SZ,X002353.SZ,X000898.SZ,X600299.SH,X600176.SH,X601158.SH,X002460.SZ,X000883.SZ,X000709.SZ,X600426.SH,X600612.SH,X600219.SH,X600583.SH,X000027.SZ,X000629.SZ,X600315.SH,X000630.SZ,X000553.SZ,X000792.SZ,X000825.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938274645054247,0,-0.018611615993625,-0.0245174306711222,0,0.0555663704693065,0,0,0,0.0701075861529976,0,-0.00869960095968872,0.0861419993281178,0,0.0246548813823193,0,0,0,0,0,0.062135589509514,0,0,0,0,0,0,0,0,-0.0384780457032967,0,0,0,-0.0206337747000075,-0.00531780125430181,0,0,0,0.00787248502763011,0,0
X600028.SH,0,0,0.00663510407308975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129064506513788,0,0,0,0,0.112145491750719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829611465425762,-0.0122306872292403,0,0.0115322926708993,0,0,0,0,0,-0.0119365366566977,0,0,0,-0.0117693700678268,0.0329899594135382,0,0,0,0,0,0
X601088.SH,0,0,0,0.269738987788493,0,0.236287022451369,0,0,0,0,0,0,0,0,0.101117629168131,0,0,0,0,0,0,-0.0687647818823086,0,0.00419946111280027,0,0,0.179403024034872,0,0,0.00345548936666986,-0.0427433110254054,0,0.00111137690998673,0,0,0,0,0,0,0,0,0,0.0837749970947733,0,0,0,0,-0.104687384235022,0,0,0,-0.00660674264649189,0,0,0,0,0.0181447126860884,0,0
X600585.SH,0,0,0,0,0,0,-0.0787629494732852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637719440760477,0,0,-0.0175251684280072,0,0,-0.0400061497929907,0,0,0,0,0,0,0,0,-0.0987644544181341,0,0,-0.0294518737664226,0,0,0,0,0,0,0,0,-0.0535245113509117,0,0,0,-0.0145493467056987,0,0,0,0,2.16840434497101e-19,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114531876066545,0,0,0,0,0.0247102377196384,0,0,0,0,0,0,0.0308285964518144,0,0.123835347808736,-0.102835358772212,0.0286515983974697,0,0,0,0,0,0.107458812396152,0,0,0.0533454747268083,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144615983595216,0,0,0,0,0.0152331899784393,0,0
X600019.SH,0,0,0.179643598625921,0,0,0,0,0,0,0,0,0,0,0,0.056704087731285,0,0,0,0.00735892252179057,0,0,0,0,0,0,0,0.0739240023995498,0,0.017758245615165,0,-0.0152735827658208,0,0,0,0,0,0,0,0,0,0,0.16959081216096,0,0.0706387762970853,0,0,0,0,0,0.0875898753319417,0,-0.00867529548574878,0.0129816232561462,0.0630967374513008,0,0,-0.0149710552762041,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.103252280499383,0,0.0520856978771219,-0.26074332986246,0,0,0.0165861219284508,0,0,0,0,0,0,0,0,0.167579654803866,1.06491047737279,-0.1051106204336,0.0721805877261102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118302847301091,0,0,0,0,-0.00254765771417741,0,0,0,0.0596132126708296,0,0
X600011.SH,0,0,0,0,0.151236662313533,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169738076350158,0.315652841294498,0.0326588248220731,0,0.0741199995179195,0,0,0.0482282711167702,0,0,0.248895546802797,0,0,0,0,0,-0.00310396672637004,0,0,0,0,0.0641260350492573,0,0,0,0,0,0,0.0140518119250361,0,0,0,0,0.0202008436787155,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481651550222982,0,0,0,0.0962638191279766,0,0,0,0.0146777208978538,0,0.00203579261307352,0,0,0.033022682174503,0,0,0.0393694747597108,0,0,0,0,0,0,0.112958004271031,0,0,0,0,0.00613977401198737,0.0062603793725898,0.235591839839384,0,0.00865961603517159,0,0,0,0,-0.0184332432935477,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175261991499139,0,0,0,0,0,0,-0.157551716974928,0,0.0462598834738219,0.00855457518306911,0,0,0,0,0,0,0,0,0.230853903657811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997428286840224,0.109806171628364,0,-0.0139822122557929,0,0,0,0,0.0282012083161505,0,0
