,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X600801.SH,X000792.SZ,X601898.SH,X600010.SH,X600886.SH,X002460.SZ,X601600.SH,X600660.SH,X600362.SH,X000786.SZ,X600688.SH,X600188.SH,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600027.SH,X600299.SH,X600111.SH,X600126.SH,X600489.SH,X600176.SH,X002466.SZ,X000723.SZ,X000401.SZ,X600426.SH,X002075.SZ,X000553.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X000883.SZ,X600583.SH,X600486.SH,X000709.SZ,X000027.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.250370442504327,0,0,0,0.0249595668041445,0,0,0,0.0986774704987863,0,0,0,0,0,0,0,0,0,0.0948502046366048,0,0.0237062944869131,0,0,0,0,0.0868245948205542,0,0,0,0,0,0,0.176473254007396,0,0,0,0,0.0194228798657378,0,0.0119017433208331,0,0,0,0,0,0,0
X600028.SH,0.176585183639039,0,0,0,0,0,0,0,0.0392330248697537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466648626791248,0,0,0,0,0,0,0,0,0,0.128553533844218,0,0,0,0,0,0.0454260072276908,0,0,0,0,0,0.0882512616353091,0,0.0024564097454255,0.00443623852202345,0,0,0,0,0,0
X601088.SH,0,0,0,0.157495678585612,0,0,0,0,0.339954604022443,0,0,0,0,0,0,0,0,0,0,0.126441605216191,0,0,0,0,0,0,0.200164899365656,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0403807549829549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217871057639749,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.371323172787982,0,0,0,0.0175039014272149,0.0170943424636179,0,0,0.201009113631999,0.0797733288281663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171950970997559,0,-0.0451615857129092,0,0,0,0,0,0,0,0,0,0,0,0,0.0073660222907525,0,0.0165432380462335,-0.00447428125034051,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0232665251836017,0,0,0,0.0261563982460724,0,0,0,0,0,0.0300510790805196,0,0,0.0748769482320583,0,0,0,0,0,0,0,0,0,0,0,0,0.109550131825968,0.0746753531026006,0,0,0.0105100660963057,-0.0170933723703396,0,0,0,0,0.0374407380368781,0,0.139206218252892,0,0.0426193504521231,0,0,0,0,0,0.0404984852507017,0.0107474805975927,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122789571670247,0,0,0,0,0,0,0,0,0,0.79591224000843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0705504091140211,0,0,0,0.198662442543588,0,0.0199972240215825,0.0230634040371716,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0442646168506221,0,0.025514313255716,0,0,0,0,0.0227191569918666,0,0.0886410439492328,0.312133067239341,0.036311027132013,0.0306763551646427,0,0,0,0,0,0,0,0,0,0,0,0.00952306130506245,0,0.0180632135703634,0,0,0,0,0,0,0,0,0,0,0.0632713257787591,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.221855058338904,0,0,0,0,0,0,0,0,0,0,0,0.068891634561921,0,0,0,0.144542315114186,0,0.162958468270225,0,0.238252363875636,-3.46944695195361e-18,0,0.142492014780849,0,-0.00864329709899868,0,0,0,0,0,0,0,0,0,0.132698516452536,0,0,0,-0.113110320611456,0,-0.00630504762260851,0,0,0,0,0,0
X600011.SH,0,0,0.0696478613649393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609275720511063,0,0,0,0,0,0,0,0,0.516609324296786,0.0203163804709912,0,0,0,0,-0.063775478732519,0.00847401836558367,0,0,0,0.162359711541846,0,0,0,0,0,0,0,0,0,0,0,0.168403269346682,0,-0.0113569897229422,0.0120590136593048,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.188052447078267,0,0,0,0,0.159029407413117,0,0,0,0,-0.111122513699309,0,0,0.229753176059929,0,0,0,0.0301342868420753,-1.73472347597681e-18,0.053734812686311,0,0,0,0,0,0,-0.0201533535640354,0,0,0,0,0,0,0,0,0.0202407885195578,0,0,0,0,0,0.0369850771742796,0.00131845642748413,0,0,0,0,0,0
X600801.SH,0,0,0,0.516353761077789,0,0,0,0,0,0.0675145618495538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377298994827213,0,0,0,0.0759901930702711,0.308689668752984,0,0.0240553509286111,0.0171787086537298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216845896406098,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.100905054727526,0.0937670678084424,0,0.132288733032824,0,0,0,0,0,0,0,0,0,0,0,0.0918780398577884,0.257392229742488,0,0,0.237858818453169,0,0,-0.10050565959741,0,0,-0.0848695788170146,0,0,0,0,0,0,0.00393598158717804,0,0,0,0,0,0,0.0657891076739577,0,0,0,0,0,0,0.08172296539998,0,-4.33680868994202e-19,0,0.20857274214641,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102582237226156,0,0,0.320479713600499,0,0,0,0,0,0.107491479936871,0,0,0,0,0,0,0,0,0.0259651026456007,0,0,0,0.0574467524715515,0,0.0151938927504302,0,0,0.0233078647898795,0,0,0,0,0,0.00362311218108461,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238565329289531,0,0,0,0,0,0.111707698070862,0,0.0649205363566471,0,0.0136069739379505,0,0.0345984539507288,0,0,0,0,0,0,0,0,0.0247629279843592,0,0,0,0.0133518916271037,0.00131135869294319,0,0,0,0,0,0,0,0,0,0.00335940718688914,-0.00677011840596892,0,0,0,0,0,0
