,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600583.SH,X600188.SH,X600362.SH,X002075.SZ,X000539.SZ,X601158.SH,X600309.SH,X600352.SH,X601992.SH,X000027.SZ,X000883.SZ,X600021.SH,X000898.SZ,X002353.SZ,X002470.SZ,X600863.SH,X600307.SH,X000629.SZ,X600660.SH,X601918.SH,X600808.SH,X000792.SZ,X000878.SZ,X600098.SH,X000060.SZ,X600578.SH,X000825.SZ,X600489.SH,X600008.SH,X600022.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.751197597347708,0.105274092498156,0,0,0,0,0,0.0542587944521643,-0.0981796264431445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579057077853051,0,0,0,0,0,0,0,0,0,0.0226619453101933,0,0,0,0,0,0,-0.0559133320962907,0.00922399142537899,-0.0119165263446633,0,0,0,0,0,0
X600028.SH,0.468043139957632,0,0.0935460413624409,0.0203134184320231,0,0,0.11577683340326,0,0,0,0,0,0.0376506610942829,0,0,0.0717508939750787,0,0.0610077196158855,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0149330243833709,0,0,0,0,0,0,0,0,0,0,0,0,0.00564755861378894,0.0152205974528295,0.123960032027874,0,0,0,0,0
X601088.SH,0.00614685727567177,0.218539543253672,0,0.166564903889432,0.0124817212360986,0.134774574575171,0,0,0,0,0,0.0535936418046363,0,0,0,0,0,0.00337419454332927,0,0,0,0,0,0,0.00728063682416135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013016347182016,0.00351841459309553,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.133063353486267,0,0,0,0,0,0,0,0,0,0,0,0.209138702636703,0,0,0,0,0,0,0,0,0,0.0889334346308278,0,0,0.0230160299771889,0,0,0,0,3.46944695195361e-18,0.234779183503308,0,0,0,0.178894514455487,0,0,0,0,0,0,0,0.0017370683239483,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.168121271277805,0.0469904689629966,0,0,0,0,0.0669534755786213,0,0.229962399824135,0,0,0,0,0,0,0,0,0,2.62136088006975e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0228356921159216,0.0343226998518536,0,0,0,0,0.265728793032098,0,0,0,0,0,0,-0.00624308568591228,0.000500248717980022,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.147497572518003,0,0,0.0895655112030978,0,0,0,0,0.0985163094863235,0.164808242619417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382660015242105,0,0,0,0.213954295857668,0,0,0,0,0,0.292762304744352,0,0,0,0,0,0,0,0.00981590961747209,0,0,0,0,0,0
X600019.SH,0.0560529749554617,0.0259625754008214,0.171294691840166,0.0409790388463332,0.1169391168559,0,0,0,0,0,0,0,0.0806000550283496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17758157793079,0,0,0.16863161177737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00292678706446398,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.00834780426215041,0,0,0,0.0841130960119774,0.0553137214497218,0,0.0157081566719242,0.0620332527905437,0,0,0,0.032664093085697,0,0,0,0,0,0,0,0,0,0,0.180304683770285,0,0,0,0.291080566966399,0,0,0,0.00604159639469479,0,0,0,0,0,0.107735883781451,0,0,0,0,0,0,0.000450101346680721,0,0,0,0,0,0,0
X600585.SH,0.08934781006963,0,0.0219854062128986,0,0.0513961575023024,0,0.0961145305273335,0,0,0.10202920211473,0,0,0,0,0,0,0.0873178153655056,0,0,0,0,0,0,0.0377313935126806,0,0.0291843055220868,0,0,0,0,0,0,0,0,0,0.188803898174843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00956673585867683,-0.00673421041576455,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0106367640193375,0.0454235220189913,0,0,0,0,0,0,0.0925173955808794,0.199552822940229,0,0,0,0,0,0,0,0,0,0,0,0,0.0553235704387868,0,0.0649230250905529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
