,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600489.SH,X600352.SH,X601991.SH,X002466.SZ,X600688.SH,X000786.SZ,X600795.SH,X600126.SH,X600111.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X600315.SH,X600529.SH,X002353.SZ,X002075.SZ,X600426.SH,X000723.SZ,X002080.SZ,X600486.SH,X600612.SH,X600516.SH,X600219.SH,X601158.SH,X000898.SZ,X000932.SZ,X000883.SZ,X000959.SZ,X000027.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.029819767035534,0,0.021085336146256,0,0,0,0,0.067087672605742,0,0,0,0.201128050461798,0,0,0,0,0,0,0.00500039673613262,0,0,0,0.0871266898129476,0,0,0.0157407736313153,0,0.0325059883904413,0,0.0155816067216064,0,0,0,0,0,0,0,0,0.0128458180747626,0.0012199396675283,-0.0105751095042263,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0422919322850786,0.0715173322307981,0,0,0,0,0.0213143992961502,0,0,0,0,0,0,0,0,0.0177225945497023,0,0,0.0345184894481927,0,0.0251789396828777,0,0,0,0,0,0.0738570448626401,0,0,0.0857291059935077,0,0,0,0.0589564439653436,0,0,0,0,0,0,0,0,0,0,-0.000176449376246445,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0237036224309884,0,0,0,0,0,-0.0577118732699559,0,0,0,0,0,0,0,0.330352954868581,0.0968992891369654,0,0,-0.0319160951999799,0,0,0,0,0,0,0,0.209546073124339,0.0921561285319767,0.0512514455068709,0,0,0,0,0.0316875228274561,0,0,0,0,0,0,0,0,0,0,0,0.00623626928045317,-0.0621968847180391,0.0124670368752439,-0.0232633465991631,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0705829151872941,0.0270641786589011,0,0.1057324224699,0,0,0,0.443399285429182,0,0,0,0,0,0,0,0,0,0,0,0.0484274083121972,0,0,0,0,0,0,0,0,-0.0126572238347584,0,0,0,0,0.0659781152579518,0,0,0,0,0,0,0,0,0,0,-0.012400142911215,0.0168325303620336,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0950727704843647,0,0,0,0.0738573996962172,0,0,0,0,0,0,0,0,-0.0584054949683256,0.0230442110674532,0,0.0836408647524438,0,0,0,0,0,0.0638691732434926,0,0.0327130302502964,0,0,0,0.279640077552638,0,0,0,0.0163589356889146,0,0,0,0,0,0,0,0,0.10241491641642,0,-0.00838759928347771,0.0106168512473379,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504138869195117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462917169357002,-0.0171378486721017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0040698659726934,0,-0.0306228293919396,0.0157822099550334,0,0,0,0,0,0
X600019.SH,0,0,0,1.73472347597681e-18,0.0702482015260063,0,0,0,0.00315787144590953,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03515174814322,0,0,0,-0.00197212985212595,0,0.102756917278958,0,0.144561397877077,0,0,0,0,0.0157970130206298,0,0.0900268712765154,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404809969462472,0.0043043246460754,-0.0065147534857457,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.143343572584569,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0598168541431825,0.0485189337075922,0.197871642649436,0,0.0221824241794234,0,-0.255583463176541,0,0.22250959060323,0,-0.0226600120838862,0,0,0.020917032376515,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141774948783091,-0.0716089320986194,-0.000639259670515967,-0.020724471573378,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13713398720806,0,0,0,0,0,0,0,0,0.139342932163736,0.07638634900862,0,-0.0156970879309836,0,0,0,0.172147970248667,0,0,-0.0257842411341674,0,0,0,0,0,0,0.0230903402704202,0.119279445494557,8.67361737988404e-19,-0.00941782395748336,0,0,0,0,0.0160538278324047,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.014959486979741,0,0,0,0,0,0,0,0,0,-0.0447998145083658,0,0,0,-0.0359510513257957,0,0.0401595049536033,0,0,0.07956431661783,0.131418495105957,0,0,0,0.0752552768506424,0,0,0.292557384898091,0,-0.0259415357362314,0,0,0,0,0,0,0,0,-0.00982202744544288,0.0259840353566488,-0.0223513646312791,0,0,0,0,0,0
X002271.SZ,0,0,0,0.39168521430554,0,0,0,0,0,0,0,0,-0.017578226319216,0,0,0,0,0,0,0,0,0,0.020047517843909,-0.0125035489878684,0,0,0.0737420238879826,-0.0371267648011006,-0.143861907867041,0,0,0,0.0625190820981014,0.156030449289163,-0.020737425901328,0,0,0,0,0.156026064062303,0,0,0,0,0,0,0,0,0,-0.0353488341279548,0,-0.00209469495200487,-0.00617342639719819,0,0,0,0,0,0
X600886.SH,0,0,0.00915989236217398,0,0.0682654230749933,0,0,0,0.0493991593091258,0,0,0,0.0270414991652195,0,0,0,0,0,0,0,0,0,-0.0424651053502674,0,0,0,0,0,0.1021712385875,0,0,0,0,-0.0122280390047455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381393881859372,0.0319380108019411,-0.00359077630744908,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0252935514345557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204752233270224,0.290351722693626,0,-0.0449077083740368,0,0,0,0,0.0930825600034377,0,0,0.0464042095743896,0,0,0.183789907916326,0,0,0,0,0,0,0,0,0,0,0,0.022874410034953,0.0344510240311083,0.0196004746650181,-0.0067515322746042,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020514991310736,1.73472347597681e-18,0.010688212814907,0,0,0,0.0600037827896671,0,0,0,0,-0.00209211982522249,0,0,0,0.0793098647541521,0,0.0219797655939208,0,0,0,0,0,0,0,0.00716961021167739,0,0,0,0,-0.000210691225613516,0,0,0,0,0,0
X600801.SH,0,0,0,0.464821406951768,0,0,0,0,0,0,0.037209061187517,0,0,0,0,0,0,0,0,0,0,0,0,0.014101771795117,0,0,0,-0.0917357689846235,0,0,0.0546559798902544,0,0.0618838612188763,0,0,0.0449701520887557,0,0,0.3929018822536,0,0,0,0,0,0,0,0,0,0,-0.0365755845851814,0,-0.0105413045886617,0.0257567213846077,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0148174461163496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218455381587222,1.73472347597681e-18,1.10376173501815e-06,0,0,0.124760980144824,0,0,0,0.104006768871048,0,-0.0829348730351877,0,0,0,1.73472347597681e-18,0,0,0,0.0138056901901545,0,0,0,0,0,0.162640766174059,0,-0.0738845734964969,0,0.00520932445817073,0.00716227398579668,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0451930366247836,0,0,0,0,0,0,0,0,0,0,0,0,0.0786783962219854,0,0,0,0,0.00514532623905142,0,0.0410370422120548,0,-0.0190776022140965,0,0,0,0.0266920439737825,0,0,-0.0734453974634156,0.00904161247993376,0,0,0.122813282497664,0,0,0,0.135017713675334,0,0,0,0,0,0,0,0,0,-0.00182300093872494,-0.00163553260693718,0,0,0,0,0,0
X600362.SH,0,0,0.0973709341159157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671709879018744,0,0.229345584437279,0,-1.0842021724855e-19,0.0420129916287144,0,0,0.00918808750927019,0.0221135751650736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486080026363261,0.00306114499234133,0.00267626832473305,0,0,0,0,0,0
X600188.SH,0,0,0.181055771117071,0,0,0,0,0,0,0.14559154753519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055911199088691,0,0,0.0538018702543338,0.0936542029507652,0,0.0392683052936081,0,-0.0178497447548004,0,0,0,0.00475406083033802,0,0,0,0,0,0,0,0,0,0,0,-0.00913368100167664,0.00188394959682706,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.742548697129837,0,0.0159634567830224,-0.0143986492077986,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505545190214971,0,-0.0215953563042578,0,0.0956905254906826,0.102571566273232,0,0,0,0,0,0,0.0707006163806842,0,0,0,0,0,0,0.148600486335762,0,0,0,0,-0.0740229125206647,0,0,-0.0243033729210205,0,-0.000306992080271507,-0.00944478637856325,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.0912360016180062,0,0,0,0,0,0.0687172973895312,0,0,0,0,0,0,0,0.0539421737946081,0.00497308550359209,0.027668889981793,0,0.00349781875228669,0,0,0,0,0.0343910044774085,0,0,0.0283535331347191,0,0,2.16840434497101e-19,0,0,0,0.0137146230397668,0,0,0,0,0,0,0,0,0,0.00973378527495375,0.00460964620801854,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.0364134050549098,0,0,0,0,0,0,0,0,0,0,0,0.0928555376993665,0,0,0,0,0,0,0,0,0.0917006710428221,0,0,0,-0.0484240919797449,0,0.00901301710679247,0.0797159843590243,0,0.0887112977605968,0,0.0393156419138497,0,0,0,0,0,0,0,0,0,-0.0427595535346048,0.0347666662531766,-0.00432704422385158,-0.0100693095921727,0,0,0,0,0,0
X002466.SZ,0,0,-0.605410072228216,0,0,0.225341565917716,0,0.0865521545426648,0,0,0,0,0,0,0,0.227862571208391,0,0,0,0,0,0,0,0.220948730930016,0,0,0,0,-0.160562100317553,0,0,0,0,0,0,0.11722708841305,0.0675851911281538,0.218976429913282,0,0.297179732845021,0,0,0,0,0,0,0,0,0,0.16076118936839,0,-0.0485004885852538,-0.00576626700455373,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0645419736461171,0,0,0,0,0,0,0,0,0.420451063845972,0,0,0,0.0231376346474758,0,0,0,0,0,0,0,0,0.057718607268218,0,0,0.135263307469375,0,0.258663142294654,-0.116513980622042,0,0.113553398633509,0,0.0991069815026286,0,0,0,0,0,0,0,-0.0425883656456923,0,-0.00718730660981583,-0.00587488475783057,0,0,0,0,0,0
