,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000301.SZ,X000786.SZ,X601991.SH,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X600985.SH,X000630.SZ,X600176.SH,X601168.SH,X002128.SZ,X000933.SZ,X600096.SH,X000408.SZ,X000877.SZ,X002353.SZ,X600352.SH,X000027.SZ,X000883.SZ,X600378.SH,X600995.SH,X002271.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.204681286096027,0,0.00892227369488958,0,0,0,0.164053992786944,0,0,0,0,0,0.145152493753806,0,0,0,0.300606319496399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833409418875067,0,0,0,6.93889390390723e-18,0,0,0,0.203546357324459,0,0,0,0,0,-0.0297444181619688,0,0,0.0125879588091074,0,0,0,0,0,0,0
X601088.SH,0.120749988185838,0,0,0,0.222926667560217,0,0,0.0306464224946247,0,0,0,0,0,0,0.0664123845249737,0,0,0,0,0,-0.0872846270529568,0,0,-0.0366035806145527,0,0,0,0,0,0.0143682334052029,0,0,0,0.179324696969486,0,0,0,0,0.00339367346418923,0,0,0,0,0,0,0,0,0,0,0,0,0.00893577149402756,-0.0427584378014115,0,0,0,0,0,0
X600028.SH,0.42658369144341,0.193712237922489,0,0,0.132890890481648,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919046786197425,0,0,0,0,-0.00291251502190684,0,0,0,0,0,0,0,-0.0627494328065745,0,-0.0175415974654539,0,0,0.0258080751933718,0,0,0.102802949453832,0,0,0,0,0,0,0.0245924357806029,0.0221190240968255,0.100413634818719,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.087431068104209,0,0,0,0,0,0,0,0,0,0,0,-0.0106185864162057,0,0.166852143117956,0.0160405257238259,0,0,0,0,0.0679748184825755,0,0,0.309204300165828,0,0,0,0,0,0,0,0.135995497966266,0,0,0,0,0.239892836551632,0,0,0,0,0,0,0,0,-0.117165070146774,-0.0249825030964386,0.0436316841703965,0,0,0,0,0
X601898.SH,0,0.717734903078295,0,0,0,0.106006911473629,0,0,0,0,0.0642512507668988,0,0,0,0,0,0,0,0.0617634438333779,0,0,0.0425126527189286,0,0,0.00606806074840867,0,0,0,0,0,0,0,0,0,0,-0.0120156637491507,0,0,0,0,0,0,0,0,0,0.0602935029207022,0,0,0,0,0,0.0462538396595829,-0.0632340726123533,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0834543641196248,0,0,0,0.08622364702332,0,0,0,0,-0.156555014794722,0,0,0,0,0,0,0,0,0.0526640225834383,0,0,0,0,0,0,0,0,0,0.662652618779429,0.035351752738465,0,0,0,0,0,-0.078658701559958,0,0,0,0,0.189723946601213,0,0.116837335226909,0,0,0,0,0,-0.0118507520024973,0.155564638783634,0,0,0.0464024334603003,0,0
X600660.SH,0,0,0,0.100555467836778,0,0,0,0,0.14578414750961,0,0,0,0.00297705462720084,0,0,0,0,0.197322165929054,0,-0.320727006258085,0,0,0,0,0.120036804316355,0,0.229617644464934,0,0,0,0,0,0,0,0,0,-0.182361025450061,0,0,0,0,-0.271279626554732,0,0,0,0,0,0,0.197383296299911,0,0.186851055591437,3.46944695195361e-18,-0.0426437285450964,-0.181549941462152,0,0,-0.118953825935975,0,0
X600019.SH,0,0,0.373773375900374,0,0,0,0,0,0,0.34142780497648,0,0,0.0714919627651466,0,0,0,0.00229492936109042,0,0.00145105083280148,0.191611860962391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.046994593674441,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206198480786977,0,0,0,0,0,0,0,0.399541939689615,0,0,0,0,0,0,0,0.483718017490807,0,0,0,0,0,0,0,0,0.304085763373328,0,0,-0.0463934887125134,0,0,-0.0797661653066927,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0743003862099213,0,0,0.131853343576877,0,0,0,0,0,0.0750992678837741,0,0,0,0,0,0,0,0.0178584120314363,0,0,0,0.133170376640186,0.0847121711933645,0,0,0,0,0,-1.73472347597681e-18,0.0684336766435844,0,0,0,0,0,0,0,0.212279168143774,0,0,0,0,0,0,0.00709569630290213,0,0,0.0978399625859234,-0.014898699228579,0,0,0,0,0,0
X600547.SH,0,0,0,-0.00512370629413774,0.043975825614271,0.0288323965447958,0,0,0,0,0,0,0,0,0,0,0,0,0.636322528255004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189951656897622,0,0,0,0,0,0,0,0.121636794547979,0,0,0,0,-0.21828327621591,0,0,0,0,0,0,0,0,0
X600886.SH,0.124567178303643,0.0781062126178791,0,0,0,0,0,0,0,0,0,0,0,0,0.203035367472556,0,0,0,0.176091669285659,0,-0.140602782265997,0.275717440560636,0,0,0,0,0,0,0,0,0,0,0,0.0989241261753814,0,-0.130444536073035,0,0,0,0,0,-0.0735146963732307,-0.0263891501745553,0,0,0,0,0,-0.0400467131050366,0,0,0,0.0226025720221239,0.0129916793846503,0,0,-0.0694174796558034,0,0
X600011.SH,0,0,0,0,0,0,0,0.00298910800367322,0,0.137775459768029,0,0,0,0,0.230758471191531,0,0,0,0,0,-0.0199095059425399,0,0.0772611219971282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219970907766426,0,-0.0733568894806189,8.67361737988404e-19,0,0,0,-0.0959693843777955,-0.0211842332352978,0,0,0,0,0,0
X000792.SZ,0,0,0,0.100243283237951,0,0,0,0.201293675558818,0,0,0,0,0,0,0,0,0,0,0,0,0.284421445172038,0,0,0.026282150647203,0.000376700787407625,0,0,0,0,0,0,0,0,0,0,0,0,0.0297094933524385,0,0,0,0,0,0.00520247850024238,0,0,0,0,0,0.0442815126134208,0,0,0.011410413351961,0,0,0,0,0,0
X600795.SH,0,0,0.255347478453239,0,0,0.0386037930422084,0,0,0.0367400973588797,0,0,0.146279216064968,0.2316137384392,0,0,0,0,0,0,0,0,0,0.0249455993804023,0,-0.00419711193745474,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.196243030194639,0,0,-0.139231723663596,0,0,0,-0.00416669163819423,0,0,0,0,0,0
X600362.SH,0.0933052607894118,0,0,0,0,0,0,0,0,0,0.0585975080908508,0,0,0,0,0,0,0,0,0,0.0783161880809671,0,0,0,0,0,0,0,0,0,0,0,0.106249685194514,0,0.243114489275242,0,0.337050804784641,0,0.0433934621992813,0,0,0.0362163481720255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.000647699472836657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369580305747891,0.0392850071346712,0,0,0.160324541411943,0,0,0,0.0789025049307258,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0913524377738178,0,0,0,0,0,0,0.0940015748124982,0,0,-0.00614413102080766,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.115390724668541,0,-2.16840434497101e-19,0,0,0.166759300009443,0.164691589674089,0,0,0,0.198807538190425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691823318018802,0,0,0,0,0,0.121588183231281,0,0,0,0.180953901757063,0,0,0,0.00810098248532795,-0.0701892578046666,0,0.00539410921053472,0,0,0,0,0,0,0
X600489.SH,0.0732697059754906,0,0,0,0,-0.0243939998281021,0,0,0,0,0.61830755820161,0,0,-0.0433389513769301,0,0,0.174195632836026,0,0,0,-0.0983974518044704,0,0,0,0,0,0,0,0.00465792252682971,0,0,0.294954470408604,0,-0.0830634611346,0,-0.059572498343964,0.0504348500468921,0,0.0775491556315693,0,0,0.104259192331448,-0.19713453169275,0,0,0,0.0196499409138854,0,0,0.319940772705637,0,0,0,0,0,0,0,0,0
