,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X002466.SZ,X600188.SH,X600688.SH,X601991.SH,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X600516.SH,X002460.SZ,X600547.SH,X300072.SZ,X000898.SZ,X600027.SH,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X600299.SH,X600426.SH,X000709.SZ,X000408.SZ,X002110.SZ,X000792.SZ,X600315.SH,X600808.SH,X000883.SZ,X000830.SZ,X600801.SH,X601158.SH,X000932.SZ,X002271.SZ,X601699.SH,X600219.SH,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.33396652876134,0,0,0,0,0,0,0,0,0,0.0238380166573536,0,0,0.0688199690884015,0,0,0,0.0693211028383711,0,0.0491996093156999,-0.0151930933288771,0,0,0.0390194528229201,0,0,0,0,0,0,0,0,0,0,0.0467509441020058,0.0469226114254539,0,0,0.043572245334286,0,0,0,0,0.0901587302910397,0,0,0,0,0.00506063608618966,0.0216906105251458,0,0,0,0,0,0
X600028.SH,0.291335073108113,0,0.230363583623998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365451654513555,0,-0.0681554136191982,0,0,0,0,0,-0.128511313936642,-0.114525011118527,0,0,-0.0224708822829853,0,0,0,0,0.105729983222595,0,0,0,0,0,0,0,0,0.0211305312171368,0,0,0,0,0.0129073556482229,0.0172532319802194,0,-0.0840831035448068,0,0.143863541875958,0,0
X601088.SH,0,0.132112373906617,0,0.0533521133208049,0,0.0303342648295797,-0.0778873107222011,0,0,0,0.0773504826775986,0.419328229561651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358731767903943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128136264866826,0.0125845715273701,0,0,0,0,0,0
X600585.SH,0,0,0.234497021867625,0,0,0,0,0,0,0,0.0701490824503093,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930139974191389,0,0,-0.073946217319212,0,0,0.109044398897528,0,0,0,0,0,0,0.0968505807853686,0,0,0.172197752081911,0.269649723772577,0,0,0,0,0,0,0,0,-0.0105196172540272,0.0518631075574038,0,0,0,0.0442431374099369,0,0
X600019.SH,0,0,0,0,0,0.139914267641505,0,0.0175842600802432,0,0,0,0.422311705041882,0,0,0.00103182221085095,0,0,0,-0.0184570556193415,0,0,0,0,0,0,0,-0.0444166899000454,0,0,0,0,0,0,0,0,0,0,0.177600522940971,0,0,0,0,0,0,0,0,0,0,0,-0.0144510778870263,0.0683714536396441,0,0,0,0,0,0
X600309.SH,0,0,0.30629885051786,0,0,0,0,0,0,0,-0.220475699285181,0,0,0,0,0,0,0,0,0,0,0,0,0.0776146830531427,0,0,0,0,0,0.117009303703366,0,0,0,0,0,0,0.117714678295959,0,0,0.0212695259388459,0,0,0,0,0,0,0,0,0,0.065375739310652,5.42101086242752e-20,0,0,0,-0.0153147663277355,0,0
X600011.SH,0,0,0,0,0,0,0,0.00513481057560072,0,0,0,0,0,0.0530689146208782,0,0,0,0,0,0.0641093659302661,0,0.0688313604185419,0,0.173328764003347,0,0,0,0,0.0406344186942707,0,0,0,0,0.0123964825339832,0,0,0.0437244232689232,0,0,0,0,0,0,0,0,0,0,0,0,0.0104943712089069,-0.0237792986245382,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.161840409950565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168541653843414,0,0,0,0.150301252613429,0,0.303080605012753,0,0,0,0,0,0,0.234971532116737,0,0,0.0198771211827412,-0.0764164656868325,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.0553855985480573,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0512968667167649,0,0,-0.284244728173622,0,0,0,0,0,0,0.104471238702218,0,0,0.146163909316083,0,0.137943151226374,-0.0701679251556475,0,0,-0.0905407040546314,0,0,-0.0760382637901459,0,0,0,0,0,0,0,0,0,0,0,0,-0.00272139460282656,0.0379446311335407,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0078827049622907,0,0,0.0609270551914728,0,0,0,0.186661709874067,0,0,0,0,0,0,0,0,0.0517951624497407,0.11859239599495,0,0,0,0,0,0,0.0669955284393064,0,0,0,0.00484899728489131,0,0,0,0,0,0,0,0,0,0.00653724263855481,0,0,0,0,0,0,0
