,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X601898.SH,X600886.SH,X600010.SH,X002460.SZ,X600801.SH,X601600.SH,X002271.SZ,X600660.SH,X600362.SH,X600688.SH,X600188.SH,X000786.SZ,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600027.SH,X600111.SH,X600299.SH,X002466.SZ,X600176.SH,X600489.SH,X000723.SZ,X000401.SZ,X000553.SZ,X000898.SZ,X601158.SH,X600426.SH,X000792.SZ,X600516.SH,X600219.SH,X000932.SZ,X000883.SZ,X000709.SZ,X002075.SZ,X002353.SZ,X600583.SH,X000027.SZ,X600126.SH,X000630.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.130381412690303,0,0,0,0,0.0899744626424929,0,0,0,0.0893496602069717,0,0,0.161315209476679,0,0,0.104359338334858,0,0,0.00406946381761955,0.0966796742812085,0,0.145205118746974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.352292166735943,0,0,0,0,0,0,0,0,0,0,0,0,-0.00382298994620022,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0577223233189465,0,0,0,0.0199524394791008,0,0,0,0,0,-0.0154944565064,0.0423270946833886,0.0418769077792965,0,0,0,0.0634128172508213,0,0.0311567014543679,-0.00738956267798431,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0147703847741438,0.351703918205952,0,0,0,0,0,0,0,0,0.129206240533474,0,0,0.0368316039538303,0,0,0,0,0,0,0,0.0659463767518494,0,0,0.00286054749960948,0,0,0.123697074792044,0,0,0,0,0,0,0,0,0,-0.0215592848110473,0,0,0,0,0,0,-0.051757403809399,0.0406564338184219,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0137744159039378,0.44761353150402,0,0,0,0.140627871528427,0,0,0,0,0,0,0,0,0,0,0.0138001068808272,0,0,0,0.114732757670964,0,0,0,0,0,0,0,0,0,0,-0.0107701200321789,0,0,0,0,0,0,0,0,0.00951296038244895,0,0,0,0,0,0
X600309.SH,0,0,0,0.0310798632755628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207802657198165,-0.0213555814318577,0,0,0,0,0,0,0,0,0,0,0.290661363926412,0,0,0,0,0,0,0.0620875475423501,0,0.103646989801258,0,0,0,0,0,0.029645099583831,0,0,0,0,0,0,0,0.0111124464364767,0,0,0,-0.169376027876217,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159498070555958,0,0.0129440737582789,0,0,0,0,0,0,0,0,0,0.798546123302469,0,0,0.0405587687213194,0,0,0,0,0,-0.0571937491504274,0,0,0,0,0,-0.0219715584184241,0,0,0,0.192412794086222,0,0.0467450288467496,0.0116858738121192,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0281945513883765,0,0,0,0,0,0,0,0,0.0294579646100996,0.224534330144488,0.0661167326805906,0.0933653001926458,0.143298786156516,0,0,0,0,0,0,0,0.0336468617100989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187347262689417,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128569676865995,0,0,0,0,0.23596521995174,-0.106993913282819,0.242328731016541,0,0,0.305897533157482,0,0,0,0.122941771842149,0.0164331656966955,0,0,0,0,0,-0.0998643179134401,0,0.0416948988218367,0,0.168673111281195,0,0,0,0.0323478354013345,-0.00724461461382941,0,0,0,0,0,0
X600011.SH,0,0,0.0255033372114223,0,0,0,0,0,0,0,0,0,0.0521876672348013,0,0,0,0.034442383737707,0,0.0460888950229678,0,0,0,0.0436393931855417,0,0.0792943055422991,0.455308422365577,0,0.0316348522089615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119986709342402,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343038211200775,0.0164246496232605,0,0,0,0.101911641658713,0,0.0641837839121964,0.0294668804882444,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.100559132704915,0,0,0,0,0,0.00588905835129406,0,0,0,0.00460361722613243,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.135471266134037,0.271498566803571,-0.0514121199795415,0,0,0.0133966730836538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104488991107636,0,0,0.0109139806587233,0.0702823154839267,0,0,0,0,0,0,0,0.0426949918299896,0,0,0.023060249301857,0,0,0.0167805946129183,0,0,0,-0.0477329279441126,0,0,0,0,-0.00338461916116566,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0243420535242001,0,0,0,0,0,0,0,0,0,0,0,0.070781679060754,0,0,0.0874429707257693,0,0,0,0,0,0,0,0,0,0,0.0564267017123821,0,0,0,0,0,0.161973594977528,0.189817464476467,0,0,0.0531689884643562,0,0,0,0,0,0,0,0.00851385873346138,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0.243008221512719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0924020846946485,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.112434605690187,0,0,0.111478628926496,0.106506444046271,0,0,0,0,0,0,0,0,0,0,0.164904622807492,0.267514202371907,0.372704030636106,0,0,0,0,0,4.33680868994202e-19,0.0206579778812497,-0.469370019374649,0,0,0,0,0
X600801.SH,0,0,0,0.427889431845765,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.274531631056878,0,-1.38777878078145e-17,0,0.0722573407040694,0,0,0,0,0,0,0,0,0.0149934145384911,0,0,0,0.221793679030369,0,0,0,0,0,0,0,0,0,0,0.0364294782639417,0,0,0,0,0,0,0,0,-0.00794182067798297,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324417977443853,0.028059049179216,0,0,0,0,0.0721381425046745,0,0.231638461260865,0,0,0,0,0,0,0,0,0,0,0,0,0.0172526096634511,-3.46944695195361e-18,0.195378222944397,0,0.0411036927996293,0,0.0314781820015572,0.0760823088078981,0,0.220201506197448,0,0,0.0126216404065565,-0.00201033749620181,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0684408954347359,0.137047216281514,0,0,0,0,-0.0998089761846988,0,0.203527370684592,0,0,0,0,0,0,0,0,0,0.0210147136474048,0.0526618846738636,0,0,0,0,0,0,0,0,0,0,0,-0.0666754206032435,0,0.246702753909056,0,0.131004764660454,0,0,0,0,0.0382161097735222,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.210357440099846,0,0,0,0,0,0.159894552565909,0,0.0909824521005741,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.066541759109708,0,0,0,0,0.107310071532841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258098667156874,0.0135203779358818,0,0,0,0,0,0
X600362.SH,0,0,0,0.158589713732318,0,0,0,0,0,0,0,0,0.0627220287583156,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168506990795022,0,0,0,0,0,0,0,0.159310367490433,0,0,0,-0.0419757596598269,0,0,0,0,0.597212412895419,0,0.10656087341843,0,0.00618417770625267,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431375845919245,0,0,0,0,0,0.0384019163953999,0,0.315818740751838,0.0307734951845669,0,0,0,0,0,0,0,0,0,0,0,0,0.0356915648157635,0,0,-0.0710268300714627,0,0.00885491791474763,0,0.0719912152792528,0.0605931200069748,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0184639282700656,0,0,0,0.0430287941889587,0.217877322795863,0,0,0.0255079107933771,0,0,0,0,0.233378544919034,0,0,0,0,0.0905907203464994,0.0291537895936071,0,0,0,0.120812618893831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00950867712473794,0,0,0,0,0,0,0,0,0,0,0
