,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X000883.SZ,X600583.SH,X601992.SH,X002353.SZ,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X000825.SZ,X600352.SH,X600660.SH,X601699.SH,X600808.SH,X000027.SZ,X000630.SZ,X600549.SH,X600578.SH,X600307.SH,X000983.SZ,X600490.SH,X000959.SZ,X002470.SZ,X000937.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0266438399878965,0.133667029609248,0.0310952402841207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187048584167489,0,0,0,0,0.0334527404113041,0,0,0,0.0567580718385306,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087032133044863,0,0,0,0,0,-0.00267220123804015,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138071922081635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069061594952531,0,0.0936540524396124,0.0906690669711898,0.0272038835484337,0,-0.00479358317236841,-0.0131118455922973,0,0,0,-0.00690936322659437,0,0
X601088.SH,0,0,0,0.0126019420019065,0.147416772948621,0,0,0,0,0.0594561682243464,0,0,0,0,0.249275398381544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203608619804134,0,0,0,0,0,0.036202493550455,-0.0408028096372425,0,0,0.0134681534109362,0,0,0.0824214451068166,0,0,0,0,0,0,0,-0.00366280696269517,-0.00237167131051499,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.126726382321841,0,0,0,0,0,0.0828059441053572,0,0.03689703200508,0,0.250046688044985,0.0429982372687997,0.0331129687393026,-0.112209833926742,0,0,0.0297560516371022,0,0,0,0,0,0,0,0,0.164396755534022,-0.0113949793886216,0,0,0,0,0,0,0,-0.0659558735688319,0,0,0,0,0,0,0,0,0,0.141764560231613,0.0156766469875719,-0.0151232552183258,0,0,0,0,0,0
X600585.SH,0,0.121767671771762,0.0263176117237677,0.0056985219378048,0,0.0948986472222569,0,0,0,0.0513087869578387,0,0,0,0.0887751313809,0,0.0831049610482806,-0.0762782918656278,0,0,0,0,0.0401170285593539,0,0,0,0,0,0,0,0,0.0851391755690484,0,0,0,0,0,0,0,0,0,0,0.175886136301153,0,0,0,0,0,0,0,0,-0.00536526707608379,0.00703777495883916,0,0,0,-0.0362985050643066,0,0
X600019.SH,0,0,0,0.0490583126180253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138861162584456,0.204662315157454,0,0,0,0,-0.0253694832486223,0,0,0,0,0,0,0,0,0,0,0.0863340642842789,0.0658891223217097,-0.059767160413679,0.172634862770738,0.212943280107235,0,0,0,-0.0135259909455532,0.0314198929311137,0,0,0,0,0,0
X601898.SH,0,0,0,0.0457911883843526,0,0,0,0.183745604591055,0,0.150788758169674,0,0,0,0.0501968105812202,0.0797182309516884,0.0401976777275293,0,0,0,0,0.0496332821351037,0,0,0,0,0,0,0.18045307023441,0,0,0.112979599691518,0,0,0.0779890363187968,0,0,0,0,0,0,-0.0215730887500772,0,0,0,0,0,0,0,0,0,0.00906567656749403,-0.0100509981401039,0,0,0,0,0,0
X601991.SH,0,0,0,0.0157911702222694,0,0,0,0,0,0,0,0,0,0,0,0.0900045285556816,0,0,0,0.0354455699037359,0,0.0543625401506335,0,0,0,0,0.10111200276512,0,0.0477701177813152,0,0,0,-0.00276230223845228,0,0.0613487777927565,0,0,0,0,0.182877985282573,0,0,0,0,0,0,0,0,0,0,0.0182170492442858,-0.0397012059979297,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767246127153661,0,0,0,0,0,0.0564764147857157,0,0,0,0.0750361420391219,0.0582999464468112,0,0,0,0,0,0,0.197705483992615,0,0.00460388870464498,0.0526051556203757,0,0,0,0,0,0.15400112206571,0,0,-0.0125075660173832,0.00974947188504258,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.287974865481095,0,0.0399240626404946,0,0,0,0,0,0,0,0,0,0.0398265289784504,0,0.117246540952439,0,0,0,0,0.0346870845005053,0,0,0,0,0,0,0,0,0.0234019796510818,0.0933152880138841,0.0397105236852472,0.105079014707503,0,0,0,0.157385571037212,0,0,-0.00527964419665166,0,0,0,0,0,0,0
