,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X000898.SZ,X600157.SH,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000539.SZ,X000027.SZ,X000629.SZ,X600008.SH,X000630.SZ,X600021.SH,X600549.SH,X600219.SH,X600660.SH,X000825.SZ,X600808.SH,X002470.SZ,X600578.SH,X600098.SH,X600315.SH,X600307.SH,X000060.SZ,X600863.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.427974108500622,0,0,0,0,0,0,0.0384941172050191,0,0,0.21073970585663,0.0289857299643367,0,0,0,0,0.055548124685774,0,0,0,0,0,0,0,0,0.0616929213045678,0,0,0.0542303154024459,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219940704196642,0.00837611808991268,0,0,0,0,0,0
X600028.SH,0.575930869910166,0,0,0.0616474879327839,0,0,0,0,0.144699976006857,0,0,0,0,0,0,0.0669741399499575,6.93889390390723e-18,0,0,0.0210380526050462,-0.0135324919858296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718836199714168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.223141531495172,0,0,0,0,0.24148415306299,0,0,0,0,0.0509362526123745,0,0,0.00837326774162617,0,0.323986750192308,0,0,0,0,0,0,0,0.0499950296472951,0,0,0,0,0,0,0,0,0,0,0,0.00206211343656924,0,0,0,0,0,0,0,0.0294186067428475,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.13069176122177,0,6.93889390390723e-18,0.0202639928924685,0.0242403805444414,0.104636822702669,0,0,0,0,0.169356823357439,0,0,0,0,0,0.138574345533817,0,0,0,0,0,0,0,0,0.0878294259553462,0,0,0,0,0,0.026792351750236,0,0,0.0544922682887531,0,0.129016827375716,0,0,0.0197553778244794,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0577711805741756,0,0,0,0,0,0.147202091634697,0,0,0,0,0,0.0016307584285753,0,0,0.0515928608009454,0,0,0,0,0,0,0,0,0.0147556299750572,0,0,0,0,0,0,0.0372332438503983,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.243957403048149,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.040239954392897,0,0,0,0.07493650878737,0,0.00733105268136878,0,0,0.00504471773175802,0,0,0,0,0,0,0.503291503594417,0,0,0,0,0.0303601555362173,0,0,0,0,0.0607151287078988,0,0,0,0,0,0,0,0,0,0,0,0,0.0851499412831324,0,0,-0.00686251910820279,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.109829097608168,0,0,0,0,0,0,0,0,0,0.395489201742023,0,-0.0260316049136169,0,0,0,0,0.207273752866112,0,0,0,0,0,0,0.0399399857828736,0,0,0.0226841331484315,0,0,0,0.0765421758871691,0.168976298081486,0,0,0,0,0,0.0505642362027774,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0294532404972556,0.128447378150974,0,0,0,0,0,0,0,0,0,0.0133292832953716,0,0,0,0,0,0,0,0,0,0,0,0.0297528501440546,0.23034199746551,0,0.00620556143649502,0,0,0,0,0,-8.67361737988404e-19,0,0.0667683415838478,0,0,0,0,0,0.408529710254359,0,0,0.00241143456452479,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0479133333711943,0,0.421264927273379,0,0,0,0.0588813313642349,0,0,0.152873207203076,0,0.269060609699442,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,8.67361737988404e-19,0,0.100744841575597,0.0300799201385262,0,0.0106434707333304,0,-1.73472347597681e-18,0,0,0.107553324573733,0,0,0,0,0,0,0,0,0,-0.0216949724688527,-0.0197638061198823,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.252469830587298,0,0,1.0842021724855e-19,0,0,0,0,0.237145369757036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813118169337503,0,0,0.208454014266182,0,0.118745087304859,0,0,0,0,0,0,0,0,0,0,0,0,0.0150260077860579,-0.0217207510390518,0,0,0,0,0,0
