,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600157.SH,X601991.SH,X600362.SH,X600027.SH,X600489.SH,X601992.SH,X600111.SH,X600309.SH,X600886.SH,X600660.SH,X000723.SZ,X600623.SH,X601158.SH,X002466.SZ,X600299.SH,X002075.SZ,X000792.SZ,X000408.SZ,X000959.SZ,X000709.SZ,X000898.SZ,X600583.SH,X000883.SZ,X000983.SZ,X600352.SH,X600549.SH,X000935.SZ,X000539.SZ,X000027.SZ,X000630.SZ,X600176.SH,X600021.SH,X601699.SH,X600126.SH,X000012.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.033440772535203,-0.0078296682628901,0,0,0,0,0,0.00138367143639286,0,0,0,0,0,0,0,0.0516600861990416,0,0,0,0,0,0,0,0,0,0,0,0.053810229831719,0,0.118113891829393,0,0,0,0.058925544072637,0,0,0,0,0,0,0,-0.00291436932543499,0,0,0,0,-0.0119747152070471,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0669536032883649,-0.0416498813039219,-0.060938756881769,0,0.0474760399905841,0.0524379231821174,0,0.0632251760458707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297002285134245,0,0,0,0,0,0,0,0.0128544415138505,0,0,0,0,0.0343471676383369,0,0,0,0,0,0,0,0.0793440579321218,0,0,-0.0254677698487041,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.177661594417517,0,0,0,0,0,0.0239423453517939,0,0,0,0,0,0,0,0,0,0.072762275088827,-0.00352314989343098,0,0,0,0,-0.070396195138203,0,0,0,0.0606838075008325,0,0,0,0.0428952755436845,0,0,0.0172613438858135,0,0,0,0,0,0,0.0549076491758617,-0.0147407134979785,0,0,0,-0.0457541281935811,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.043524193025212,0.00408265598172099,0,0,0.0911288367443525,0,0,0.00593884689107489,0,0,0,0.0987584755007712,0,0,0,0,0.0588743801339173,0,0,3.46944695195361e-18,0,0,-0.120886179155084,-0.0970810269342727,0,0,0,0,0,0,0,0,0.0205628147848245,0,0.0207056749368878,0,0,-0.00892151879526734,0,0,0,0,0,0,0,-0.0722247236455644,0.0680961567915049,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018972158681796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503924388486539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075351066906697,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281255031380745,0,0,0,0,0,0,0,0,0.157194798528996,0,0,0,0,0,0,0,0.0815743695785341,0,0.0387803555056195,0,0,0,0,0.09670160283605,0,0.104405251708483,0.00467609124153154,0,0,0,0,0,0,0.00687949705438854,0,0.0863317021748948,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0359253624842981,0,0,0,0,0,0.050469902018215,0,0,0.0151587470626742,0,0,0,0,0,0.330136949697744,0,0.137411895481589,0,0.18012676270683,0,0,0,0,0,0,0,0,0.04794173388626,0,0,0,0,0,0,0,0.0856853733347013,0,0,0,0,0,0,0,0,0,0,0.0083955638001342,0.00978943506862137,0,0,0,0,0,0
X601898.SH,0,0,0.30514632661426,0,0,0,0,0,0,0,0.129392928583757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123716698322176,0,0,0,0,0,0,0.0225655965547926,0,0,0,0,0.0413624758418088,0.0712310199394485,-0.103849563522349,0.0276838138694793,0,0,0.0622420303830443,0,0,0.297929781010547,0.0549183024411904,0,0,0,0.0277295854966983,-0.0628968160137659,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.145858560973509,0,0,-0.09213871560793,0,0,0,0,1.00291498968773,0.036976990157719,0,-0.0213103872796826,0,0,0,0.0242951934935042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548044490500034,0,0,0,0,0,0,-0.0730313350928005,0,0.0301822699487135,0,-0.0216433143664654,-0.0229174683013621,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0366345350173673,0,0,0,0,0.0193646943906242,0,0,0,0,0,0,0,0,0,0,0.0325663391751909,0,-3.46944695195361e-18,0.0623335805843055,0,0,0,0,0,0.0543372791247703,0.0548501923734366,0.148535406277519,0,0,-0.0170085261482459,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040739904694268,0,0,0,0,0.30594616470902,0,0,0.148953378922064,0,0,-0.0298809655334579,0,0,0,0,0,0,0,0,0,0,0,0,0.461480376619361,0.086554426018238,0.127769415939858,0,0,0,0,0,0.070266693587835,0,0.011020408505662,0,0.00846511722755261,0,0.0495308849207837,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.00136512003696955,0,0,0,0,0,0.02133119438209,0,0,0,0.16780091659871,0,0,0,0,8.67361737988404e-19,0,0,-0.0233977458854856,0.0672265158210332,0,0,0,0,0,0.00642700258731935,0,0,0.105644435400425,0,0,0.0342734073290126,0.0393611172320776,0,0,0,0,0.0240736854675336,0,-0.00722308928485634,-0.00824094558386613,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00908727253114172,0,0,0,0,0,0.0158388527011519,0,0,0,0,0,0,0,0,0.0425039594708453,0,-0.0373981788494171,0,0.0655885493888071,0,0,0,0.187343878046971,0,0,0,0,0,0,0,0,0.0412765062435633,0,0,0,0,0,0,0,0,0.031806282741132,0.157925777745373,0,-0.0239006063905611,-0.0129164186501547,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119424687362501,0,0,0,0.12299294966895,0,0.0921029902067388,0.116159849249586,0,0,0,0,0,0,0,0,0,0,0.15150197033577,0.094891157805,0,0,0,0,0,0,-0.42036963118014,0,0,0.760268796993796,-0.516241723234768,0.254076204601772,-0.0933872890845342,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.0371900828796791,0,0,0.0201156848298423,0,0,0,0,0,0,0,0,0,0.135267901760894,0,0.0243626408164316,0,0,0,0,0,0,0,0,0,0,0,0.0269640096354109,0.0646285714897922,0,0,0,0,0,0,0,0.169621044594471,0.0712379799518143,0,0,0,0,-0.0240951045707615,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.030318628512452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133387364407541,0,0,0,0.063755523893091,-0.0289295017828351,0,0,0,0,0,0,0.0315954432515545,0,0.0164357558553035,0,-0.0336502603573294,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.095441863783544,0.295565374193393,0,0,0,0,-0.00325259824577193,0.033886379358435,0,0,0,0,0,0.0262261931345876,0,0,0,0,0,0,0.0042353120548794,0,0,0,0,0,0,0.00848202924880288,0,0,0.253996542063527,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,-0.027902933062164,0,0,0,0,0.00990471566519891,0,0,0,0,0,0,0,0,0.328712401657887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904418879520114,0.0335655865683808,0.0107962576776432,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0274486790185473,0,0,0,0,0,0
X600489.SH,0,0,0,0,-0.0353182421141528,0,0,0,0.752521427926731,0.0151754328541641,0.0482214426054498,0,0,-0.00520193175420312,0,0,0,0,0,0.0274238232166427,0,0,0,0,0,0,0.0511906939736323,0,-0.0131149098747403,0.049216638449424,0,0,0,0,0,-0.056078057463968,0,0,0.102840178147176,0.106051619400408,0.0383215023039894,0,0,0,0,0,0,0,0,0,0,-0.0133361393672486,0.00698130094399597,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.443543662348461,0.0897027567161045,0,0,0,0,0,-0.0207185999047979,0,0,0,0,0.0609501194331256,0,0,-0.0447789665023326,0,0,0,0,0.115638892396297,0,0,0,0,0,-0.0491069865993261,0,0,0,0,0,0,0.038880983666368,0,0,0,0,0,0,0.072119438090059,0,-0.0279332721061195,0,0,0.0848924668095711,-0.0488791696924584,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.00619059109661631,0,0,0,0,0,0,0,0,0.0245997061447635,0,0,0,0,0.0351180637529834,0,0,0.0577668947279462,-0.0145925579243363,0.0900064234173718,0,0,0,0.049067535519066,0,0,0,0,0,0,0,0.0144684426777057,0.215597557310414,0,0,0,0,0.177287831479339,0,0.0555443807524827,0,0.0769439529589405,0.0880257195914345,0,0.012246082709711,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641920549689137,0,0,0,0,0,0,0,0,0,0,0,0,0.114268947473729,0,0,0,0.0927186885779621,0,0,0,-0.449928694341549,0.117517566702202,0,0,0,0,-0.0477446701853759,0,0.386521663588522,0,0,0,0.21689491820309,0.0566449436725227,0,0,0,0,0.0271278260391995,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0709743972359455,0.0235618460848797,0,0,0,0,0,0,0,0,0,0,0.236166356113654,0,0,0,0.0821402815581497,0,0,0,0,0,0,0.10169960462072,0,0,0.111226858249189,0.0390848308047889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200541449947501,0.0308162590163244,0,0,0,0,-0.0205709187707476,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0645069543584095,0,0,0,0,0,0,0,0,0,0,0.112792844980526,0,0.0289549303653222,0,0,0,0,2.16840434497101e-19,0,0.0424524123336042,0,0,0.0509360409646437,0,0.0404482116624771,0,0.0547940202666725,0,0,0,0.0541228294729046,0.0213953826773135,0,0,0,0.25110785382449,0,0,0,-0.111621803594793,0,0,0,-0.0146590487855343,0,0,0,0,0,0
