,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600362.SH,X600803.SH,X600027.SH,X600426.SH,X601699.SH,X601991.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X000408.SZ,X600219.SH,X600160.SH,X300037.SZ,X000629.SZ,X002080.SZ,X600688.SH,X000539.SZ,X600378.SH,X600985.SH,X600157.SH,X600348.SH,X600612.SH,X000932.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.601793947512729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985524765814031,0,0,0,0,0,0.0501883901372693,0,0.0734400093241586,0,0.0350279577511749,0,0,0,0,0.0181534801688362,0,0,0,0.1296444414755,-0.0573946420984575,0.28884985391419,-0.0478533792518457,0,0,0,0
X600028.SH,0.712464888655776,0,0,0,-0.0934357885286766,0,0,0,0,-0.0787029158866008,0.0894018482091087,0.0771165499643506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722691299523584,0,-0.0430510462852011,0,0,-0.0839118477384596,0,0,0,0,0,0,0,0,0,0.0372769215664292,0,0,0,-0.00459908694954818,0,0,0,0.0201539826221661,-0.0209701656715256,0,0,0,0,0,0
X601088.SH,0.102118640873087,0,0,0,-0.263846322454878,0,0,0,0,0,0.145660169161652,0,0,0.266458404508427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731577997165814,0,0,0,0,0,0,0,0,0,0,0.174496570538648,0,0,0,0.0250204245259265,0,0,-0.00434718767268455,-0.0503881506882488,0,0,0,0,0,0
X600309.SH,0.0278546342909622,0,0,0,0,-0.0740137121382868,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0722989767845137,-0.0940941449367183,0,0,0,0,0,0.301965469844849,-0.0477365036723021,0,0,0,0,0.0829426408834786,0,0,-0.0417332627181858,0,0,0.0257758100962468,0,0,0,0.0171283115753147,0,0,0,0,0,0.0431380267245631,0,0,-0.0798748796027219,0.0319568052159983,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.40627383735782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11684648993181,0,0,0,0,0.187415472339031,0,0.0639272863999517,0.00619072089612223,0,0,0,0,0,0.0435051903974514,0,0,0,0,0,0.0998687063897525,0,0.342822314779577,0,-0.0244789953533937,0,0,-0.022275909710476,-0.0962511934864702,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.293984279701237,0,0,0,0,0,0,0,0,0,0,0,0,0.434267062684945,0,0,-0.0554297331602652,0.170293693523353,0,0,0.00934862169422339,-0.14333590527696,0,0,0,0,0,0,0,0,0,0,0.103247795469698,0,0,0,0,0,0,0,0,0,0,0,-0.0210724859875027,0,0,0,0,0,0
X600585.SH,0.00919242598336945,0,1.73472347597681e-18,0.102432577628136,-0.0147899116237239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286412363013532,0,0.0793038472965319,0,0,0,0,0,0,0,0,0,0.080785370981757,0,0,0,0,0,0.0336427124880251,0,0,0,0.0212255330512216,0,0,0,0,0,0,0,0,0,0.0201074228442402,0,0,0,0,0,0
X600019.SH,0,0.0884790208992233,0,0,0.092662725681891,0,0,0,0,0,0,0.0230802807306546,0,0.00613430914237979,0,0,0,0,0,0,0,0,0.079963081302962,0,0,0,0,0,0.0363459528526091,0,0.079749550641803,0.0493250242221477,0,0,0,0,0,0.010689526187191,-0.0722098966937933,0,0,0.100880388115836,0,0,0,0,0,0,0,0,0,0.14612014757479,-0.0131433642601718,0,0,0,0,0,0
X002460.SZ,-0.0257806741390795,0,0,0,0,0,0,0,0,0.535236264036488,0,0,0.105169749850915,0,0,0,0,0,0,0,0.199518549690794,0,0,0,0,0,0,0,0,0,0,-0.103900074271924,0,0,0,0,0,0.0258555498498771,0,0.00932812894716922,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0.00911228840482313,0,0,0,0,0,0,0
X002466.SZ,0,-0.0654869178973796,0,-0.0797858234294544,0.150375687777245,0,0,0,0.28075418417789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200409156593973,0,0,0,0,0,-0.097256598279844,0,0,-0.00317988922042772,0,-0.0969453003314977,0,0,0,0.0116408957588513,0,0,0.0929071854828176,0,0.171891626778072,0,0,0,0,0,0,0.384109119852348,0,-0.0340485161605673,0.0266783099443966,0,0.470107252480896,0,0,0,0
