,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600309.SH,X601992.SH,X600111.SH,X600660.SH,X600886.SH,X600489.SH,X600299.SH,X000898.SZ,X601158.SH,X000792.SZ,X000959.SZ,X000709.SZ,X000723.SZ,X600583.SH,X002466.SZ,X000408.SZ,X600352.SH,X000883.SZ,X000630.SZ,X600098.SH,X600219.SH,X600623.SH,X000539.SZ,X000027.SZ,X600021.SH,X000983.SZ,X002470.SZ,X002092.SZ,X000060.SZ,X000935.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.364849807182519,0,0,0.0531062109595866,0,0,0,0,0.00516021565943353,0.0297552010379928,0,0,0,0,0,0,0,0,0.0287790882039783,0,0,0,0,0,0.0657085256510697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111473445046881,0,0,0,0,0,0,0,0,0,0,0,-0.00663635386162055,0,0,0,0,0,0
X600028.SH,0.528902842895607,0,0,0,0,0,0.266623172622866,-0.0384373880087567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072623429852188,0,0.0213495140544968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560048581782503,0,0,0,0,0,0.0403557197974389,0,-0.0191598706337487,0,-0.000964394243538315,0,-0.00145680722418496,0.0170429586886195,0,0,0,0,0
X601088.SH,0,0,0,0,0.0212681073413752,0,0.025185695512916,0.205937790417514,0,0,0.0646148316897599,0,0.0343518054786413,0,0,0,0,0,0,0,0,0,0,0,0,0.050958536932386,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106872374415548,0,0,0,0.0418317952601302,0,0,0,0,0,0,-0.00247659187849995,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0140633400182016,0,-0.0346766024594587,0,0.378591629570133,0,0.0272084765088789,0,0,0,0,0,0,0,0,0,0,0,-0.0754134431312041,0.0413412639078192,0,-0.0134536605655779,0,0,0.0712706555628625,0,0,0,0,-0.0422972706082863,-0.0627681288119986,0,0,0,0,0,0,0,0.0561291112423071,0,-0.00530965342230981,0,0.0766627671337651,-0.0461411119728156,0.047115449534711,0.00455683146107826,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.362015589408989,0,0,-0.109364194476353,0,0,0.12854242708824,0,0,0,0.0758302099704879,0,0,0,0,0,0,0,0,0.098058829011503,0.0502768957351408,0,0,0,0,0,0,0,0,0,0,-0.0867958316799823,0,0,0,0,0.13970001137003,0,0,-0.073830709384239,0,0,0,0.00878776714572168,0,0.019587383184018,-0.406234887492144,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.116406528461851,0,0,0,0,0,0.0208965525208053,0,0.084727136889138,0,0,-1.73472347597681e-18,0,0,0,0.194785565592146,0,0,0.0454672270482084,0,0,0,0,0,0,0,0,0.0428617247354185,0,0.0700031060825648,0,0,0,0.0774316577401288,0,-0.00913368060845026,0,0.00898015913838577,0,0,-0.0289766223105412,0.00779993109245299,0,0,0,0,0,0
X600585.SH,0,0.359367851149205,0,0,0.0276620345585353,0,0,0,0,0.00637317263984541,0,0,0,0,0,0,0,0,0.230726638524975,0,0,0.122044777873753,0,0,0,0.149957207926537,0,0,0.0332029648903137,0,0,0,0,0,0,0,0.151866993886884,0,0,0,0,0,0.10680761764161,-0.0923165779474717,0,-0.0385166765754313,-0.0929917762622767,0,0,-0.188145437120514,-0.00419796959960042,-2.16840434497101e-19,0,0,0,0,0,0
X601898.SH,0,0,0.259385198153412,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.222818400545866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216458185972828,0,0,0,0,-0.119289658893002,0.293470589415277,0,0,0,0,0,0,0,0,0.295787812632005,0,0.00804124033028341,0,-0.00216457521197507,0,-0.00515968697698502,-0.006461734847302,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287657667762403,0,0,0,0,0,0,0,0.215240066415084,-0.0180483185638834,0,0,0.351310915778525,0,0,0,0,0,0,0.0239631514891133,0,0,0,0,0,0.0843556418090566,0.0673749196426034,0.0264496047193852,0,0,0,0,0.00101413372146653,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.00117280335257581,0,0.890632584857041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00911369248068193,0,0.10625778056794,0,0.106637361614663,0,-0.0702629516914094,-0.0158858175107102,0.00978889807922435,0,0,0,0,0,0
