,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X601600.SH,X601991.SH,X600362.SH,X600111.SH,X600157.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600489.SH,X000792.SZ,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X600352.SH,X000723.SZ,X000898.SZ,X000983.SZ,X000539.SZ,X002407.SZ,X002470.SZ,X000060.SZ,X002460.SZ,X000027.SZ,X000630.SZ,X000761.SZ,X000012.SZ,X600176.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0472744040536089,0,0,0,0,0,0,0.0337545194643082,0,0,0,0,0,0,0,0,0.0773302913805069,0,0,0,-0.0108469373863038,-0.00155281504319833,0,0.161739624125083,0,0,0,-0.0263658145706796,0,0,0,4.33680868994202e-19,0,0,-0.047513226569319,0,0,0,0,0,0,0,0,0,0.0327371164057648,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.191132786806153,0,0.024777610171238,0,0,0,0,0,-0.0296843282332919,0,0,0,0,0.00861847480822534,0,0,0.0547605522892826,0,0,0,0,0,0,0.0690424081780576,0,0,0.00910750780473457,-0.0866891090304719,0,0,0,-0.00529603416305418,0,0,0,0,0,0.0331900395406979,0,0,0,0,0,0,0.00743576637671103,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.173573690326432,0,-0.00112860357002003,0.000750473893489193,0,0,0,0,0,0.0091398168088312,0,0,0,0,0.0519919840721643,-0.0235956851610194,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.00431902596026671,0,0,0.107563860947183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867424821256544,0.038047678952131,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.143478209408848,0,0.0728149168245576,-0.0411223254077698,0,0,0,0,0,0.0486971371660272,0,0,0,0.0171735645366973,0,0,0,0,0,0,0,0,0.0240915759664011,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0.101436495501452,0,0,0,0.0901492631772141,0,0,0,-0.0197680306702741,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.113470049710655,0.0268267693351029,0,0,0,0,0,0.468085951870528,0,0,0,0,0,0.00592891394937527,0,0,0,0,0,0,0,0.00141859856963321,0,0,0,0,0,0.187664476541332,0,0,0,0.0202810138352616,0.00268425894540442,0,0,0,0,0,0,0,0,-0.084734439745816,0,-0.000131994498571897,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309477038252271,0,0,0,0,0,0.0309032125282568,0,0,0,0.00308323049012121,0,0,0.0641107198878518,0,0.0450711930215069,0,0,0.0156024129251432,0,0,0.166917632069434,0.0177117235467946,0,-0.0875361667968594,0,0,0,0,0,0,0,0,0,0.0192564376443463,0,0.0319590789777599,0.0862475217836676,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0536563605085337,0.0707326471514668,0,0,0,0,0.178981275393299,0.0410875075712328,0,0,-0.188307110787031,0,0,0,0,0,0.0702686403150265,0,0,0.0784015658525005,0,0,0,0,0.146744466138744,0,0,0,0,0,0,0,0,0.255691366166691,0,0,-0.103605961062636,0,-0.0997409831052749,0,0,0,-0.0338730072496343,0,0.124881567892199,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0559079114077601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145062091740019,0,0,0,0.0983275229818447,0.0332987568993265,0,0,0,0,0,0,0.034953683170375,0,0.213606279937845,0,0,0,0.0346100766954375,0,0,0.0163464342764346,0.150642665927403,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.000376227898898324,0,0,0,0,0,0,0,0,0.0257897790703611,0,0.0178222374113434,0,0.0930534094854743,0,0.220973119932791,0,0.116882762803048,0.0457629322626555,0.158425681761388,0,0,0,0,0,0,0,0.0219389814151912,0,0,0,0,0,0,0,0,0.0693586787104239,0.130239055201723,0,0,0,0,0.0213777973854294,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.138927167605203,0,0,0,0,-0.0208134801197656,0,0,0,0,0,0.0585969361473894,1.10436539529216,0,0,0,0,0,0,0,0,0,0,0,0.0502855479937096,0,0,0,0,0.111629613932282,0,0,0,0,0,0,0,0,0,0.106861195364474,0,-0.0378595115555575,0.130782094717546,0,0,0,0,0,0
