,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X002460.SZ,X000792.SZ,X002466.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X600160.SH,X000786.SZ,X000539.SZ,X000629.SZ,X000932.SZ,X600219.SH,X300037.SZ,X000408.SZ,X600995.SH,X002409.SZ,X600612.SH,X600688.SH,X002080.SZ,X600096.SH,X600378.SH,X000630.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.516378948170496,0,0,0,0,0,0,0,0,0,0.00875712252379366,0,0.13243788841622,0,0,-0.141893755822543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500485219357628,0,0,0,0,0,0,0,0.0318761679896136,-0.0552768891929788,0.327337143878671,0,0,0,0,0,0.0326567524241429,0,0.067447050798919,0,0,0,0,0,0,0
X600028.SH,0.760132143230247,0,0,0,0,0,0,0.0614428676964723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263638766550435,0,0,0,0,0,0,0,0,0,0,0,-0.128301668184287,-0.0114763852240727,0,0,0,-0.0886365082047172,0,-0.0370672265199713,-0.0557717867873747,0,0,-0.00767755111239326,0,0,0,0,0,0.0194247010947462,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.267088409732816,0,0,0,0,0,0,0,0.0596922658877218,0,0,0.0509064141121162,0,0,0,0,0.0552153194085267,0,0.0313921761001914,0,0,0.0920091869506922,0,0.0438843836086873,0,0,0,0.0361478018647834,-0.0535492197847345,0,-0.13336413234415,0,0,0,0,0,0,0.0255794720889099,0,0,0,0,0,0,0,0,-0.00901117825774976,0.0179484732220849,0,0,0,0,0,0
X600309.SH,-0.00916275304276794,0,0,0,-0.187627492840654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818107310652274,0,0,6.93889390390723e-18,0,0,-0.0522242207162323,0.112806563910709,0,0,0,0,0.0313004254403341,0,0,0,0,0,0,0,0,0,0,0,0.0057451278673163,0,0,0,0,0,0.00853896654283112,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.10303749255384,0,0,0,0,-0.16027420217241,0,0,0,0,0.168530843760745,0,0,0,0,0,0,0,0,0.595024850979282,0.281209047228007,0,0.0537082067095369,0,0.188172281089336,0,0,0,-0.033777196107046,-0.170190456820404,0,0,0,0,-0.00571323318573135,0,0,0,0,0,0,0,0,0,0,0,0.0224850810411602,0,0,0,0,0,0,0
X600188.SH,0,0,0.358668018745352,0,0,0,0,0,0.198280902940262,0,0,0,0,0.10280181460894,0,-0.162781542204192,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265083552764149,0.570479791204942,0,0.18746145413724,0,0,0,0,0,0,0,0,0.137903347235985,0,0,0,0,0,0,0,0,0,0,-0.194175183775188,0,0,0,0,0,0
X600019.SH,0,0.0754965661619158,0,0,0,0.0665129952501161,0,0.0890559741923683,0,0,0,0,0,0.0649355014960111,0,0,0,0,0,0,0,0.0789089103014044,0,0,0,0,0,0,0,0,0,0,0.0783413110826343,0,0,0,0,0,0,-0.118244786428679,0,0,0,-0.0353372848495926,0,0,0,0,0.0830065894864915,0,0,0.038882349419833,0.0471124631403843,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.106294266701103,0,0.389115865585249,0,0,0,0,0,0.0387869655679796,0,0,0,0,0,0,0,0,0.0159628817959142,0,0,0,-0.166498727366743,0,0,0,-6.93889390390723e-18,0,0.117534898505833,0,0,0,0.0654211733681682,0.056520563998619,0,0,0,0.146345821103158,0,0,-0.0157049342844731,0,-0.0319239352986802,0,0,0,0,0,-0.00566625495885874,-0.0644084887982567,0,0,0,0,0,0
X601898.SH,0.142615958089523,0.0171542438711676,0,0,0,0.265561497213382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261476309352571,0,0,0,-0.06244245581316,0,0,0.0167004083901908,0,0.291555083706838,0,0,0,0.134748605256868,-0.0909450446818123,0,0,0,-0.0351747431823582,0,0,0.0121621502747206,0,0,0,0,0,0,0,0,0.00981108999517238,0.0124448636043535,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36206469797277,0,0,0,0,0,0,0,0,0,0.726944447832889,-0.0137849568293533,0,0,0,0,0,0,0,0,-0.101730770138852,0,0,0.0479628016987615,0.028918648061036,0,0.0358978273944865,0,-0.0658113696312424,0,0,0,0.0177601985125087,0,0,0,0,0,0,0
