,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600352.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X000723.SZ,X600516.SH,X601992.SH,X600027.SH,X000898.SZ,X600111.SH,X600801.SH,X002466.SZ,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X000990.SZ,X600299.SH,X600219.SH,X000629.SZ,X002271.SZ,X000553.SZ,X600808.SH,X002110.SZ,X000825.SZ,X600489.SH,X601158.SH,X600583.SH,X600157.SH,X000630.SZ,X000883.SZ,X600985.SH,X600426.SH,X600339.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0144845859410117,0,0,0,0,0,0,0,0,0,0,0,0.165562278089643,0,-0.0256648768019717,0.0422904425414944,0,0,0,0.0323573511307446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.114089219220806,0,0,0.00941450562690496,0,-0.00952680695857962,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0243051621379539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443369730275052,0,0,0,0.0451015244684263,0,-0.0656703640354009,0,0,0.0955379441765089,0,0,0,0,0,0,0.150410418448408,0.0493479473876076,0,0,0.0308964765974271,0,0,0.119259502005327,0,0.0325468021141911,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0274747259372043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331135035890964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490311404381182,0.0720987233592976,0,0,0,0,0.0783717133433171,0,0,-0.0267760342907117,0,0,0,-0.11190932914534,0,0
X600585.SH,0,0,0,0,0,0.0519026034563536,-0.0345989587529303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477215787479476,0,0,0,0,0,-0.00417847256354952,-0.00429559328752709,0,-0.0343572057188713,0,0,0,0.102090145519363,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0236079452095138,0,0,0,-0.0140451638505656,0,0,0,0,-0.00734745790985953,0,0
X600019.SH,0,0,0.0414929376566689,0,0,0,0,0.0454369481086001,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.100392128076202,0.0142734387351065,0,0.142832742559587,0,0,0.0288044324341597,0,0,0,0,0,0,0,0.203741152479874,0,0,0,0,0.041458475069055,0,0,0.0209235101685759,0.00197855629189063,0,0,0,0.00138141032351201,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0655979405189601,0,0,0,0,0,0,0,0,0,0.0625580517018486,0,0,0,0,0,0.0370141480455417,0,0,0,0,0.0553606701778776,0,0,0,0,0.0252187476411195,0,0,0.0522142993498742,0,0,0,0,0,-0.0275138778141171,0,0,0.477173599723807,0,0,0,-0.015147846507932,0.0362656552965858,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448326581533566,0.0772616643221279,-0.0604545709710026,0,0.436913156286999,0,0,0,0,0,-0.0240409137606208,0,0.0552990515796284,0,0,0,0,0,0,0,0,-0.0174144349533851,0,0,0,0,0.00762392782769474,0,0,0,0,0,0,0,0.0461372152550489,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0214239234154489,0.00321122000509868,0,0,0,0,1.73472347597681e-18,0,0.0434105354756184,0.0350605337722356,0,0.00801046580133126,0,0,0,0.263581460657941,0,0,0,0,0,0,-0.0371331318602365,0,0.244852096172426,0,0,0,0,0,0.205470099630456,0,0,0,0.0926383779821124,0,0,0,0,0,0,0,5.42101086242752e-20,-0.0395165574448809,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196522736108726,0,0.00316941251266612,0,0,0,0,0,0,0.0470115373464766,0,0.063357000944603,0,0,0,0,0.368386817773269,0.000670442306607478,0,0,0,0,0,0,0,0,0,0,0,0,0.102605777940908,0.0494883008856875,0.080740968754094,0,-0.00624805181956388,-0.00931278642601499,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.153455780775669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483821928521236,0.116244867408621,0,0,0,0,0,0,0,0,0,0.00713124846512692,0,0,0,0,0.0214646502781951,0,0,0,0,0,0,0,0.00643351415744861,0,0,0,0,0,0,0,0.0723910693167873,-0.161156038652829,0,0,0,0,0,0
