,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600157.SH,X601991.SH,X600362.SH,X600027.SH,X600111.SH,X600309.SH,X600886.SH,X600660.SH,X601992.SH,X600489.SH,X600623.SH,X002466.SZ,X601158.SH,X600299.SH,X000723.SZ,X000792.SZ,X002075.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000959.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X000630.SZ,X601699.SH,X600126.SH,X600021.SH,X002470.SZ,X000012.SZ,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0245013005143343,0,0,0,0.0443341278458933,0,0,0.0236075978451882,0,0,0,0,0,0,0.0399291987013309,0,0,0.0039733617783272,0,0,0,0,0,0,0,0,0,0.00826009034019269,0,0.0590676716821533,0,0,0.071826521364306,0,-0.0108927670764102,0,0,0.041051488742897,0,0,0,0,0,0.000394538096123077,0,0.00591662315765167,0,0.00331412124751747,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0654346157245626,0,0,0,0,0,0,0.0713048232453247,0,0,0,0,0,-0.00384533581030057,0,0,0,0,0,0,-0.0134250589638298,0,0,0,0,0,0,0,0,0.0943712282595015,0,0,0,0,0,0,0,0,0,0,0,0,0.0722339550519198,0.0176059557925599,0,-0.0157228345667065,0.0251798485554099,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0332649132939281,0,0,0.0154070237771732,0,0,0,0,0,0.0515782292530962,0.105752942811044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328834760353927,0,0,0,0,0,0,0,0,0,0.0500815492470166,0,0,0,0.0280869625275653,0,0.0088519197164447,0.0532448243238929,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0257211401671944,0,0,0,0.0741075341040179,0,0,0.0278744980876092,0,0,0,0.0654065248034056,0,0,0.120927444576537,0,0,0,-0.0323002940423506,0,0,-0.173770551830688,0,0,0,0,0,0,0,0,-0.0159732626635591,0,0.149385918759408,0,0,0,0,0,0,0.0125608211917558,0,0,-0.0882727368757273,0.070221235134978,0,0,0.0165726069762476,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321718410532978,0,0,0.0267733053406593,0,0.0783630417916,0,0.0955665551619877,0,0,0,0,0,0,0,0,0.141613136116157,0,0,0,0,0,0.103195370634006,0.0335923104770739,0,0,0.094623389067168,0,0,0,0,0,0.0211501374032622,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197666914360557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460525381727291,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0225010694394853,0,0.330237310593062,0,0,0.101783263772507,0,0,0.046143011217241,0,0,0,0,0,0.124171752617337,0,0.0922068571139839,0,0,0,0,0,0,0,0,-0.150089694712248,0,0,0.0929251623941418,0,-0.0130536784974097,0,0,0.127694238152513,0,0,0,0,0,0,0,0,0,0,0,0,0.132487647640049,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669481905675767,0,0,0,0,0,0,0,0,0,0.0728833673283689,0.0466477950413998,0,0.0627540028094416,0,0.018614796828352,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,-0.208334847968365,0,0,0,0.00317049022701005,0.336694241832217,0.0371081844759639,0,0,0.230052648941192,0,0,0.0492602754700395,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0726644804428337,0,0,0,0,0,0,0,0,0,0,0.0904993590206295,0,0.817147426239862,0.0606672747804628,0,0,0,0,0,0,0,0,0,0,-0.0331415206828096,0,0,0,0.0364586210622459,0,0,0,0,0,0,-0.215195126017648,0,0,0,0,0,0.13694775682145,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.135706397086041,0,0,-3.46944695195361e-18,0,0,0.00520521398994525,0,0,0,0,0,0,0,0.132735172176889,0,0.106142974392444,0,0,0.00763278199043713,0,0,6.93889390390723e-18,0,0,0,0,0,0.0451139727167364,0,0,0,0,0,0,0.274026715133404,0,0,0.0378273410333897,0,0.0980492674062733,0.00994869688202083,0.00551462920988835,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.248058456631319,0,0,0,0,0,0,-0.0821573866562484,0,0,0.281260647629595,0,0,0,0,0,0,0.074967762498538,0,0,0,0,0,0,0,0,0,0,-0.042329947416857,0.608848828562828,-0.00265968707915842,0,0,0.0902595304241258,0,0,0,0,0,0,0,-0.112621068499246,0,0,0,0.0226699379003133,0.0159288255604997,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844778946872454,0,0,0.0473610049380924,0.118859393696937,0,0,0.21425656984976,0,0,0,0,0,0.0177867147234698,0,0,0,0,0,0,0,0.0478965239666923,0,0.000509347072115063,0,0,0.04637564049155,0,0.0716846610915514,0,0,0,0,0,0,0,0,0,0,0.0117657619599393,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.026726678833771,0,0,0,0,0,0,0.00993411853273187,0,0,0.213700102613291,0,0.0174294797902147,0,0.0220840584948307,0.0945098229373198,0,0,0,0,0.0302430355296125,0,0,0,0,0,0,0,0,0,0,0,0.00868317092130534,0.0214623215098702,0,0,0,0,0,0.000824124433154965,0,0.140298461863365,0.167018075368924,0,0,0,0,0,0,0,0,0,0
