,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X000708.SZ,X600019.SH,X600660.SH,X002271.SZ,X600547.SH,X600176.SH,X000786.SZ,X600362.SH,X002466.SZ,X600426.SH,X000301.SZ,X600111.SH,X601600.SH,X600011.SH,X600352.SH,X600886.SH,X601898.SH,X600010.SH,X002353.SZ,X600219.SH,X600486.SH,X600803.SH,X600188.SH,X600801.SH,X601991.SH,X002080.SZ,X600795.SH,X600489.SH,X600299.SH,X601168.SH,X600688.SH,X600315.SH,X000723.SZ,X300037.SZ,X000932.SZ,X600549.SH,X600399.SH,X002409.SZ,X000807.SZ,X600027.SH,X000830.SZ,X600409.SH,X600157.SH,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.110244333414314,0,0,0,0,0,0.0417433888178033,-0.00721839473420091,-0.00289551306149009,0,0,0,0.0158061829530421,-0.0140345387098329,0,0,0,0,0,0,0,0,0,0.037436247131434,0,0,0,0.0492474181011819,0,0,0,0,0,0,0.0849213163491471,0,0,0,0,0,0,0,0,0,0,0,0.0192976197910212,0,0,-0.0061643586926167,-0.00285013804973137,0,0,0,0,0.000372266687190758,0,0
X600028.SH,0,0,0,0,0,0,0.0835125350363735,0.0911360359838943,-0.0314463073679812,0,0,0,0,6.93889390390723e-18,-0.0553845633468501,0.0386476455496382,-0.0317799480669762,0,3.46944695195361e-18,0,0,0,0.0404115766097418,0,-0.0338400009708952,0,0,0,0,0,0,0.035942388308035,0,0,0,0,0,0,0.0491863688787658,0,0.00523897720246472,0,0,0,0,0,0,0,0,0,0,0,-0.00517010954253365,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.122581067352357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545846825819977,0,0,0,0,0,0,0,0,0,0,0.0366227504132729,0,0,0,0.295051446195056,0.0965278718374715,0,0,0,0.0618760561743977,0.0278791357320147,0,0,0,0.0169867678241336,0.00887865567635591,0,0,0,-0.0116641506529591,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0361435184243638,0,0,0,0,0,0.00977928816907613,-0.0670779255362326,0,0,0,0,0,0,0.131765311090185,0,0,0,0,0,0.374830572158448,0,0,0,0,0,0,0.111849147702863,0,0,0,-0.0146255555712287,0.0933755525476704,0,-0.06400558030472,0,0,0,0,0,0,0,0,0.0290843058585973,0,0,0,0,-0.0338167746648278,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0327081526869672,0,-0.0474983213922392,0,0,-0.0475897375532304,0.00941240177939908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251221568394322,0,0,0,0,0,0.113694566390231,0,0,0,0,0,0,-0.0632026960839077,-0.0172782259316364,0,0,0,0.101668378626306,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.437465057695793,0.156280891330838,0,0.0300079521565224,0,0,0.195854110006924,0,0.100075713293855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347934317192061,0,0,0.293148131108206,0.0491283250074316,0,0,0,0,-0.111844397472502,0,0,-6.93889390390723e-18,0,0,-0.237187773544455,-0.0488597740599379,0,0,0,0,0.0419867062068529,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0688747323362109,0,-0.243715445755559,0,0,-0.0594514222010096,0.22074451898232,-0.0565614658873881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285624499219593,0,0,0,0.0511300569338,0,0,0,0,-0.184912784204067,0,0,0,0,0.0507859645637855,0,0,0,-0.0337759272292422,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021489065282819,0.00309069525335587,0,0,0.287575551860179,0.0466853652568503,0,0,0,0,0,0,0.12249555674506,0,0,0,0,0,0.0355601152881937,0,0,0,0,0,0.0181445796597959,0,0,0.041082833963944,0,0.100169138120058,0,0,0,0,0,0,0,-0.0516398044573596,-0.0194780060611233,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0892523643080376,0,0,0,0.160524708293034,0,0,0,0.00544007849203199,0,0,0.0709557121037966,0,0,0,0.0510186246972424,0,0,0,0,0,0,0,0,0,0,0.138231315255902,0,0,0,0,0,0,-0.135176646839588,0,0,0,0.0119057989326696,0,0,0,0.0508088075861034,0,0,0,0,-0.0276696486477018,0,0,0,0,0.00367753670788219,0,0
X002271.SZ,0,0,0,0,0,0,-0.0417202892512806,0,0.178669323686733,0,0,0,0,0,0.0237311796118463,0,0,0,0,0,0,0,0,0,0,0.0644118394770087,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137583819669761,0,0,0,0,0,0,0,0.191570521154752,0,0,0,0,-0.0165032215276727,-0.0484389885824543,0,0,0,0.0657800882682051,0,0
