,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X600516.SH,X601992.SH,X000629.SZ,X600299.SH,X000709.SZ,X600176.SH,X002466.SZ,X600808.SH,X002460.SZ,X600352.SH,X000825.SZ,X002110.SZ,X600489.SH,X600801.SH,X600339.SH,X300072.SZ,X601158.SH,X600583.SH,X600219.SH,X000553.SZ,X601699.SH,X000883.SZ,X000932.SZ,X000786.SZ,X600426.SH,X000959.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.165101296565075,0,0,0,-8.67361737988404e-19,0,0.054678576104734,0.235573122096343,0.214692891709695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339040659434427,0,0.345163935619712,-0.0660821751902752,0,0.0353602685662396,0,0,0,0,0,0,0,0,0,0,0.00522125340282707,0,0,0,0,0,0,0
X600028.SH,0.0327299297569797,0,0,0.314913180132944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475715688757722,0,0,0,0.0189561697144739,0,0,0,0,0,0,0,0,0,0.0231068863472475,0.0444554691579039,0,0,0,0.22562920340747,0,0,0,0.0200217494275053,0,0,0,-0.0992099253765511,-0.00801261217444189,0,0,0,0,0,0,0
X601088.SH,0.213663946395291,0,0,0,0.0855897750842362,0,0,0,0.163691046849639,0,0,0,0,0,0.10178278606828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156118197726321,0,0,0.00587018059952428,0.0030773109053941,0,0,0,0,0,0.112488749822037,0,0.0445649065353283,0,0,0,0,0,0.000968139194374397,0.00642819710868193,0,0,0,0,0,0
X600019.SH,0,0.125143175511922,0,0,0.0284064640265691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602362469288194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352119791744717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00308211391382732,-0.000749012105606094,0,0,0,0,0,0
X600585.SH,0,0,0.0314905159871507,0,0,0.016544543569179,0.0533925207622268,0,0,0,0,0,0,0,0,0,0,0,0.174293784401286,0,0,4.33680868994202e-19,0,0.0489942294297807,0,0,0,0,0,0,0,0,0,0,0.511138353220976,0.0569976075930637,0,0,0.129796920594204,0,0,0,0,0,0,0.0185508835775561,0,0,0,0.0166606906543295,0.00319286218281144,0,0,0,-0.0190256720533674,0,0
X600011.SH,0,0,0,0,0.129488043189987,0,0.00381666791547646,0,0,0,0,0,0,0,0,0,0,0,0,0.770895148702891,0,0,0,0,0,0,0,0,0,0.0443540722676128,0,0,0,-0.0885082963043083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267031768396613,0.0333633142542586,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307153029797884,0,0.174454644263425,-0.395260342346857,0,0,0,0,-0.422638716620531,0,0,0.21129132617694,0,-0.409887339399744,0,0,0,0,0,0,-0.0502416498038416,0,0,0.200238402206457,0,0.476362742575283,0,0,-0.153016212155998,0.0181140029253332,0.0417460430768577,0,0.123030832610149,0,1.38777878078145e-17,-0.141627686777586,0
X600010.SH,0.0930417905984233,0,0,0,0,0.013888017683013,0.109897189301225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225144037928131,0,0.0440796098289095,0,0,0,0.094577008038795,0,0,0,0.0205340127353084,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.212325328368045,0,0,0,0,0,0.00532794348264026,-0.0515731616770711,0,0,0,0,0,0
X601898.SH,0,0,0.399197452328866,0,0,0,0,0,0,0.352125830951976,0,0,0.0307619722053109,0,0.205437808995964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053404431154796,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.08221396988653,-0.0277136918214252,-0.0563898602709023,0,0,0,0,0,0
X601991.SH,3.46944695195361e-18,0.0306563431539673,0,0,0,0,0,0,0.167747920470096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964474097675753,0,0,0.00453430692508691,0,0,0,0,0.103063367383134,0,0,0,0,0,0.00819267267478162,0,0.0116665729426341,0,0,0,0,0.0203713654758985,0,0,0,-0.0274258654971775,0,0,0,0,0,0,0
