,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X601898.SH,X600547.SH,X002460.SZ,X601600.SH,X000792.SZ,X002466.SZ,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X600489.SH,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000539.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000630.SZ,X000723.SZ,X000933.SZ,X600995.SH,X600157.SH,X600612.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.899279943852539,0,0,0,0,0,0,0.0355080936829881,0,0,0,0,0,0,-0.191710932652812,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177255505797997,0,0.101630664965317,0,0,0,0.146708606876669,0,0,0,0,0,0.134646127919148,-0.128557526048611,0,0,0.0658417825236142,0,0,0,0,0,0,0,-0.116688875568107,0,0,0,0,0,0
X600028.SH,0.669036405005662,0,0,0,0,0,0.179344485275667,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900696866503952,0,0,0,0,0,0,0,0,0,0,0,0,-0.010241995247493,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720508796322333,0,0,0,-0.0557608073720275,0.00443002606308564,0.0471035972078169,0,0,0,0,0,0
X601088.SH,0.0531869960317365,0,0,0,-0.0159744069235863,0,0,0.369870254789286,0,0,0,0,0,0,0,0,0.0954903544012733,0,0,0,0.0872443944296166,0,0,0,0,0.106604502027099,0,0,0,0.00679697316979388,0,0,0,0,-0.0477843891026747,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.109352163225543,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,-0.0212720666453859,0,0,0,-0.0392437693253481,0,0.162344867909046,0.00607927987664628,0,0,0,0,0,0,0,0,0,0,0.0743750295815304,0,0,0,0.112050694076721,0,0,0,0,-0.00287681776132596,0,0,0,0,0,0,0.0304108023276462,0,0,0,0,0.20654019601414,0,0,0,0,0,0,0,0,0,0,0,0.0100727287711925,-0.0420162743792483,0,0,0,0,0,0
X600011.SH,0,0.161432188933722,-0.0430426856349225,0,0,0,0.270821952830564,0,0,0.0999408211412192,0,0,0,0,0.494518854134208,0,0,0,0,0,0,0,0,0,0,0,0,0.593450590168634,0,-0.0582631796954275,0,0,0,-0.100618467222779,0,-0.279436723092948,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0370980310794005,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226266972693078,0.0962100917852187,0.0951556869506906,0,0,0,0,0.0500518857690788,0,0.207583131801064,0,0.113640950175015,0,0,0,0.0914752263421561,0,0,0,0,0.0227472054985341,0,0,0,0,0,0,0.0256302206226873,0,0,0,0,0,0.0863482361780283,0,0,0,0,0
X600585.SH,-0.0489230286486318,0,0,0,0.150106913603263,0.124789695729891,0,0,0,0,0.357849601724761,0,0,0,0,0,0,0,0,0,0,0.0192629386063786,0,0,0,0,0,-0.200411248145208,0,0,0,0,0,0,0,0,0.0643478973577401,0.122728358249516,0,0,0,0,0,0,0,0,0,0,-0.140071716567382,0,0,-0.0418529713840142,-0.0189614885240881,0,0,0,0,0,0
X600188.SH,0,0,0.683280849290885,0,0,0,0,0,0,0,0,0,0,0,-0.263214339410634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.472456160194633,0.347875339506864,0,0,0.118841478214179,0,0.124041769476898,0,0,0,0,0.141748383686583,0,0,0.150379944233752,0,0,0,-0.0566692788191694,0.0467545153496106,0,0.0878476224711717,-0.131531673790166,0,0,0,0,0,0
X601898.SH,0.169746918619784,0,0.113062690196076,0,0,0,0,0.165853356458681,0,0,0,0,0.162589408414154,0.0648569174030142,0,0,0,0,0.0930658228205828,0,0.0446624191554056,0,-0.181430560177922,0,0,0,0.0127172354347766,0,0,0,0,0.0900894110600615,0.0867405844753648,-8.67361737988404e-19,-0.0251303705347024,0,-0.155254525352838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00855016377617156,0,0,0,0,0,0,0
X600547.SH,0,0.0984007201104483,0,0,0,0,0,0.0928161914186332,0,0,-0.0222257674301075,0,0,-0.0584498750504437,0,0,0,0,-0.194149069654602,0,-0.0742207846710217,0,0,0,0,0,0.144978936422947,0,0,0,0.799239203510915,0,0,0,0,0.18820066617788,0,0,0,0,0,0,0,0,-0.0213038976032209,0,0.0798451315913299,-0.162709112783707,0,0,0,-0.00673087276380299,0,0,0,0,0,0,0
