,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600188.SH,X600111.SH,X600157.SH,X600362.SH,X601992.SH,X002466.SZ,X600886.SH,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X000792.SZ,X601158.SH,X600489.SH,X600352.SH,X000898.SZ,X600583.SH,X300072.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000630.SZ,X000629.SZ,X000723.SZ,X000983.SZ,X600549.SH,X000060.SZ,X002470.SZ,X000959.SZ,X600021.SH,X002407.SZ,X600022.SH,X002460.SZ,X002075.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0455403912192714,0.0286622393982099,0,0,0,0,0.123698082600221,0,0,0.024478100055858,0,0,0,0,0,0,0,0,0.220638390986093,0,0,0,0,0,0.0898140597297995,0.0457838018684769,0,0,0,0,0,0.0139824473057156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555282921329892,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.00987039362985847,0.105186775599425,0,0,0,0,0,0,0.0575656978339089,0.0245976403484504,0,0.0259840757381745,0,0,0,0,0,0,0.0926221206777924,0,0,0,0,0.0816532380624964,0,0.085806007266156,0,0,0,0,0,0,0,0,0.0163370440662353,0.0515392541851785,0,0,0,-0.0446955104153844,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0722356009705103,0,0,0,0,0,0,0.0279056359523175,0,0,0,0.0310042580758249,0,0,0,0,0,0,0.161270342067765,0,0,0,0,0,0,0,0,0,0,0,0,0.164599822189868,0.0324074987725316,0.210072832509922,0,0,0,0,0,0,0,0,-0.0102656442434991,0,0,-0.0119691753070513,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0490912719524302,0,3.46944695195361e-18,0,0,0,0.282708500222001,0.00940120842592231,0,0,0,0,0,0.00856163606001406,0,0,0,0,0,0,0.0635660718783678,0,0,0,0,0.145308771025777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245615831571714,0,0,0,0,0,0,0,0,0,0.200099479786548,0,0,0,0,0.0781333944883385,0.0521863699548774,0,0,0,0,0.0219235135267394,0.0746715973235186,0.0270448975361453,-4.33680868994202e-19,0.0327254735334134,0,0,0,0,0.034789702919584,0.026649421673163,0.0369360677799185,0.0457543424854977,0,0,0,-0.0104641309319863,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0840814516654243,0,0.386016429648991,0,0,0,0,0.0285587633827729,0,0,0.0912087875166877,0,0,0,0,0,0,0,0,0,0,0,0,0.00393097229641345,0,0,0,0,0,0,0,0,0,0.149700406453174,0,0,0,0.0511051261096397,0,0.0152874243733812,0,0,0,0,0,0.0622571965080456,0.0430352107918087,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439315971070453,0,0,0,0,0.0655466928629279,0,0,0,0,0,0,0.00557105697544982,0,0,0,0.085746547580913,0,0.0789490463778678,0,0,0,0,0,0.259267859647946,0,0.0100336572750953,0,0,0,0.0598095364922233,0,0,0,0,0,0,0,-0.00433285143257564,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129993993303353,0.0664160283128046,0,0,0,0,0,0,0,0,0,0,0,0,0.436761849609493,0.111386314259008,0,0,0,0.115772388113212,0,0,0,0,0.153910798362976,0,0,0,0.101661568710037,0,0.00639525250469246,0,0,0,0,0,0,0,-0.0182895844120329,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0232245669528749,0,0,0,0,0,0.0417814583826294,0.01821587087463,0,0,0.0258676221580395,0,0.150377047964119,0,0,0,0.177045063406045,0,0,0.0728021232233416,0.0232334402419057,0,0,0,0.15419122550246,0.0719625196699519,0,0,0,0,0,0.110358265386897,0.00995644250680868,0.0571783727520774,0,0,0,0,0,0,0.0549298798614788,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072980118277004,0,0.0456214230032052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218583149410132,0,0.200720175783726,0.119361441322602,0,0,0.0737260379983455,0.0561652470740512,0,0,-0.0116884091132536,0,0,0.01654390335052,0,0,0.367731423766593,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.00781499980026498,0,0,0,0.0729522454833411,0,0,0.0480807606479788,0,0,0,0,0,0,0.00815212113325993,0,0,0,0,0,0,0,0,0.241211030888548,0,0,0,0,0,0.0928324479344655,0.0994216368034295,0,0,0,0,0,0,0,0,0,0,0,0,0.0150643073426105,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101534802808565,0,0,0,0,0,0,0,0,0.176964994267346,0,0,0,0.197486000140031,0,0.0134803862101207,0,0.0648020398009078,0,0,0,0,0.114943924228797,0,0,0.0454414960800081,0,0,0,0.018803432210724,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0253514913702697,0.228386156203712,0,0,0,0,0,0,0,0.0250457888974469,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.183379787224424,0,0,0.130218560370979,0.031807800867653,0,0.00607121006500165,0,0,0,0.0156251558284908,0,0,0,0,0,0.0527719212442555,0,0,0,0.0279554711064706,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0.0627149617163327,0,0,0,0,0,0,0,0,0,0,-0.150458354523046,0.0269804843345617,0,0.398704434611914,0,0,0,0,0.093366152157671,0,0.106282435229185,-6.93889390390723e-18,0,-0.0600527380541321,0,0,0.0218963446737465,0,0,0,0,0,0,0,0,0,0,0,0.153577744553077,0.0227228273601975,0,0.00995453626479594,0,0.403942397899569,0,-0.0273031163389886,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.27769882621789,0,0,0.0635894742294249,0,0.0522912343033961,0,0,0,0.0160418992310713,0,0,0,0.116541827193564,-0.293156409972299,0,0,0,0,0,0,0,0.0879523068715392,0,0,-0.0281104195812678,0,0,0,0,0,0,0,0,0,0.237948251233813,0,0,0,0.154557941032562,0,0,0,0,0.143036484305635,0,0,0,-0.0359579621219667,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.135876292309447,0,0.0423958800969277,0,0,0,0,0,0,0,0,0,0,0,0,0.0194687959371956,0,0,0,0,0,0.0564112098730132,0,0,0.0312253745932184,0.0791716050995224,0.0571048411775078,0.0805758034597796,0,0,0,0.128580127911896,0,0,6.93889390390723e-18,0,0.270554525567709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.00283929582951293,0.422231623039201,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0214658100830941,0,0,0,0,0,0.158701733260488,0,0,0,0.0162018010632295,0,0,0,0,0.0649801255637344,0.0780007445489542,0,0.0891992622183461,0.0248145701578149,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578874435032137,0,0,0,0,-0.0271070660670942,0.0500512632209038,0,0,0,0,0.21603777178006,-0.0211600334525306,0,0,0.145636047864183,0,0,0,0,0,0,0,0.0229609422414628,0,0.129995051329106,0,0,0.187900317538517,0,-0.0367626923192441,0,-0.041579780194713,0,0,0.122097313174155,0,0,-0.0109523744542441,0.0389093028007822,0,0.244387251006845,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0487762649175065,0,0,0,0,0,0,0.00506420131999611,0,0,0,0,0,0.0566543842136596,0,0,0,0,0.0436613299678893,0,0,0,0,0,0,0.262008189129476,0,0,0,0,0,0.0877684647023129,0,0,0,0,0,0,0,0.060120703606875,0,-4.33680868994202e-19,0,0,0,-0.0287285069416602,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.197777108989886,0,0,0,0.164432151006816,0.170727260335208,0,0,0,0,0,0,-0.156082429653515,0,0,0,0,0.0252071526495659,0,0,0,0,0,0,0,0,0.146290664964458,0,0,0,0,0,0,0,-0.179926371463491,0,0.320359102454854,0,0.284761643365007,0.0369720961835593,0,0,0.0134170226757539,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0522872934739491,0,0,0,0.0992415589319903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386719051208003,0,0,0.207777353602111,0,0.129967406415049,0,0,0.0345861593595339,0.0678028331752862,0,0,0,0.00205584114800396,0.0578576636919315,0,0,0,0,0.00419244188376646,0,0.0340715402476111,0,0,0,0.00209132939960381,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0195108473116475,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0539191460901304,0,0,0,0,0,0.0731686578099153,0,0,0,0,0,0,-0.0186358378206705,0,0.947723568032015,0,0,0,-0.038556144876724,0,0,-0.252267186343895,0.0883856092127018,0.0946447564502991,0,0,0.0153749315219758,0,0,0,0,0.0881363462136593,0,0,-8.67361737988404e-19,0,0,0.00802738264202861,0,8.67361737988404e-19,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.370708633761734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677447859142339,0,0,0.10821019706202,0,0,0,0,0.0459554206086737,0,0,0.132541065799869,0.0635170732471508,0,0,0,0,0,0,0,0,0,0.121611366053776,0.15685822863076,0,-0.042976013630696,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.138726113789118,0,0,0,0,0,0,-0.0246049239496421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858005534389443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324962039303193,0.0677572532463312,0,0.0582775143440086,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306504016233164,0,0,0,0,0.0588398671876261,0,0,0,0,0,0,0,0.374219473578452,0,0,0,0,0,0,0,0,0,0,0.0976898235953475,0,0,0.0638799398464539,0.0262441845314075,0,0.0691403231002436,0,0,0,-2.77555756156289e-17,0,-6.93889390390723e-18,0,0,0.036924659322577,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360346058235246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482349639833653,0,0,0,0,0,0,0,0,0.02621490716905,0.0753423243125734,0.0421645275474908,0,0,0,0,0.205885386099539,0,0.000225062518132924,0,0,0.0403736299535331,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141544219520888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140170393033946,0,0.00366930801567104,0,0,0,0.117184290642723,0,0.103068094341847,0.0668731586368899,0,0,0,0,0,0.0239025870580413,0.0545265480195347,0,0.14558474612603,0.151731174985779,0,0,0.00371541840495863,0,0,0,0,0,0,0
