,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X600362.SH,X002271.SZ,X600795.SH,X000877.SZ,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600489.SH,X600803.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X002080.SZ,X600612.SH,X600985.SH,X600688.SH,X000539.SZ,X300037.SZ,X002353.SZ,X600096.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.05730149670034,0,0,0,0,0,0,0,0,-0.0100095836853856,0,0,0,0,0,0,0,0,0.020904609370082,0,0,0,0,0,0,0,0,0,0.131429508346696,0,0,0,-0.0199370760824993,0,0,0.0177874499016732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365576134607875,0,0,0,0,0,0,0
X600028.SH,0.433286913514282,0,0,0,0,0,0,0,0.334904213472848,0,0,0,0,0,0,0,-0.00118555579646332,-0.0165741245230475,0,0,0,0,0,0,0,0,0,0,-0.0790265385715647,0,0.0676676943572202,0,0,0,0,0,0,0.103412204312119,0,0,0,0,0,0,0,-0.011881729591845,0,-0.0310872203889397,-0.230103659965866,2.16840434497101e-19,-0.0191922938322629,0,0.0319292031398288,0,0,0,0,0,0
X601088.SH,0,0.176888270232247,0,0,0.200406147487755,0,0,-0.0180526221003377,0,0,0,0,0,0,0,0,0.10250178115508,0,0,0,0.0107960729755062,0.0818255225058891,0.0187806582890089,0,0,0,0,0.0704472181184056,0,0,0,0,0,0,0,0.0774426749743427,-0.0504926673537998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0312425395164153,0,0,0,0,0.0748465411835778,0,-0.0173140586212666,0,0,0,0.0147881371325784,0,0.129885060491363,0.0963915950741758,0,0,0,0,0,0,0,0.123577340829628,0,0,0,0,0,0,0,0.00909908560984155,0,0,0,0,0,0.00510200131161311,0,0,0,-0.0239745507623106,0,0,0,0,0,0,0,0,0,0,0,-0.00394588030647074,0,0,0,0,0,0
X600188.SH,8.67361737988404e-19,0,0.717729613204697,0,0,0,0,0,0,-0.421477356917128,0.110271046753611,0,0,0,0,0,0,0,0,0,0,0,-0.0571580740913937,0,0,0.211393539182977,0.115500115807526,0,0,0,0,0,0,0,-0.0778769711245181,0,0,0,0,0,0,0,-0.0567221719652373,0,0,0.0351924874856764,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00245067792478132,0,0,-0.0154495677195461,0,0,0,0,0,0,0,0,0,0,0,0.262950876808484,0,0,0,0,0.15377471654064,0,0,0,0,0,0.124451788166999,0,0,0,0.274694864930681,0,-0.011923416421893,-0.0285739171421397,0,0,0,0,-0.0185715430599363,0,0,0,-0.207307985310589,0,0,0,-0.0197437459170874,-0.00956777663330005,0.0382819915082829,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.088377543381227,0,0,0.0419932451374551,0,0,-0.0246790995367777,-0.105021233787141,0,0,0,0,0,0,0,0.130221585668785,0,0,0,0,0,-0.128621057793833,0,0,-3.46944695195361e-18,0,0.0607303094943145,0,0,-0.0365126643968774,0.22569381256604,0,0,0,0,0,0,0,0,0,0.177742217846246,0,0,0,0,0.052010750000653,0,0,0,0,0,0
X600011.SH,0,0,-0.42488330270227,0,-0.0995388542341894,0,0,0,0,0.0656690385772204,0,0,0,0,0,0.149178846163881,0,0,0,0,0,0,0,0,-0.0333560139484146,0,0,-0.031703487040786,0.444127975645708,0,0,-0.191492611556796,0,0,0,0,0,0,0,0,0,-0.0914918080737587,0,0,0,0.0746401880888708,0,0,0,0,0,-0.0122207566554946,0.0712965506966889,0,0,0,0,0,0
X601898.SH,0.0787591773087437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598092437009795,0,0,0,0,0,0,0,0.00943846255799458,0.236105896292958,0.139045954402641,0,0,0,0.156782881469294,0,0,0,0,0.116389186500765,-0.11485286800169,0,0.0610533958489732,0,0.0731105826691336,0.0189718286953817,0,0,0,0,-0.129754270787871,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.1976763137704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037626927884742,0,0.05983570942693,-0.0247978320584036,0,0,0,0,0,0.382045706050915,0.0969656388497756,0,0,0,0,0,0,0,0,-0.13376755084548,0,-0.0272229474444344,0.123310703302783,0,0,0,0.0405360756858002,0.10412781567215,0,0,0.0040482639001586,-0.0287157399994568,0,0,0,0,0,0,0
X601600.SH,0.0470555632990323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145235196881408,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497374168405022,0.610229681131621,0,0.0535693756410145,0,0,-0.0585673664486205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00353792701702012,0,0,0,0,0,0
X600660.SH,0,0,0,0.0827082945246719,0,0,0,0,0,0,0.0512221519263616,0,0,0,0.114620588274842,0,0,0,0,0,0,0,0,0,-0.0431583197785781,0,0,0,0.00922629414763677,0,0,0,0,0,0.15576190455842,0,0,0,0,0,0,0,0.0515837691886318,0,0,-0.0732312923186761,0.0378991907371202,0,0,0,0,0,0.0142826418618116,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0875352806903782,0,0,0,0,0,0.300815207742008,0,0,0.0195053705371319,0,0.0382029600083916,0.0427460155747557,0,0,0,0.0225579901153918,0,0.0627532563286967,-3.46944695195361e-18,0,0,0,0.0663945136083805,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0603425385573312,0,-0.0273123816108967,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0114731465378344,0,0,0,0.799710278617221,0,0,0,0.105350818840608,0.0140325937162401,0,0,0,0,0,0,0,0,-0.0423789203156823,0,0,0,0,-0.0371128611259006,0,0,0,0,0,0,0,0,-0.0199287685212068,0,0,-0.00720634270655335,0.142937926778822,0,0,0,0,-0.0396551581129713,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,-0.0194069419688944,0,0,0.0676411678443392,0.642243091028687,0,-0.0582385377391774,0,0,0,0,0,0,0.0375891930033759,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00588133844549056,0,0,0,0,0.0641248947000459,0.187361511266606,0.084711430449163,0,0,0,0,0,-0.0322778103812439,0,0,0.022624106344277,-0.0504323065030864,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.144462238489876,0,-2.16840434497101e-19,0,0,0,-0.0703160602371166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143925996344951,0.292967127183308,0,0.111422183352986,0,0,0,0.0104315385450324,-0.0411864276002517,0,0,-9.50140680356336e-05,0,0,0,0,0,0,-0.011945688260328,0,0,0,0.0302771192396604,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0446660399632858,0,0,0,-0.0263704548085109,0,0.200645462213918,0,0,0,0.121983265703638,0,0,0,0,0,0.103528660717349,0,-0.085046200539073,0.0473693071879721,0,0,0,0,0,-0.0662555797406803,0,0,0,-0.0657984960398032,0,0,0,0,0,0,0.566217404248839,0,0,-0.0283705270545145,0,0.0228714122616796,0,0,0,0,0,0.0423177779158268,-0.0474006129109994,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0460674160831944,0,0.00708221301906701,0,0,0.0386189403226901,0,0,0,0,0.0403936644154172,0.32630967315821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216934916760242,0,0,0,0,0,0,0,0,0.0359866027552786,0.139869675971321,0,0.00837532569191731,0,0,0.009077801949692,0,0,0,0,0,0,-0.0167632689759969,0,0,0,0,0,0
X000301.SZ,0.061196065396487,0,0,0,0.0110330694527009,0,0,0,0,0.0349263014782991,0,0,0,0.219696249577672,0,0,0,0,0,0.0594936971515776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908638876986499,0,0,0.0247358845090685,0,0,0,0,0,0,0,0,0,0.103314403017053,0,0,0,-0.00912331578598435,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0808004784164289,0,6.93889390390723e-18,0.0704446537969477,0,0,0,0,0,0,0,0,0.199534540517687,0.04972679182761,0,0.0701349770971878,0,0.0538276304838864,0,0,0,0,0,-0.165099118928563,0.268336492042607,0,0,0,0,0,0,0,0,0,0,0.0669171520385754,0,0,0,0,0,0,0.0356036057943837,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.378784711845435,0,0,0,-0.121333251808809,0,-0.0169399423986874,0,0,0,0.048139551029277,0,0,0,0,0,0,0,0.101271490633358,0,0,0,-0.097716397323604,0,0.117509984079772,0,0,0,0,0,0,0,0,0,0,0,0.211868321317582,0.00534125319691563,0,0,0,0.0354785348841662,1.38777878078145e-17,0,0,0,0.0219471372736892,0,0.00648091297021291,0,0,0,0,0,0
X600362.SH,0,0.137003161860272,0.110275971573854,0,0,0.0281733492691995,0,0,0,0.0324166992585412,0.143340286259348,0,0,0,0.0212408700128408,0,0.055672904880086,0,0.0244246971045394,0.0589451111596954,0,0,0,0,0,0,0,0,0,0.0956468610313444,0,6.93889390390723e-18,0,0,0.000874102220769001,0,0,0,0,0,0,0,0,0,0,0,0,0.00131504397495218,0,0,0,-0.00436515441304522,0,0,0,0,0,0,0
X002271.SZ,0.081424376020146,0,0,0,0,0,0.417766475838422,0,0,0,0,0,0,0,0,0,0,0,0,0.269701448989509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470231078079811,0,0,-0.0665262718582953,0,0,0,-0.215102128743377,0,0,0.160295772096369,0,-0.0397163258599552,0,0,0,0.0383717658259644,0,0.0568314125664936,0.023932368778395,0,0,0,0,0,0
