,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X000708.SZ,X600010.SH,X000301.SZ,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X000786.SZ,X601991.SH,X600489.SH,X002271.SZ,X600985.SH,X600160.SH,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X600176.SH,X000932.SZ,X600348.SH,X601168.SH,X600219.SH,X600612.SH,X002128.SZ,X600688.SH,X300037.SZ,X000027.SZ,X600157.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.334777710502598,0.13415248626671,0.0470854665707791,0,0,0,0,0,0,0.0424039941557387,0.0328886606155519,-0.267578521632765,0,0,0.0196983182883194,0,0.0936333607541798,0,0,0,0,0,0,0,0,0.00216933052262535,0,0,0,0,0,0,0,0,0,0.0933505748792824,0.0302152868895587,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141122628315042,0.00865154722152474,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.297925307228109,0,0,0,0,0,0,0,0,0,0,-0.0238468978021588,0,0.0169721827214362,0,0,0,0,0,0,0.0964110376569774,-0.153573817969099,0,0,0,0,0,0,0.168144325396083,0,0,0,0,0.118375382453811,1.73472347597681e-18,0,0,0,0,0,0,0,-0.00766841406647648,0,0,0,0,0.00544582674832017,0.00862959014831006,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.106220427490479,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.245193580641183,0.0891505504831275,0,0,0,0,0,0,0,0,0,0,0,0.427040648971712,0,0.0914989661841535,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0207478126951318,0.00954470881943206,0,-0.0213058993957891,0,0,0,0
X600309.SH,0.156607566421177,0,0,0,0.0792607801329445,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126818010558074,0,0,0,0,0,0,0.125540634699834,0.0280211762158459,-0.019755421221851,0,0,-0.0302133052170285,0.29798847869824,0,0,0,0.171563987600069,0,0,0,0,0,-0.0919717970309217,0.240159810103822,0,0.241584471324334,0,0,-0.144129484614123,0,-0.0678199976883358,0.0546868750539358,-0.0728798334109781,0,0,0,0,0
X600188.SH,0,0.144200437665222,0,0.114377421090545,0,0.179015729000157,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.30960910207866,0,0,0,0,0.0315972622402336,0.144756145882555,0,0,0,0,0,0,0,0.0436330296206254,0,0,0,0,0,0,0,0,0.0524674515412945,0,0,0,0,0,-0.070235556083887,0,0,0.0269042586542441,0,-0.00449565023908606,-0.00655644591857884,0,0,0,0,0,0
X601898.SH,0.0438355975287754,0,0,0,0.111632435232333,0,0,0,0,0.172199576940551,0,0,0,0,-0.0386905010346301,0,0.0352254561364245,0,0,0,0,0,0,0.188497652108237,0,0,0,0,0,0,0,0,0.158386021254075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455681745171985,0.0330592584504593,-0.0160260078102726,0,0,0,0,0,0
X600011.SH,0,0,0,0.0241902555273825,0,0,0,0,0,0.160890917717795,0,0,0,-0.00498790986772293,0,0,0,0,0,-0.0350620645043208,0,0,0,0,0.417332554563857,0,0,0,0,0,0,0.00493298480786956,-0.0365713553908333,0,0,0,0,0,0,0,0,0,0,0,0.126061086575922,0,0,0,0,0,0,0.00331558163359459,-1.0842021724855e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.014136285437508,0,0,0,0,0,0.0127581622782207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128996338938015,0,0,0,0,0,0,0,0.173157585469236,0,0.306999785004906,0,0,0,0,0,0,0,0,0,0.01141833159389,0.000516640473941403,0.0204422369455991,0,0,0,0,0
X600585.SH,0.171350198226341,0,0,0.116895491633082,0,0,0,0,0,0,0,0,0,0,0,0.154672034431981,0,0,0,0,0,0,0,0,0,0,0,0.0336056412361181,-8.67361737988404e-19,-0.0129233445551443,-0.0524079173544834,0.0446549921958863,0,0,0,0,0,4.33680868994202e-19,0.066295361878785,0,0,0,0,0,0,0,0,0,0,0.0215324109438237,0,0.0128563123094826,0.00194346948930207,0,0,0,0,0,0
X600886.SH,0,0.218486243186576,0,0,0,0.0845922228139648,0.00948543464502271,-0.0414529418299261,0,0,-1.73472347597681e-18,0,0,0,0,0,0.401579358781557,0,0,-0.0881780378151192,0,0,0,0,0,0,0,0,-0.0878778430677015,0,0,0.0490063067151054,0.0383694040788968,0.0311804707281553,0,-0.0313086191766721,0,0,0,0,0,0,0,0,0,0,0.0410040867011356,0,0,0,0.0604604363159767,-0.0146150177646804,0.0164775097128835,0,0,0,-0.0178801070330493,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.120266681405066,0,0,0,0,0,0,0,0,0,0,0,0.043913873428236,0,0,0,-0.0184198669833037,0,0,-0.138170421487358,0,0.0237860921427845,0,0,0,0,0,0,0,0,0,0,0,0,0.00417742595480901,0.114528461765619,0,0,0,0.0193034504281673,0,0.289491899762922,0,0,0,0,0
X601600.SH,0.0162396571709347,0,0.000609549230739718,0,0,0,0,0.329228511950637,0,0,0,0,0,0,0.0837434869537755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567621406991747,0,0,0,0.214287288743847,0.121103755035838,0.0894835340492183,0,0,0,0.10112137055865,0,0,0,0,0,0,0,0,0,-0.0299243615583786,0.0288386568652847,0,0,0,0,0,0
X600547.SH,0,0,0,0.0672243672218783,0.0167427261695629,0,0,0,0,0,0.0216367677733905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582004603266362,0,0,0,0,1.38777878078145e-17,0.0244676146994234,0,0,0,0,0,0.0363326720204761,0.100593121451297,0,0,0,0,0,0,-0.0949750578004491,0.00634099679649137,-0.0104259649162175,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0633433582334889,0,0,0.791791625227743,0,-0.0412197071885695,0,0,0.269597896084607,0,0,0,0,0,-0.184545690128805,0,0,0,0.0758728998640159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012945328165887,0,0,0,0.0766676686556934,-0.00950142504390239,-0.0125186719854874,0,0,0,0,0,0
