,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X002271.SZ,X601991.SH,X600426.SH,X600027.SH,X600803.SH,X600362.SH,X600176.SH,X000983.SZ,X000408.SZ,X000723.SZ,X601699.SH,X600096.SH,X600348.SH,X000629.SZ,X000786.SZ,X600141.SH,X600219.SH,X000933.SZ,X600160.SH,X600995.SH,X000807.SZ,X300073.SZ,X002353.SZ,X600157.SH,X002080.SZ,X600801.SH,X600985.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0285249303572077,0,0,0,0,0,0,0,0,0,0,0,0,-0.0537228782575476,0,0,0,0,0,0.298017139342012,0,0,0.129752649331278,0,0,0,-0.0510549977421326,0,0,0,0,0,0,0,0,0,-0.0290847179261642,0,0,0,0,0,-0.0182191849154477,0,0,0,-0.0032610475692133,0,0
X601088.SH,0,0,0,0.0368652109088288,0.290337192091778,0.189660850866697,0,0,0,0.263227932158724,0.216049915892687,0,0,0,0,0,0,0,0.0235160455525975,0,0,0,0,0,0,0,0,0,0,0.0904169936719352,0.0371217773672146,0,0,0,0,-0.148931275180912,0,0,0,0,0,-0.127994330329993,0,0,0,0,0,0,0,0,0,0,0.0397818748792629,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0146048007597982,0,0.0381996536836156,0,0,0.00285630858747274,0,0,0,0,0.0464781640248523,0,0,0,0,0,0,0,0,0,0,0.0335280490483147,0,0,0.0901347398877794,0,0,0,0,-0.0185025923235986,0.0103449295592438,0,0,0,0,0,0,0,0,0.0194378812460991,0,0,0,0,0,0,0.00496465153826074,0,0,0,0,-0.0111513065230608,0,0
X600309.SH,0,0.071758448768695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331185213059983,0,0,0,0,0,0,0,0,0.0177321045958479,0,0,0.0588488902401761,0,0,0,0.101759587252598,0,-0.0332904430919979,0,0,0,0,0,0.0918970730537651,0.0634268269160981,0.0270620028570091,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00605711640152377,0,0
X600188.SH,0,0.0501819281740673,0,0,0,0,0,0,0,0.621809990910124,0,0,0,-2.16840434497101e-19,0,-0.0633653121412682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194093270152224,0,0,0,0,0,0.0335827803410987,0,0,0,0,-0.00136233199612075,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0881423079611074,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.513900517900911,-0.048566052493238,0.396515087607489,0,0,0.0319849054351119,0,0,0,0,0,0.0655414651081467,0,0,0,0,0,-0.127064142713673,0,-0.0454862271213216,0,0,0,0,0.250056799787323,0,0,0,0,-0.116575543473992,0,0.058744407051476,0,-0.0811341701704489,0,0,0,0,0.196988855419949,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0
X002460.SZ,0,0,0,0,0,0.354261011944737,0,-0.20253347096595,0,0,0,0.120888976993986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180740865511424,0,0,0,0,0.116372960465151,0,0,0.049049097476821,0.0835349187791016,0,0.0832372624884232,0,0.0815652321793907,0,0,0,0,0,0,0,0,0,0,0,0.0296580507514691,-0.0821970202173031,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929268348465512,0,0,0,0,0,0,0,0,0,0.0348983858627883,0,0.0117611735361064,0,0,0.0494520965334417,0,0,0.0577748766487964,0,0,0,0,0,0,0.0387665850627663,0.296619804014634,0,0,0,0.0207917197899904,0.0180171421679869,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.21243539963907,0.15886601418179,0,0,0,0.109378065402033,0,0,0,0,0,0.0679438072279206,0,0,0.078907066199132,0,0,0,0,0,0,0,0,0,0,0.130041355360431,0,0,0,0.0558710094217118,0,0.071731989245147,0,0.0878339605786404,0,0,0,0,-0.0190480307056471,0,0,0,0,0,0,0,0,0.0455878426525392,0,0,0,-0.10953463403523,0,0
X601898.SH,0,0.031444160786525,0,0,0.0716070648616013,0,-0.00307969207624645,0,0,0,0.0376944508227306,0,0,0,0,0,0,0,0,0,0,0,-0.0470714420926296,0,0,0,0,0,0,0.391865039939118,0,0,0,0.131866131338797,0,0,0,0,0,0,0,0,0,0,0.198422484487624,0,0,0,0,0,0,0,-0.0435814304951612,0,0,0,0,0,0
