,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600660.SH,X000877.SZ,X600011.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X000983.SZ,X600176.SH,X600362.SH,X600426.SH,X600096.SH,X600803.SH,X000408.SZ,X601699.SH,X000723.SZ,X000786.SZ,X600141.SH,X601991.SH,X600486.SH,X600219.SH,X600295.SH,X002353.SZ,X000807.SZ,X002192.SZ,X600801.SH,X300073.SZ,X600985.SH,X600157.SH,X600027.SH,X002080.SZ,X000630.SZ,X000683.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0750037468194723,0.00578255213546729,0,0,0,0,0,0,0,0,0,0,0,0.108809355315403,0.176772432106327,0,0,0,0,0,0,0.0199313168306176,0,0,0,0,0,3.46944695195361e-18,0.0395949245116519,0.0303831013209134,0,-0.0448497296780096,0,0,0,0,0,0,0.257335213542819,0,0,0,-0.0180665132608933,-0.0446932176445673,0,0,0,0,0,0
X601088.SH,0.156632907164276,0,0,0,0.063962081399499,0,0,0,0,0,0.145317856915373,0,0,0,0,0,0,0,0,0,0,0,0.0525957856108565,0.0231757636712345,0,0,0,0.0615574665551377,0,0,0,0,0,0,0,0,0,0,0,0.0247075457121495,0,0,0,0.199113835689803,0,0,0,0,0.0126842374745975,0,0,0.030733077364971,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.00263034271448322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789433381622252,0,0,0,0,0,0,0.10492773374209,0,0,0,0,0.0304361506061173,0,0,0,0.0301932190288644,0.0116241074862717,0.0591661541618865,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257441639299294,-0.0164511573080334,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.053820965795685,0,0,0,0,0,0,0,0,0.115380977570557,0.275357641580739,-0.0331489644711356,0.0780204576004013,0,0.0779375743636456,0,0,0,0,0,0,0,0.0484074721806837,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0276347882857102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.299799431922046,0,0,0,0,0,0.0554634481175484,0,0,0,0,0,0,0,-0.0670810285710238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935563537344014,0,0.0250493166128882,0,0,0,0,0,0,0.140812220040116,0,0,0,0.380125786370525,0,0,0,0,0,0,0.180157835918957,0.0558521554889301,-0.0475108752055397,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0364797133381773,-0.00899726048323289,0,0,0,0.16104056399538,0,0,0,0,0,0,0,0.0678492056840374,0,0,0,0.0679056182777393,0,0,0.0743941330771994,0,0,-0.00525384348850121,0,0,0,0.0549319716047259,0,0,0,0,0,0,0.198854368335894,0,0,0,0.168100114266178,0,0,0,0,-0.0347931213401483,-0.025718407951,-0.0106650758588245,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.443947284882046,0,0,0.227961012821307,0,0,0,0.0442012664947922,0,0,0,0,0,0,0,0.111089007041723,0,0,-0.0626513563130719,0,0.108646413105545,0,0.0841117398334553,0,0,-0.0543953262840727,0,0,0,0.0123800599068837,-0.0195564106459827,0,0,0,0.103044900788529,0,0,0,0,0.030571927884631,0,0,0,-0.00309334766553434,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.16293402569655,0,0,0,0.342896878664512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648321191642968,0,0,0,0,0.0440022849166416,0.120859871013247,0,0,0,0.239606400381594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398622181583563,0,0,0,-0.0173796260300952,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0973563226201586,-0.179156413238746,0.71822111020712,0,0,0,0,0,0,0,-0.0737980693448291,0.0466788899665468,0,0,0,0,0,0,0,0.0819991954224187,0,0,0,0.0317322514785793,0,0,0,0,0,0.107744355544238,0.0745708168789179,0.0761783767437986,0,0,0,0.00253227428786294,0.104836086428931,0,0,0,0,0,0,0,0,0,0,0.00783727942962973,-0.0331654097685335,0,0,0,0,0,0
X600019.SH,0.121088921075652,0,0,0,0,0,0,0,-0.0370942364906618,0,0,0,0,0,0,0,0,0.220489180389712,0,0,0,0,0,0,0,0,0,0,0,0,0.00590505804027849,0,0,0,0,0,0.152893958404365,0.0218821160248965,0,0,0,0,0,0.133736837676271,0,0.0781890170867507,0,0,0,0,0,0,0,0,0,0,0,0,0
