,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X600362.SH,X000792.SZ,X002466.SZ,X002460.SZ,X000708.SZ,X600027.SH,X600010.SH,X600111.SH,X000301.SZ,X601699.SH,X600489.SH,X000983.SZ,X600160.SH,X600803.SH,X600426.SH,X000877.SZ,X601991.SH,X000933.SZ,X000807.SZ,X000630.SZ,X600985.SH,X000408.SZ,X000786.SZ,X601168.SH,X600176.SH,X002128.SZ,X600612.SH,X600219.SH,X600096.SH,X000883.SZ,X000932.SZ,X600348.SH,X002271.SZ,X000027.SZ,X601666.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.247831435662517,0.00861221481052877,0,0,0.0512929444031946,0,0,0.0214753414255059,0.0695001382031231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915615155754483,0,0,0,0,0,0,0,0,0,0,0.0711749078109186,0,0,0,0,0,0,0,0,0,0,0,-0.0261814111330405,0,0,0,0,0.0364891329011893,-0.0276058555917681,0.0377473870028191,0,0,0,0,0
X601088.SH,0.0240188376803617,0,0,0,0.211097346396623,0,0.190524516723532,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.00880233336455731,0,0,0,0,0,0,0,0.0574283627459401,0,0,-0.0556979513087169,0,0,0,0,0,0.106769138112645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088179045986565,0,0,0.00195195826346894,-0.0342290823286496,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.000524769860346976,0,0,0.0137598721258445,0,0,0,0,0.0404435086191701,0,0,-0.0133250332566548,-0.146455840324857,0,0,0,0,0,0,0.0944437984727049,0,0.0145249584830944,0,0,0,0,0,0,0,0,0,0,0.155167900039034,0,0,0,0,0,0,0.062381745022081,0,-0.0781758603349983,0,0.112013046399299,0,0,0.0221419654764455,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107930075980117,0,-0.0488409426997058,0,0,0,0.0768738623173452,0,0.130592674046301,-0.0534001127989277,0,0,0.138532341615994,0,0.328101591202802,0,0,0,0.0398283420293021,0,0,0,0,0,0.100557245545603,0,-0.165434971128628,0,0,0,0,0,0.0406510389180842,0,0,0.0720234798194707,0,-3.46944695195361e-18,-0.055757988381244,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.152244820501755,0,0,0,0,0,0,0,0.0170413266632961,0,0,0,-0.0332527971678661,0.0184143581392481,0,0,0,0,0.348098810067912,0.113908795883965,0.164741394456253,0,0,0,0,0,0,0,0.0121451200516286,0,0,0,0,0,0.109998405280136,0,0,0,0,0,0.0348103969706114,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.542444036674788,0,-0.0141483360312504,0,0.0934349768479314,0,0,0,0,0,0,-0.0709619523126482,0,0,0,0,0,0.42736188601584,0,0,0,0,0,0,0,0,0,0,0.267843208847168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600011.SH,0.0197207374865901,0,0,0,0,0.154528242043788,0,0,0,0,0,0,0,0.182267620586539,0,0,0,0,0,0.233396984732081,0,0,0,0,0,0,0,0,0,-0.0110974104265368,0.184245315201381,0,0,0,0,0,0,0.00182868568874839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173487320749012,-0.0390987180506617,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0906382950457685,0,0,0,0,0,0,0,0,0.0320268492220665,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0569117547960286,0,0,0,0,0,0,0,0.00632454215342998,0,0,0,-0.0160170409749648,0.0717739542101406,0,0,0,0,0,0,0.117662606886039,0,0,0,0,-0.0468439961645644,0,-0.0121140514753788,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.296709147263884,-0.0311464107234323,0,0,0,0,0,0,0,0,0,0,-0.00914193781549085,-0.0506287627368479,0,0,0,0,0,0,0.856219747933939,0,0,0,0,0,0,0.14138700415895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036893077288678,0,0,0,0,0,-0.00171623386227826,-0.0624225541369701,0,0,0,0,0
X601600.SH,0.323980165385156,0,0,0,0,0,0,0,-0.0154065179903919,0,0,0,0,0,0,0,0,0,0,0.112246582215766,0,0,0,0,0,0,0.0891200924132147,0,0.0320289706350494,0,0,0,0.179598990224638,0,0,0,0,0.130948958835431,0,0,0.186981396351721,0,0,0,0,0,0,0,0,0,0,0,0.00321539077408688,0.0896554061476667,0,0,0,0,0
X600585.SH,0,0,0,0.0206416312183961,0,0.0740133736469059,0,0,0.0214632240815242,0,0,0,0,0,0,0,0,0,0,0,0.127727629672465,0,0,0,0,-0.0100647025368006,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.156577545730249,0,0.119746806103909,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.0209316536805284,-0.17777882057239,0,0,0,0,0
X600660.SH,0.0661407474066111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018317880103435,-0.0348942997983426,0,0,0,0,0,0,0.156034256947016,0,0,0.0281463134986931,0,0,0,0,0,-0.104605673331459,0,0.0816844176807094,-0.0347713269020179,0,0,0,0,0,-0.097079154632009,0,0,0,0,0,0.0637586120660472,0,0,0,0,0,0
X600886.SH,0,0.0495786002625014,0,0,0.105357708172726,0,0,0,0,0,0,0.0372591069742796,0,0.359070574364317,0,0,-0.0244132270352418,0,0,0.0112082260041338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028389359117726,0,0,0,0.0399248754982731,0,0,0,0,0.132060138838897,0,0,0,-0.00110961835799781,0,0.017626838053491,-0.0671888883056724,0,-0.0184283664957045,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.21689059384318,0,0,0,0,0,0,0,0.145224497254023,0,0,0,0,0,0,0.40010475529687,-0.00921347519717499,0,0,0,0,0,0.0129776071782935,0,0.0159135362443824,0,0.109526278345017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,-0.0780983605110141,0,0,0,0,0,0.043818384116106,0,0,0,0,0.0155105609428718,0.02215867386614,0,0.033660193318236,0,0,0,0,0,0,0,0.170584271674704,0.278263522032048,0,0.149873671545052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370265804442224,0,0.0788596791653648,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.01947091485143,0,0,0,0,0,0,0,0.235703745525921,-3.46944695195361e-18,0,0,0,0.179408447991039,0,0,0.0371124458253363,0,0,0,0.14037377507791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948723494079048,0,0,0,0,0,0,0.0952922435328044,0,0,0,0,0,0,0,0,0
X002466.SZ,0.0690117697441848,0,0,0.00771318506944256,0,-0.0643127235601238,0,0,0,0,0,-0.062983975163237,0,0,0,0,0,0.780424676754796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309932924743396,0,0,0,0,0,0,0,0,0.00848843662010039,0,0,0,0,0,0.449068392880671,0.0474771052693155,0,-0.0302722797291619,0,0,0,0,0
X002460.SZ,0,0,0,0.143315675381572,0,0,0,0,0,0,0,0,0,0,0,0,0.750991347566131,0,0,0,0,0,0,0,0,0,0,0,0.0797601783906444,0,0.0519843425892406,0,0,0,0,0.0428334761738272,0,0.00445998767447828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364352162954682,-0.0826493752365125,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.157761942169987,0,0,0,0.155070418289623,0.0331337331750103,0,0,0,0.0204554467605099,0,0,-0.0152901420795326,0,0,0,0,0,0,0,0,0,0,0.115513366458701,0,0,0,0,0.129958917812444,-0.092720068666614,0,0,0,0,0,0,0.0132923464596151,0,0.128797706104319,0,0.037739575103083,0,-0.102392171928876,0,0,0,0,0,0.027194249461627,0,0,0,0,0,0
