,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600803.SH,X600489.SH,X000708.SZ,X000807.SZ,X000301.SZ,X600027.SH,X002466.SZ,X000786.SZ,X601991.SH,X000408.SZ,X600219.SH,X600426.SH,X600176.SH,X002128.SZ,X000983.SZ,X601168.SH,X000630.SZ,X000933.SZ,X002353.SZ,X600096.SH,X601699.SH,X000877.SZ,X600378.SH,X600985.SH,X600157.SH,X600352.SH,X600299.SH,X600995.SH,X000883.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0329898287864867,0.523002776381101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637398332137296,0,0,0,0.0190758358843063,0,0,0,0,0,0.0115146096277992,0,0,0.0958946481759637,0,0,0,0,0,0,0,0.131905481421343,0,0,0,0,0,0,-0.0729570873583627,0,0,0,0.0123357140252622,0.00993372736363765,0,0,0,0,0,0
X601088.SH,0,0,0.089890632661339,0,0,0.402155946264004,0,0,0,0,0,0,0,0,0,-0.0149786837786474,0,0,0,0,0,0,0,0,0.0537533491817414,0.0933080143019516,0,0,0.107135855436438,0,0.0575250511473641,0,0,0.0382992393133335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082074252075509,-0.0158734222201436,0,0,0,0,0,0
X600028.SH,0.201463720514254,0.106892073785441,0,0,0,0.112627724050637,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.151020854938339,-1.0842021724855e-19,0,0,0,0,0,0.0606581184689738,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.00347988039450252,0.312618128095997,0,0,0,0,0,0,-0.0338866999828145,0.0129894898761523,0,0,0,0,-0.0391183859680883,0,0
X600309.SH,0,-0.033259144346079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118366607010288,0.0363749627430098,0,0,0.196176671704795,0,0,0,0,0.0265728834133006,0.0299105430706523,0,0,0,0,0,0,0,0.0760747514531606,0,0,0,0,0.103875309836425,0,0,0.014185483229471,0,0.022457878625821,0,0,0,-0.0731993618922296,-0.0146942051984359,0.00325951210756951,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839937708408404,0.044620117419725,0,0.133627269490866,0,0,0,0,0,0,0,0,-0.0978034625184424,0,0,0,0,0,0,0,0,0,0,0.0174040348945852,0,0.156533725506171,0,0,0,0,0,0,0,0,0,-0.0268235535884009,-0.0211663358018574,0.0122301408203009,0,0,0,-0.141610584220411,0,0
X601898.SH,0,0.328165646858272,0,0,0,0,0.152481623805819,0.490700307337575,0,0,0,0,0,0,0,0,0,0,-0.0330125650233444,0,0,0,0,0,0,0,0,0,0,-0.00594523404713287,0,0,0,0,0,0,0,0.101322569997874,0,0,0,0,0,0,-0.0260511036784188,0,0,0,0,0,0.0396148462577188,0.0107088431874572,-0.0170457813019471,0,0,0,0,0,0
X600019.SH,0,-6.93889390390723e-18,0,0,0,0.142903768722031,0,0,0.272814202206932,0,0,0.182861549810175,0,0,0,0,0,0,0,0,0.0854187215863599,0,0,0,-0.0276044700838774,0.109681551578237,-0.00877471781109278,-1.73472347597681e-18,0,-0.114105168408399,0,0,0,0,0,0,0,0,0,0,0,0.0934483228228315,0,0,0,0,0,0.0710127263724359,0,0,0,0.0130521281875083,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.094126736046727,0,0,0,0,0,0,0.0621547235783691,0,0,0.0244569270722707,0.0871176344906224,0,0,0,0,0,0,0,0,0.109961780410265,0,0,0,0,0,0.00639730787793613,0,0,0,0.136675820504037,0,0.0116757321443054,0,0,0.0173503736848607,0.0133648799581214,0,0.126562395247075,0.0696840379502145,0,0,0,0,0,0,0,-0.00340551977876986,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0911525391778976,0,0,0,0,0,0,0,0,0,0,0.845771968210882,-0.170489469477645,0,0.0889531406879158,0,0,0.238461575383411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907361408486365,0,0,0,0,0,0,0,0,0,0,0,-0.0826516597955783,0,0.00549703981289062,0.0427114265334739,0,0,-0.46631162320631,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145802364461336,0,-0.0626296629454556,0,0,0,0,0,0,0.0182493837011546,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.248061781534678,0,0.0985542473515956,-0.0160989632661463,0,0,0,0,0,0,-0.0216144493420656,0.0123613749723427,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.106069035635289,0,0,0.0586944536569298,0,0,0,0,0,0,0,0,0,0,0,-0.11521992689169,0.515216036039161,0,0,0,0,0.0610052602172653,0,-0.038868330014305,-0.039589006534744,0,0,0,0,0,0,0,-0.0252279522896736,0,0,0,-0.00653116588952084,0,0,0,0,0,0,0,0,0,0.003923833511951,0,0,0.043611485128649,0,0,0,0
X600886.SH,0,0,0,0,0,0.123393538885739,0,0,0,0,0,0,0,0,-0.165782016600779,0,0.0301094265833897,0,0.0282183462693679,0,0,-0.0819829381435983,0,0,0,0,0,-0.134944825364112,0.0251935777786667,0,0,0,0,0,0,0,0,0,0,0,0.165547156922929,0,0,0,0,0.00104369532293045,0.0864671232654432,0,0,0,-0.0528264951746925,0.0167027001777753,-0.0192734166512629,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0869837721936899,0,0,0.0721717092490872,0,0,0,0,0,0,0,0,0,0,0.0349102653624874,0,0,0.309619294096388,0,0,0,0,0,0,0,0,0,0,0,0,0.00680120229191751,0,0,0,-0.0277751861851737,0,0.104914056180375,0,0,0,0,0,-0.0201162221631384,-0.00293228973294274,-0.00518327854318436,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418591803718306,0.189776248327474,0,0,0,0.173645160032161,0,0,0,0,0,0,0.0861511383884063,0,0,0.0603357352697548,0,0,0,0,0,0.0293252032901839,0,0.158254708857241,0,0,0,0,0,0,0.0770386276438448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18745307066717,0,0,0,0,0,0,0,0,-0.0340942208313445,0,6.93889390390723e-18,-0.00729280993234471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277798377151522,0,0,0,0,0.0589110166791974,0.06047614430098,-0.0463458693166273,0.0456433457910441,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0609881082046979,0,0,0,0,0,0,0,0,0.391567727004136,0,0,0,0,0,0,0,0.0235781959698832,0,0,0,0,0,0,0,0,0.154205184583715,0,0,0.185218377190917,0,0.00792825867520783,0,0.00368779125058457,0,0,0,0,0.0391980636889848,0,0,0,0.0977610995199265,0,0,0.371517561795402,0,-0.0141216588440811,0.00850324833965332,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.415968329976314,0,0,0,0,0,0,0,0.0626515912166351,0,0,0,0,0,2.16840434497101e-19,0,0.0467728628491847,0,0.238671405546654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598449512751131,0,0,0,0,0,0.0437999362732834,-0.0139828658680181,0.0100445617445687,0,0,0,-0.0384259320477694,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.199242265571259,0,0,0,0,0,0,0,0,0,0,0.100554391907047,0,0,0,0,0,0,0,0,0,0.00679237765265804,0,0,0,0.044524472374473,0,0.00181450832318817,0.277808678950712,0,0,0,0.0776498910802178,0,0.0356123670497973,0,0,0,0,0,0,0,0,-0.0174494716842569,0.0201778503671318,0,0,0,0,0,0
