,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X000792.SZ,X601158.SH,X600583.SH,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000630.SZ,X600008.SH,X000539.SZ,X600660.SH,X002470.SZ,X600808.SH,X000825.SZ,X000027.SZ,X600021.SH,X000629.SZ,X600549.SH,X600307.SH,X600578.SH,X600315.SH,X601699.SH,X600098.SH,X000983.SZ,X000960.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.570686212029373,0,0,0,0,0,0,0,0,0,0.172536359136451,0.146635264978018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406915771725091,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471357155744543,0,0.0230043541083497,0.00906737190963929,0,0,0,0,0,0
X600028.SH,0.488232583252856,0,0,0,0,0,0,0,0,0.0243080123035048,0,0,0,0,0,0.415379878061032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385348990162888,-0.0090678136653028,0,0,0,0,0,0
X601088.SH,0.0069649521474951,0,0,0,0.089893501274594,0,0.0474368945966806,0,0,0.00873288574374231,0,0,0.104293350839015,0,0,0,0,0.0798115840663342,0,0,0,0,0,0,0,0,0,0,0,0,0.0949262346995123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489571901596066,0,0,0,0,-0.00221576219411121,0,0,0,0,0,0
X600011.SH,0.0840148358554951,0,0,0,0.013230789808788,0,0.0223880413655361,0.0283464447264798,0.0761144583217681,0,0.152018671729731,0.0408170967796093,0.00938883217208822,0,0,0.0298637738213195,0.0875035064976723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00499664471020011,0,0,0,0,0,0,0.359443778222878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.10818265094634,0,0,0,0.143077884180352,0.0701813070855276,0,0,0,0,0,0,0.38241487350453,0,0,0,0,0,0,0,0,0.100078402580706,0,0,0,0,0,0.0117519471286756,0,0,0,0,0,0,0,0,0,0,0,-0.017923268997964,-0.00295485440928643,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0102009141722279,0,0,0.0713463882347054,0,0,0,0,0,0.0974116333606201,0,0,0.0370962989131707,0,0,0,0,0,0,0,0,0.0674854870058367,0,0,0,0,0,0,0,0,0,0,0.211493456298012,0.190438988986683,0,0,0,0,0,0.00206642563851136,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.164975832156217,0.0336509582527514,0,0,0,0,0,0,0,0,0,0,0.00591326734784889,0,0,0,0,0.0496211850894463,0,0,0,0,0,0.0134348711253998,0,0,0,0,0,0,0,0.0193571389043767,0,0.0296463185458813,0.0448235793866279,0,0.0664382767700338,0,0.428725930375031,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.1012461484644,0,0,0,0,0,0,0,0,0,0,0.403352425973065,-0.0407290577280602,0,0,0,0,0.161457937658379,0,0,0,0,0,-1.38777878078145e-17,0.0452113278367751,0,0,0,0.115763950034884,0.0952204022334133,0,0.170175940676114,0,0,0,0,0,0,0.0419458025039061,-0.00618186802881792,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0954637363014866,0,0,0.313713818349483,0.151182575771217,0,0,0,0,0,0.0771988221636156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034207442898994,0,0,0,0.228768613729775,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220926123541974,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.227653280743138,0,0.116602425290262,0,0,0.148502300271764,0,0,0.0863603358008667,0,0.178060504012912,0,0,0,0,0,0,0.110793076278281,0,0,0,0.0493765757327099,0,0,0.00809208768045081,0.0442093171626489,0,0,0,0.03129997835706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127932922795511,0,0,0,0,0,0
