,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600010.SH,X600795.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X000898.SZ,X601158.SH,X600352.SH,X000792.SZ,X600021.SH,X600808.SH,X600547.SH,X000629.SZ,X000539.SZ,X600489.SH,X002353.SZ,X600660.SH,X000060.SZ,X600008.SH,X000027.SZ,X000825.SZ,X000831.SZ,X600307.SH,X600219.SH,X600863.SH,X600578.SH,X002470.SZ,X600549.SH,X000630.SZ,X600315.SH,X600098.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.622302589466223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013292668478038,0,0,0,0,0.149046667243581,0,0,0,0,0,0.0163397920877148,0,0,0.0307554504064469,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0794028252079943,0,0,0.0726485704029901,0,0,0,0,0,0,0.0077416843966812,0,0,0,0,0,0,0
X600028.SH,0.549411530323686,0,0,0,0,2.16840434497101e-19,0,0,0.0218600065996224,0,0,0,0.0949551450031687,0,0,0,0,0,0.0976369466054737,0,0,0,0,0.0504859613472562,0,0,0,0,0,0,0,0,0,0,0,0.0340270114735212,0.0179528627954912,0,0,0,0.0260814723725492,0,0,0,0,0,0,0.0618373139333623,0,0,0.00710569250815409,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.03173405855546,0.335068888984854,0.268440271022389,0.0245512616033777,0,0,0,0,0.137640512387078,0,0,0,0,0,0.010497374724747,0,0,0.0614746186848401,0.0499848808037139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000470847116276471,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.140829809780227,0.216650451367896,0.0354900571805683,0,0,0,0,0.274004317905228,0,0,0,0,0,0,0.115315279209413,0,0,0,0,0.0161368027887161,0,0,0,0,0,0,0,0.00612716070943512,0,0,0,0,0.0277472582478616,0,0.0759673268257288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.194637481376055,0,0,0,0,0,0.0147238856327074,0,0,0,0,0,0,0.0517488281503019,0,0,0,0,0,0.00967987084995536,0.196731551350076,0,0.220738498407164,0,0,0,0.0645413467624722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555766958059163,0,0.0180926091493068,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304477267427686,0,-3.46944695195361e-18,0.17680049052943,0.030158379201001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980984448212104,0,0,0,0,0,0,0,0.127956819130296,0.0727455912143394,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.064188787908855,0,0.109183412152896,0,0,0.159470068179727,0.0684017275644605,0.10003258888031,0,0,0.10600212960788,0,0,0,0,0,0.0128606235528567,0,0,0,0,0,0,0,0,0,0,0,0.0247527068060542,0,0,0,0,0,0,0,0,0,0,0,0.014628390907973,0,0,0,0,0.0922360400653728,0.0184126394506851,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.207159001984758,0,0,0,0,0.0166652682982651,0,0,0,0,0,0,0.332594180723007,0,0,0,0.048664528617391,0,0,0,0,0,0,0,0,0.167803318981758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185302200951121,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.285289667303163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637696329271738,-3.46944695195361e-18,0,0,-0.17408217785269,0,-0.0881320482129538,0.173883609059907,0.149924704789074,0,0,0,0,0.254431748734687,0,0,0.0256994311482206,0,0.161327156834019,0,0,0,0,0,0,0,0.103302604186159,0,0,0,0,0.0551519181697781,-0.184862567334876,0,0,0,0,0
X600795.SH,0.0407017346106905,0,0,0.0263319316831164,0,0,0,0.184190267417012,0.0366436008313072,0,0.215799978572958,0.0404707859014195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562761254176568,0.128350292725308,0,0,0,0,0,0,0,0,0,0.0561230040452003,0,0,0.018093998609853,0.118097856469675,0,0,0,0,0,0,0,0,0.00727925650043649,0,0,0,0,0,0,0
