,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X601600.SH,X600660.SH,X600688.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600111.SH,X002466.SZ,X600516.SH,X002460.SZ,X000709.SZ,X600299.SH,X000629.SZ,X600808.SH,X600352.SH,X600219.SH,X600801.SH,X300072.SZ,X000825.SZ,X601158.SH,X600489.SH,X000786.SZ,X000553.SZ,X000883.SZ,X000792.SZ,X600583.SH,X000408.SZ,X601699.SH,X000301.SZ,X600339.SH,X002110.SZ,X000630.SZ,X000027.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0408163009103708,0,0,0,0,0,0,0.353701286341155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108225087486069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243665845590498,0.259976488974185,0,0,0,0,0,-0.0169317983128351,0.09012626113139,0,0,0,0,0,0
X600028.SH,0.183492859190239,0,0,0.0538806431747169,0.346460015328339,0.0477072370302059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162405800576091,0.0580743467019413,0,0,0,0,0,0,0,0.0878225591931849,-0.0969002888977731,0,0,0,0,0,0,0.12075614583412,0,0,0,0.147225910473675,0,0,0,0,0,0,0.0846788923189246,0,0,0,0,0,0
X601088.SH,0.295642920730407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836210948499352,0,0,0,0,0,0,0,0,0,0,-0.0287267669481467,0.0194865036522919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322326692694708,0,0,0,0.198132945026847,0,0,0,0,0.00954672268106713,-0.0232620464888702,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.146447109995796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227719483445827,0.0534044111726031,0,0,0.496661842256149,0.00331863775355437,0,0,0,0,0,0,0.22233251915737,0,0,0,0,0,0,0,0,0,0,0.0176316746194318,0,0,0,0,0,0,0
X600019.SH,0,0.23276586850746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109267734302115,0,0.0200792460894888,0.490799716895566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00852360516104349,0,0,0,0,0.00124619367941896,0.0386582167345269,0
X600011.SH,0,0.0340253524377873,0,0.0852094800846281,0,0,0,0,0,0,0,0.0602529186429209,0.023806981008237,0,0.0765125216475587,0,0,0,0.686804597229261,0,0,0,0,0.025542521503378,0,0,0,0,-0.0274441862875121,0,0,0,0,0,0,0,-0.248605307176459,0,0,0,0.00454321442599101,0,0,0,0,0,0,0,0,0,0,-0.00665554822891597,0.0505017480173987,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168690318746771,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0344886855953146,-4.33680868994202e-19,0,0,0,0.180066701574381,0,0,-0.361557055392285,0,0,0,0,0,0.300598220503979,0,0,0,0.0276392336680678,0,0,0,-0.355227899316389,-0.0698188344254424,0.185841953900492,0,0.0388132436077914,0,0,-0.142305635585185,0
X600010.SH,0.143330180027363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484594650770314,0,0.0611083431804754,0,0.278794015883526,0.00676311070877299,0,0,0,0,0.0417820469988346,0,0,0,0,0,0.0416201536206277,0,0,0,0,0,0.042547347964558,0,0,0,0,0,0,0,0,0,0,-0.00511933911648081,-0.0233392122761422,0,0,0,0,0,0
X601898.SH,0.101244929553677,0,0,0,0,0,0,0,0,0.141413839973942,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490765316533238,0.0738362255721325,0,0,0,0,0,0,0,0,0,0,0,0,0.251118480719883,0,0,0,0,0,0,0.138617540395548,0.101440770823011,0.0873159117924396,0.117316338631565,0,0.119225124043423,0,0,-0.0163214040638745,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.00933558675634816,0,0,0,0.113621447102885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192066574525942,0,0,0,0,0,0,0,0,0,0,0,0.053606169491503,0,0.0562683565393197,0,0,0,0.0948335829873594,0,0,0,0,0,0,-0.0254650790045693,0,0,0,0,0,0,0
