,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X002460.SZ,X600516.SH,X300072.SZ,X000898.SZ,X601992.SH,X600111.SH,X600352.SH,X600176.SH,X600027.SH,X000553.SZ,X000786.SZ,X600299.SH,X000709.SZ,X000792.SZ,X000825.SZ,X000408.SZ,X600426.SH,X002271.SZ,X601158.SH,X601699.SH,X600315.SH,X000830.SZ,X600489.SH,X000883.SZ,X600219.SH,X600808.SH,X600157.SH,X000630.SZ,X600583.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.099276908077523,0.150961494677694,0,0,0,0,0.0535675801724203,0,0,0.0189748046978619,0,0,0,0,0,0,0.0390111693827537,0,0.0610942385520968,0,0,0,0,0,0.0646368990856148,0,0,0,0.0522143669229655,0,0.0185973238518007,0,0,0,0.0716985266773048,0,0,0,0,0,0,0,0,0,0,0.0184515686259687,0,0,0.00282803597234794,0,0,0,0,0,0,0
X600028.SH,0.306776207161596,0,0.172741758144194,0,0,0,0,0,0,0,0,0.466415246386322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451815955348035,0,0,0,-0.0362952483790301,0.106973402773307,0,0,0.0692924689074952,0,0,0,0,0,0,0,0,0,0.00597002866256454,0,-0.0328764676524326,0.000696814097682387,0,-0.140474450244199,0,0,0,0
X601088.SH,0,0.280866262888933,0,0.0601357156699466,0.112511663752753,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120540827172296,-0.0211206197247389,0,-0.193925024579484,0,0,0,0,0,0,0,0,0,0,0.572483692966696,0,-0.0203297418333903,0,0,0,0,0,0,0,0,0,0,-0.0220841320383741,0,0,0,0,0,0
X600019.SH,0,0,0.211691861931554,0,0,0,0,0.329343460225249,0,0,0,0,0,0,0,0,0,0,0,-0.0426186158585311,0,0,0,0,-0.017219592642029,0,0,0,0,-0.151355786612967,0,-0.0696255195559006,0,0,0,0,0,0,0,-0.155289072358951,0,0,0,0.135185250186654,0,0,0,0.15873054512485,0,0.0121727781534306,0,0,0,0,0,0,0
X600585.SH,0,0,0.575214312652513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041011109627737,0.105967678144095,-0.0478520336820984,0,0,0,-0.0319263136506323,0,0,0,0,0,0,0,0,0,0,0.0261759402058705,0,0,0,0.193684691796656,0,0,0,0,0.0466080559532645,0,0,0,0,0,0.0657050727885523,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.00843847340938137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552654075756469,0,0,0.135227470504229,0,0,0.225881206146585,0,0,0.0926984804653969,0,-0.101083451861766,0,0,0,0.140290832559763,0,0.139097449538651,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248528535835703,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406874987384509,0,0.140543553193748,0,0,0,0,0,0.371625112730881,0,0,0.0425073701935005,0,0,0,0.0298869034966049,0,0,0,0,0.0583415052106505,6.93889390390723e-18,0,0,0,0,0,0,0.263024423886422,0,0,0.00467194790114982,0.0303367804508952,0,0,0,-0.0976765190546272,0,0
X600188.SH,0,0,0.622555183366156,0.0540650214268159,0,0,0,0,0,0.292630438688267,0.0487521018311247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307429115569339,0,0,0,0,0,0,0,0,0,0,0,0.0776627037399982,0,0,0,0,0,0,0,0,0.325679578341908,0.0502033417403451,0,0,0.00670954315988491,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.00637928437236172,0,0,0,0,0,0,0,0,0,0,0,0.0147285813850892,0,0.0342767880845042,0.0414111803078864,0,0,0,0,0.0439678581346876,0.0815903734937945,0,0,0,0.0211204767333355,0,0,0,0,0.129726317469488,0,0.00132818811206474,0,0,0,0,0,0,0,0.117621375580453,0,0,-0.0108950228709729,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0380151744340571,0,0,0,0,0,0,0,0,0,0,0.516091928674378,0.106865773007587,0,0,0,0.0640095890621793,0,-0.0854156407918565,-0.0482297386155683,0,0,0.00292004942333496,0,-0.0406985973781219,0,0,0.0648089433284466,0,0,0.0156176061365873,0,0,0,0,0,0,0,0,0,0.0234879159440277,0,0.00226173297845817,-0.0119236346455725,0,0,0,0,0,0
