,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600795.SH,X600688.SH,X601991.SH,X300072.SZ,X601600.SH,X600309.SH,X600660.SH,X600547.SH,X600886.SH,X600188.SH,X600362.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600299.SH,X600008.SH,X000883.SZ,X600352.SH,X002460.SZ,X600219.SH,X600578.SH,X600176.SH,X000723.SZ,X002271.SZ,X600583.SH,X000630.SZ,X600021.SH,X000408.SZ,X000539.SZ,X000792.SZ,X000027.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.278004982926674,0,0,0,0,0,0.0287787564731821,0,0,0.0204092730770383,0,0.0114631165336213,0.150491763411352,0,0,0,0,0,0,0,0,0,0,-0.00856603616995766,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.00467392715393567,0,0,0,0,0,-0.00129000451403758,0,-0.0123724277357382,-1.0842021724855e-19,0,0,0,0,0,0
X600028.SH,0,0,0.0185641510597658,0,0,0,0,-0.0279382243224147,0,0,0.102924461049058,0,0,0,0,0,-0.135802944587469,0,0.03844047668498,0,0,0,0,0,-0.0522853678466689,0,0.0996197220353071,0,0,-0.0763626288255819,0,0,0,0,-0.0438459771205745,0,0,0.0011203748279226,0,0.0692822601967727,0,0,0,0,0,0,0,0,0,-0.0412210684919275,-0.00887467362732996,0.00729013434205617,0,0,0,0,0,0
X601088.SH,0,0,0,0.07281917915258,0,0,0,-0.0291997604327663,0,0,0,-0.0455805823639289,0,0,0,0,0,0.0181739933623337,0,0,0,0,0,0,-0.0237250519716903,0,0.198651802674875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562297870284143,-0.0776390482921528,0,0,0,0,0,0,0,-0.014293849924435,0,0,0,0,0,0
X600019.SH,0,0,0.0836775530048851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118520798472636,0.0678320979220272,0,0,0,0,0.110047752822472,0,0.26000239563167,-0.0439452500906262,0,0,0,0,0,0,-0.0205446340474428,0,0,0,0,0,0,0,0,0,0,0,0,0.0156061290461292,0,0,-0.0119395648858925,-4.33680868994202e-19,0,0,0,0,0,0
X600011.SH,0,0,0.184874785610727,0,0,0,0,0,0,0,0,0.0660955187917499,0,0,0,0,0.0141634658634106,0,0,0,0.392237409420155,0.0370205637485398,0,0,0.0412224750221708,0,0,0,0,0,0,0.0754515518126127,0,0,0,0,0.175577300644955,0,0,-0.095508013656438,0,0,0,-0.0528987608245888,0,0,0,0,0,0,0.072426024344039,-0.0503609448456006,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0527247159598222,0,0,-0.00489579738536231,0,0,0,-0.0736455793827177,0,0,-0.0825363165618136,0,0,0,0,0,0,0,0,0.105955328508959,-0.133069679956529,0,0.0421763152473606,0.0183713566961563,0,0,0,-0.0488011345607303,0,0,0.03820441629931,0,0,0,0,0,0,0,0,0.126578262121902,0,0,0,0,0,0,-0.0154752591302718,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0502869619158312,0,0.0247542946342136,0,0,0,0,0,0,0,0.0723429442928098,0,0,0,0.0392770842404213,0.167842637351364,0,0,0,0,0.0606730915794779,0,0,-0.00602918221099606,0,0,0,0,0,0,0,0,0,0,0,0.114893705813785,0,0,0,0,0.0269007915722702,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.235922398617374,0,0,0,-0.121379339700147,0,0,0.652284969795957,0,-0.167838903978219,0,0,0,0.0287400742253168,0,0.48499427272664,0,0.295254081602194,0,0,0,0,0,0.166899182951952,0,0.013435024371932,0,0,0,0,0,0,0,0,0,0,-0.0217177436015282,0.0495713975286626,0,0,0,-0.20628498755004,0,0
X601898.SH,0,0,0.187154014650096,0,0,0,0,0,0,0,0,0,0,0,0.053236519572943,0,0,0,0.0376108173468927,0.302242986002965,0,-0.00278995284390216,0,0.0477519124299688,0,0,0,0,0,0,0,0.00221734062737095,0,0,0,0,0.126721774154343,0,0,0,0.151299072450463,0,0,0.00494545608546034,0,0,0,0,0,0,-0.00100082712761941,-0.00301463611474635,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.00386120556006734,0,0,0,0,0,0,0,0.0266253567282213,0,0.0571376763734045,0,0.0397169415514986,0.0651936923915719,0,0,0.111559702655208,0.0563581001089447,0,0,-0.0123928739768203,0,0,0,0,0,0,0,0,0,0,0,0.0306116373699148,0,0,0,-0.0366977795214826,0,0,-0.0408516440042361,0.111837910954649,0,0,0,0,0,0.00206482733557654,0,0,0,0,0,0,0
