,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X601992.SH,X600309.SH,X000539.SZ,X000027.SZ,X000630.SZ,X000709.SZ,X000898.SZ,X000883.SZ,X002470.SZ,X600352.SH,X600021.SH,X600660.SH,X601918.SH,X000792.SZ,X600098.SH,X600623.SH,X600489.SH,X600863.SH,X300072.SZ,X002004.SZ,X600022.SH,X600547.SH,X600578.SH,X600808.SH,X000629.SZ,X600008.SH,X600307.SH,X000060.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.687543818639136,0.131017414875549,0,0,0,0,0,0,0,0.0383398755983365,0,0,0,0,0,0,0,0,0,-0.0779744392562385,0,-0.036102440641548,0,0,0,-0.00232650341381283,0,0,0,0,0,0.0559161499490176,0,0,0.0105336275963081,0,0,0,-0.0042889569430443,0,0,0,0,0,0,-0.00131721073091781,0,0,0,-0.0203905952582876,-0.0202290697455346,0.0687201945086933,0.0386192803185253,0,0,0,0
X600028.SH,0.242477785138202,0,0.212307022103935,0,0,0,0,0,0,0.0228186594753365,0,0,0,0,0,0,0,0,0.0051713100299932,0.145428633673678,0,0.00262727428564664,0,0.0387148494199483,0,0,0,0,0,0,0,0,0,0,0,0.0507265778947929,0,3.46944695195361e-18,0,0,0.0536476108196569,0,0,0,0,0,0.066820710102619,0,0,0,-0.00625679143187735,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.137086906340563,0,0,0,0,0,0.238257248177111,0,0,0,0,0,0.00813795301933994,0,0.303161824622513,0.156575047938746,0,0,0,0,0,0,0.00836508114253866,0.0450611844768201,0,0,0,-0.0415447537928209,0,-0.0548339540288431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164999854080804,0.00358913002859296,0,0,0,0,0,0
X600011.SH,0,0,0.118176423635686,0,0,0,0,0,0,0,0,0.427193218053944,0.0932881747159001,0,0,0,0,0,0,0,0.124233727624794,0,0,0,0,0,0,0,0.152098384095985,0,0,0,-0.0556347810030553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00562064487079349,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0162241385726604,0,0,0,0,0,0,0.232416131334398,0,0,0.0655866519500566,0,0,0.217985613281843,0,0,0,0.0233664429165373,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.118508045634561,0,0,-0.0239706321547759,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.140921166929288,0.125959444743061,0,0.0225720318223456,0,0.141623819148116,0,0.0524040491754101,0.187416599241734,0,0,0,0.0735226570204794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036260376148387,0,0,0,0,0,0,0
X600585.SH,0,0,0.192472794455388,0,0.078342143546602,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0447123316845424,0,0,0.39603158027909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068956198603319,0,0,0,0,0,0,-0.0160559013802812,0,0,0,0,0,0,0
X601898.SH,0.13694311401069,0,0,-0.00633897887622422,0,0,0,0,0,0.136297712921677,0,0,0,0,0.0343193776249021,0,0,0,0.119134337041683,0.0941621434431532,0,0,0,0.268044658117635,0,0,0,0,0,0,0.0617572929291964,0,0.130548059138462,0,0,0.0260453403391501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457910534382208,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.219724810120963,0.241888866051502,0,0,0,0,0,0,0.133294148792821,0.174212531960519,0,0,0.049159605597132,0,0,0,0,0,0,0,0,0.00420634875451177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150814648226651,0,0,0,-0.0236713257339649,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.186028931582917,0,0,0,0,0,0,0.0741384307909655,0,0,0,0.159333836208425,0,0,0,0,0.122538956614146,0,0,0,0,0,0,0.0235651513235889,0,0,0,0,0.112614638390553,0,0,0,0,0.0111751081798926,0.0214380485982805,0,0,0.124501202501901,0,0.0270873630230864,0,0,0,0,0,0,0,0,0,0,0
