,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600623.SH,X601991.SH,X600188.SH,X600027.SH,X600111.SH,X600157.SH,X600362.SH,X601992.SH,X600886.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X601158.SH,X000792.SZ,X600583.SH,X600352.SH,X000898.SZ,X600489.SH,X300072.SZ,X000539.SZ,X000883.SZ,X000983.SZ,X000027.SZ,X000630.SZ,X000629.SZ,X000723.SZ,X002470.SZ,X600549.SH,X000060.SZ,X600176.SH,X601699.SH,X002407.SZ,X600021.SH,X000959.SZ,X600022.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0654577690043446,0,0.0194469797567748,0,0,0,0,0,0,0.0346818652836055,0,0,0,0,0,0,0,0,0.231990368110721,0,0,0,0.0468606127305652,0,0.0531821711945158,0,0,0,0,0,0,0,0.0290174397597528,0,0,0,0,0.0394582690995524,0,0,0,0,0,0,0,0.00211499172640316,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0910212715237506,0,0,0,0,0,0.0152244470636991,0,0.0371556841458231,0,0.034040104226183,0,0,0,0,0,0,0.0614870093383413,0,0,0,0.137382820537128,0.0776770142352555,0,0,0,0,0,0,0,0,0,-0.0361150513635606,0,0.0475089817810423,0,0,0.0374447383050016,-0.0187039239525028,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.192785091089006,0.0288636256107456,0,0,0,0,0,0,0,0,0,0.00506651316801151,0,0,0,0,0,0,0.119202282649577,0,0,0.0614366422383802,0,0,0,0,0,0,0,0.0427220650640704,0,0,0.186767994165066,0.0854575064168447,0,0,0,0,0,0,0,0,0,0,0,-0.0246482031957292,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0478303322846054,0,0,0,0,0.00612424586442644,0,0,0.224702440164992,0,0,0,0,0,0.00660602373882931,0,0,0,0,0,0,0.0783881079902363,0.136785879100725,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0306709763823502,0,0,0,0,0,0.247467935068245,0,0,0,0,0,0.0293379798615278,0,0,0,0.235655590824341,0,0.0744660457117706,0,0,0.0715268583074628,0,0,0,0,0,0,0,0.0369399898737213,0.0389209696328513,0,0.0359334795439628,0.0430428547601794,0,0,0.0379597773979742,0,0,0,0,0,0.0123555220006507,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00108834448373355,0.0799016633314784,0.259639751112948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146582967619553,0,0.0458100946114411,0,0,0,0,0,0.035922209475998,0,0,0.0250922172289806,1.73472347597681e-18,0,0,0,0,0.0511941111430719,0,0,0,0,0,0,0.0703610687875911,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.144706516017367,0,0,0,0,0,0,0,0,0,0,0.00813539734289085,0,0.0493520282988615,0.160467526165222,0,0.266543313227263,0,0,0,0.118589442721853,0,0,0,0,0,0,0,0,0,0,0,0.0437518612449384,0,0,0,0,0,0,0,0,0,-0.0568663561933394,0,0.0843087495523021,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912052944497769,0,0,0,0,0,0,0,0,0.0979254704882051,0,0,0,0.301157309645543,0,0,0,0,0,0,0,0,0,0,0,0.207470704814899,0,0,0,0.0770184007925583,0,0.0259443646598697,0.0105898765192971,0,0,0,0,0,-0.0287699762811304,0.0344145253400532,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0637373913248867,0,0,0,0,0.0145550542511319,0,0,0,0,0.00951199003305298,0,0,0,0,0,0.0066963954283655,0,0,0,0,0.0819923251533517,0.0386873161036715,0.252188118855814,0.108288118962799,0,0,0,0,0.0314112461505273,0,0,0.212962388638369,0.0345961477476457,0,0,0,0,0.063913830988728,0,0,0.0173903561345422,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0416683854397989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902208109952545,0,0,0,0,0,0,0.0583352150465908,0,0,0.241781734584854,0,0.252126809428946,0.0433494370428524,0,0,0.0742988931879825,0,0,0,0,0,0.00277813534895443,0,0,0.405307147831564,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.130856107094178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854233151816994,0,0,0,0.086332983870434,0,0,0,0.166990905024981,0.0952497613931778,0.0358171148447655,0,0,0,0,0,0,0,0.0493624747956281,0.0665158659837048,0,0.0405999660450966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266100586063434,-0.213492973792966,0.0194556402167461,0,0,0.151105203859989,0,0,0,0,0,0,0,-0.0585210683456886,0,0,0,0.778875357604419,0,0,0,0,0,0,0,0,0.00486212234326116,0,0,-0.00554739718296678,-6.93889390390723e-18,0,0,0,0,0,-0.0738842273309277,0.056009927216317,0,0.0810551304486563,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711601996201149,0,0,0,0,0,0,0,0,0,0,0,0.155323723269426,0.0984506019909484,0,0,0,0,0,0.0223625614982019,0.191884909861608,0,0.040009972750594,0,0,0,0,0,0,0.0426973626109108,0.136114405454534,0,0,0,0,0.00724182065191447,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0890327856771188,0,0.125073735727925,0,0,0,0,0,0,0,0.205132513098881,-0.0414867758039033,0,0,0,0,0,0,0.0797644579442885,0,0.0868333174296662,0,0,0,0,0,0,0,0.448579844164864,0,0,0,0.00780962828710973,0,0,0,0,0,0,0,0.0866296679863019,0,0,0,0.0187982408287529,-0.0750171391514296,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0290187109485524,0,3.46944695195361e-18,0,0,-0.00602452379193545,0.235477816686052,0,0,0,0,0,0,0.117501251046988,0,0,0,0,0,0,0,0,0.166406006745838,0.112273516849078,0,0,0,0,0.100502983146459,0,0,0,0,0,0,0,0,0,0,0.0667774068071189,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.161541579431965,0,0.0784535113524458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520488328936919,0,0,0.0305663383556455,0.087101154602938,0.0835470370654678,0.0385720273807723,0,0,0,0,0.0776140653412562,0,0,0.0056124954365711,0,0.254430649807555,0,0,0,0,0,0,0,0.035571838685265,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,-1.73472347597681e-18,0,0,0.313682946155819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406707408703176,0,0,0,0,0,0.0057296646590668,0.191162640979673,0,0,0,0.00360050952357486,0,0,0,0,0.101086741245697,0.0829193454799552,0,0.0972550545531115,0.0407329083138745,0,0.000912046960181403,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0290507533907285,0,0,0,0.114039402077964,0,0,0,0,0,0,0,0,0,0,0,0,0.04287409854324,0,0,0.111503751938938,0,0,0,0,0,0.245424618733086,0,0.0649409040364564,0,0,0.0964536639099731,0,-0.101810702430374,-0.00639899442999974,0,0,0,0.254164266446888,0,-0.019065544296602,0,0,0.26004239339893,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0651329056038203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903618716894563,0,0,0,0.0736809739298369,0,0,0,0.155030413365203,0,0,0,0,0,0,0,0,0,0.131529165317033,0,0,0,0,0,0,0.101734773911512,0,0,0,0,0,-0.0340993684336284,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0511277959063692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452048024847092,0.14725486718704,0.212630163619936,0,0,0,0,0.0704763886919335,0,0.0696479303787085,0,0.0567605960799992,0,0,0.028205000832868,0,0,0,0.0315381402102992,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.401781029044568,0,0,0,0,0.185057416845402,0,0,0,0.0939191047198667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801204919755774,0,0,0,0.191916945941295,0,0,0,0,0,0,0,-0.135278114431759,0.595884476667878,0,0,0,0,0,0.00541155217575904,0.10315539014909,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.057868610978501,0,0,0,0,0,0,-0.0762080463495518,0,0,0,0.023739122219635,0,0,0,0,0.0307761979405033,0,0,0,0,0,0,0,0,0,0,0.947137978056843,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0639418384103048,0,0,0,-0.0165657407579655,0,0,0.0792169548449925,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.265937705780677,0,0,0,0,0,0,0,0,0.101151001510744,0,0,0,0,0,0,0,0,0,0.192196924610192,0,0,0,0,0,0,0,0,0,0,0,0.204348580147891,0,0,0,0,0.154883703534696,0,0,0,0.00605976036450277,0,0.159041928261536,0,-0.0220972584968508,0.0447852613870057,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0374905992431519,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0410330155337209,0,0.051667075417919,0,0,0.208731541229598,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.107790478038453,0,0,0,0,0.0220606367462378,0,0,0,0,0,0,0.0789217450190816,0,0,0,0,0,0,0,0,0.343623295310498,0,0,0,0,0,0,0,0,0,0,0.00539702787161754,0,0,0.080351229560639,0.0947467957509563,0,0,0,0,0.0571390406506734,0,0,0,0.00745052699152471,0.0322955868904364,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816435382879855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341453790172554,0,0,0,0,0.0369703986962014,0,0,0,0.0222159331788304,0,0.0552881933258861,0.0506179145097809,0,0,0,0,0.0297161042658255,0.332762634275788,0,0,0.0313763364764878,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0103951474530088,0,0,0,0,0,0,0,0,0,0.00683273483400137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933286742596639,0,0,0,0.144644575884784,0,0,0,0.192587242754993,0,0,0.12121803207801,0,0.0424004976939723,0.0795075526556721,0,0,0.131656819579474,0,-0.0393752436136253,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0514722726815077,0,0,0,0,0,0,0.0306873225186379,0,0,0,0,0,0,0,0,0,0,0,0,0.0764753747791431,0,0,0,0,0.0240297326003263,0.11242048149895,0,0,0,0,0,0,0,0.0390171626915953,-8.67361737988404e-19,0,0,0,0,0,0.0113262141970953,0,0,0,0.408108533942089,0,0.0642797287279392,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.0582112450360396,0,0,0,0,0,0,0.0565623328945037,0,0,0,0,0,0,0.0861989779057513,0,0.301753715506096,0,0,0,0,0,0,0,0,0,0.172829115224662,0,0.132542212296734,0,0.158367180871691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.0677747609001902,0,0,0,0.0276039241875058,0,0,0,0,0,0,0,0,0,0,0,0,0.485366859913812,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.166990884405346,0,0,0.121151328540002,0.0410866076205346,0,0,0.026857308885768,0,-0.00277182956320163,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.153812074646428,0,0,0,0,0,0,0,0,0,0.114549382537469,0,0,0,0,0,0,0,0,0,0.439422588282792,0,0,0,0.0112496417913687,0,0,0,0,0,0.0423910156297515,0,0,0,0.0559032955682295,0,0,0,0,0,0.00603573969348122,0.0217932625515823,0.0894975916363886,0,0,0,0.0630546764245574,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0.0396375699751697,0,0.00497505405679125,0,0,0,0,0.0322587717461005,0,0,0.101563557566299,0,0,0,0,0.550288360810393,0,0,0,0,0,0,0,0,0,0,0,0,0.0514705551298703,0.0931516566639673,0,0,0,0,0,0.0389925854332686,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0.016822885102315,0,0,0,0,0,0,0,0,0.137434873180771,0,0,0,0.0247398691797202,0.0617863433694173,0,0,0,0,0.315451811858455,0,0,0,0,0,0,0,0,0,0,0,0,0.110061968030085,0,0,0,0,0,0.0966028630097993,0.0565380548944643,0,0,0.013584565702817,0,-0.0232386841141671,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930580212008495,0,0,0,0,0.0474831390482961,0.0537198619290451,0.00840479153141802,0,0,0,0,0,0,0.316093213932404,0,0,0.0433385284127588,0,8.67361737988404e-19,0.0979716495317746,0,0,0,0.0873223094813692,0,0,0.00923644826528296,0,0.0143952466944605,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949148704423162,0.0313717862601843,0,0,0,0,0,0.0124471734280286,0.412140144112658,0,0.0365419416709141,0.0281924864823985,0,0,0,0,0,0.0290006473629149,0.0230589014444212,0,0.197525816874548,0.0280942444918415,0,0.00361283548129439,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.398393356305857,0,0,0,0,0,-0.114465704607079,0,0.173306863406256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0141526316365317,0,0,0,0,0,0.298527912333123,0,0.0169752576269414,0,0,0.130386966663341,0,0,-0.0282260454009232,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11451425671528,0,0,0,0.00399259200495796,0,0,0,0,0,0,0,0.170070534188936,0.157760642647089,0,0,0,0,0.377449740962693,0,0,0,0,0,0,0,0,0,0,0.0077829573823001,-2.16840434497101e-19,0,0.0614813720840958,0,0,0.0045031657868147,0,0,0,0,0,0,0
