,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X600688.SH,X601991.SH,X600886.SH,X600027.SH,X600157.SH,X600362.SH,X600188.SH,X600111.SH,X600583.SH,X000709.SZ,X000539.SZ,X000027.SZ,X601992.SH,X601158.SH,X000898.SZ,X000883.SZ,X600309.SH,X600021.SH,X002075.SZ,X000629.SZ,X600863.SH,X600352.SH,X000792.SZ,X600307.SH,X000060.SZ,X601918.SH,X600808.SH,X600022.SH,X600098.SH,X600578.SH,X000825.SZ,X600489.SH,X002353.SZ,X600008.SH,X600547.SH,X002470.SZ,X600660.SH,X000878.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.675904176178687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347592395615671,0,0.0513013123619095,0,0,0.0193157190712847,0.0180707809089203,0,0,0,0.0655771371045581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409205813770893,0,0,0,0,0.00857942948528766,-0.000399126109202483,0,0,0,0,0,0
X600028.SH,0.42453528130914,0,0,0,0,0.147400439149656,0,0,0.0162064051685193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741034210141499,0.0314336256807093,0,0,0,0,0,0,0.0889803325020225,0,0,0,0,0,0,-0.00383200477491144,0.0165161673053777,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.187125040070385,0,0,0.0954347498643613,0.0891118640031531,0,0,0,0,0.061144205740355,0,0.0509253517527431,0,0.0797059041059902,0,0,0,0,0,0,0,0,0,0,0,0,0.107327957920032,0,0,0,0.077963271643647,0,0,0.0303214141240206,0,0,0,0,0,0,0,0,0,0,0,-0.0152155629084257,-0.00176837254183944,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.114813190881019,0,0,0.0184281542966688,0,0,0.0617174577358699,0.0762904100515156,0.0913496165775394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403450499208091,0,0,0,0,0,0,0,0,0,0,-0.00397091515110003,0.0130410648404072,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.114597138081812,0,0,0,0,0,0.0472079549882398,0,0,0,0,0.320392800533553,0,0.096964732935692,0,0,0,0,0,0,0,0,0,0,0,0,0.0651234014669458,0,0.0338319277088487,0.00168458712587524,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00883006674539957,-0.00776389373404177,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.137433141270526,0,0.0463061766402354,0.151370543798432,0,0,0,0,0.0738049966220551,0,0,0,0,0,0,0,0.0254035625420816,0,0,0,0,0,0,0,0,0,0,0.173055881573343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015149949778792,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0459482439542217,0,0,0.00948034413608433,0,0,0,0.0267712265993965,0,0,0,0,0,0,0.23178592860283,0,0,0,0,0.152890355394376,0,0,0.0725941255411981,0,0,0,0,0,0,0.126249248520405,0.0641582449703518,0.0554839096452989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0760291821318595,0,0,0.101130260634252,0,0.0887424380818813,0.0492076280138264,0,0,0,0,0,0,0,0,0,0,0,0,0.143952117774374,0,0,0.340821339248365,0,0,0,0,0,0,0,0,0.0536985640217903,0,0,0,0,0,0,0,0,0,0,0,0.0128459382126597,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0570063992810855,0,0,0,0,0.0450057103129452,0,0,0,0.116251567153169,0,0,0,0,0,0,0,0.130307275976653,0,0.0148609240446525,0,0,0,0,0,0,0,0,0,0.112826851709419,0,0.241538459611488,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000614568854009876,0.0112094153324088,0,0,0,0,0,0
X600585.SH,0,0,0.125167074988944,0,0,0,0,0,0,0,0,0,0.208244299281248,0,0,0.0829802378846567,0,0,0,0,0,0,0.0967207640696367,0,0.0310182025390533,0.0590973593672907,0,0,0,0,0.0331502083419368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159147173119429,0,0,0,-0.0256754661027796,-0.0250564046653884,0,0,0,0,0,0
