,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600886.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X000539.SZ,X600157.SH,X600188.SH,X600362.SH,X600111.SH,X002075.SZ,X600583.SH,X601158.SH,X600309.SH,X000898.SZ,X002353.SZ,X600352.SH,X601992.SH,X600021.SH,X000878.SZ,X600660.SH,X000959.SZ,X002470.SZ,X000629.SZ,X000027.SZ,X000883.SZ,X600808.SH,X600863.SH,X000792.SZ,X600489.SH,X600578.SH,X000825.SZ,X600315.SH,X000786.SZ,X600395.SH,X600547.SH,X600307.SH,X000761.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.611840491376642,0,0.0703894341523546,0,0,0,0,0,0.0189817218955006,0,0.0316962706023599,0,0,0,0,0.011047029026126,0.0553463761849458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584019709698905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00417255068458831,-0.0157211735399836,0,0,0,0,0,0
X600028.SH,0.375846953114811,0,0,0,0,0.203533037026107,0,0.00963477182347068,0,0,0.0362049527753097,0,0,0,0,0,0.113848710489709,0.0288654910877313,0,0,0,0.0471733929772269,0,0,0.014970343217216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00737134325586565,0.0124790219600653,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.036701412306225,0.0355132278012773,0.141410857855368,0.000149037406752596,0,0.105856162545662,0.0684480316292921,0,0,0,0,0.1298308908997,0.00109559592997102,0,0,0,0,0,0,0,0,0.108493535239232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118777525782983,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.17076723021211,0,0,0.00939656474113835,0.0756013360972585,0,0,0.0995629753755105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584285841055969,0,0,0.388473746623792,0,0,0,0,0,0,0,0,0,-0.00955796935050727,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137114066553825,0,0,0.0442860215393846,0,0,0,0,0,0,0,0,0.164643154810131,0,0,0,0,0.160185644020135,0.0162026240239978,0,0.196263680416974,0,0,0,0,0,0,0,0,0,0,0,0.227230665601467,0,0.00601024603785186,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0329779402927563,0,0,0,0.134778801113844,0,0,0.0536051673071316,0,0,0,0,0,0.0319294892843042,0,0,0,0,0.0662550469011214,0,0,0.249526013493187,0,0,0.0286216288840878,0,0,0,0,0,0,0,0,0.0972883074967839,0.0678633538797107,0,0,0,0,0,0,0,0,0,0,0,0,-0.00203947393461189,0,0,0,0,0,0,0
X600585.SH,0,0,0.13306751529057,0,0,0.0623789885697488,0,0,0.15526273544561,0.0775258848286604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722943244673855,0,0,0.0537865963629114,0.0128087822165261,0,0.128201856350966,0,0,0,0,0,0,0,0,0,0.0116511599487188,0,0.00343565278175488,0,0,0,0,0,0,0,-0.0190110945137588,-0.0158635981148823,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.165227831264778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437156621205002,0,0,0,0,0,0,0.00899077446255111,0,0,0.0148152653279017,0,0,0.0478812407622876,0,0,0,0,0,0.110856039898339,0,0.34704184391697,0,0,-0.0135535262283923,0,0,0,0,0,0
X600886.SH,0,0,0,0.0387223446024068,0,0.232160092793593,0,0,0,0,0.0625182112558254,0,0,0,0.00849294589443122,0.0939003358829182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00332378261579921,0,0,0,0,0.205548795050707,0,0,0,0,0,0,0,0,0,2.7110586043278e-05,-0.0109373008927832,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0553677678640578,0.0521925819633388,0,0,0.0075501501279245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184709599422397,0,0,0,0,0,0,0,0,0.425887341606363,0,0,0.0680875869963993,0,0,0,0,0,0,0,0,0,0,0.0110424777866378,0,0,0,0,0,0
