,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600362.SH,X600176.SH,X601898.SH,X600489.SH,X600010.SH,X601600.SH,X600352.SH,X600188.SH,X601991.SH,X600111.SH,X600426.SH,X600795.SH,X600299.SH,X600027.SH,X600688.SH,X601992.SH,X002080.SZ,X000932.SZ,X000301.SZ,X002466.SZ,X600219.SH,X002353.SZ,X600529.SH,X600486.SH,X000723.SZ,X002075.SZ,X600315.SH,X600612.SH,X002409.SZ,X000027.SZ,X002250.SZ,X000878.SZ,X601158.SH,X000898.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.057017784954179,0,0,0,0,0.0666580383598587,0,0,0,0.11270473009642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753378447244078,0.0648902790442046,-0.038179713316742,0,0.0320079695037548,0,0,0,0,0,0,0,0,0,0,0,-0.00649982383422127,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.015271637515065,0,0,0,0,0.0286082102202315,0,0.0111628707187401,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344750554890294,0,0,0,0,0,0,0,0,0,0.0283540356469297,0.104898165825805,0.0909689454907887,-0.0135426283648086,0,0,0,0,0,0,0.0297275522658182,0,0.0804872976888913,0,0.0148641817365167,0,0,-0.00634421898718707,0.00901707637830024,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0198201453003271,0,0,0,0,0.0870775470126022,0,0,0,0,0,0.0338176750523849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163889284356564,0,-1.0842021724855e-19,0,0,0.03259408966287,0,0,0,0,0,0,0.0305923778598879,0,0.22577930351901,0,0,-0.0177384470844938,0.00995577537109235,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0413287236062412,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.064690564258975,0,0,0,0.195981794715725,0,0,0,0,0,0,0,0,0,0,0.027939885449093,0,0,0.04401029220529,0.0250506604859163,0,-0.0102068241166708,0,0,0,0,0.0771238692482466,0,0,0,0.023821870762879,0,0,0,0,0,-0.00135501702048824,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.269096872113811,0,0.0481427463976842,0,0.0414822191088279,0,0,0,0,-0.0174782774204229,0,0,0,0,0,0,0,0,0.122732735163662,0,0,0,0,0,0,0,0,0,0.0322634774588372,0,0,0,0,-0.0409958378879321,0.144203488111381,0,0,0,0,0,0,0,0,0,0.0185030193303823,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0135221391090764,0,0,0.145247949467594,0,0,0,0,0,0.0501416659837334,0,0,0,0,0.552251914346038,0,0,0,0,0,0.0434281491297205,0,0,0.00990898607530623,0,0,0,0.0210477183770235,0,0,0,0,0,0.0111541793122189,0,0,0,0,0.120935861062317,0,0,0,0,0,0,0,0,0,-0.0124093139039153,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0827552421624835,0,0.0123793149857143,0,0,0,0,0.0402702735493014,0,0,0,0.107430637897705,0,0,0,0,0,0,0,0,0,0,0,0.0985988651932702,0.0103773493789555,-0.0716736955635271,0,0,-0.00126555768825047,0,0.0959281767591131,0,0,0,0.0917070457653035,0,0,0,0,0.0828257916206102,0,0,-0.0173722509146238,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.117177149150151,0,0,0,-0.0878323702094385,0,0.29366221679872,0.0738369217222053,0,0,0,0,0,0,0,0,0,0,0,0,0.0605446652455094,0.00443487300665398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116586953852125,0,0,0,0.0868260818423448,0.0048835396086039,0,0,0,0,0,-0.0279675328904691,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0619602253086414,0,0,0,0,0,0,0,0,0,0,0,-0.0211779330451313,0,0.050883234577462,0,0.231835151575654,0.0162973995527004,0,0,0.0725275412767473,-0.0190922998502852,0,0.0344201975357885,0,0,0,0,0,0,0,0,0.144157970269632,0,0,0.258686600837454,0,0.0353635530857719,0,0,0,0,0,0,0,0,0,0.00842558158163834,0,0,0.0967476095964279,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173496679660351,0,0,0,0,0,0,0,0,0,0,0,-0.142512155635447,0,0,0.677102118626406,0,0,0,0,-0.170152853310861,0,0,0,0,0,0,0.186245720388428,0,0,0,0,0,0,0,0,0,0,0.0652010940182692,-0.00214582829340705,0,0,0,0.101709525505174,0,0
