,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600886.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X600176.SH,X601992.SH,X600516.SH,X002466.SZ,X600352.SH,X600111.SH,X000709.SZ,X002460.SZ,X600299.SH,X600489.SH,X000629.SZ,X000786.SZ,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X002271.SZ,X000553.SZ,X600583.SH,X000883.SZ,X002110.SZ,X600157.SH,X002470.SZ,X600021.SH,X600339.SH,X600612.SH,X000408.SZ,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.137804947174785,0,0,0,0.0111077400597376,0,0,0,0,-0.00614238235299934,0,0,0,0,0,0,0,0,0,0,0,0,0.0137642847181338,0,0,0,0,0,0,-0.0373557078334867,0,0,0,0,0,0,0,0,0,0,0,0.0196132562022511,0,0,0.267611568526798,0,0,0.089935850086298,0,0,-0.0033754948763566,0.00327199559690598,0,0,0,-0.00703503467506972,0,0
X600028.SH,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.123083944279735,0,0,0,0,-0.137446187915916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739019848375814,0,0,0,0,0,0,0.273223588715122,0,0,0,-0.0940477094607903,-0.0784872858696735,0,0,0.516544890527627,0,0,0,0,0,0.0171250290307059,0.036539405454115,0,0,0,-0.0693227740711074,-0.118205224352809,0
X601088.SH,0,0,0,0,0,0.175581486118716,0,0,0,0,0,0,0,0,0,0.0203527832799673,0,0,0,0,0.0527501568545045,0,0,0,0,0,0,0,0,-0.0554619103701305,0,0,0,0,0,0,0,0.124920100744925,0,0,0,0,0.00641542746947258,0,0.0609996143918141,0,-0.0329355872827744,0,0,0,0,0.01536025147598,0.00908744311053833,0,0,0,0.0810621385303658,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991988802542288,0,0,0,0,0,0,0,0,0,0.0783201721988385,0,-0.127897730416198,0.0762560056372691,0.271414991613146,0,0.477944028932035,0,0,0,0,0,0,0,0.0661358405320302,-0.0353508027670465,0,0,0,0,0,0,0,-0.0186464538858721,0.00765095865380472,-0.0376504720870468,0,0,0.0472040826946177,-0.0873902334072375,0
X600019.SH,0,0,0.0335231820256145,0,0,0.0276451357316068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125135110492289,3.46944695195361e-18,0.0286768740481409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308402699575787,0,0,0,0,0.021003877684249,0,0,0,0,0,0.0214244451351355,0,0,0,0.0239471207005953,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876308686436605,0,0.0328677839276129,0,0,0.109193091813402,0.426810833034961,0,0,0,0,0.240501839992077,0,0,0,0,0,0,0,0.00795115724722277,0.019226362566637,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442891863816236,0,0,0.573211339923256,0,0,0.0089478002716039,-0.173750922426788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539486657609406,0.0100146181909618,0,-0.0959379994363992,0,0,0,0,0,-0.00794372326786543,0,0,0,0,-0.0398182839068861,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327718139515129,0,0,0.117561052959475,0.06656162849434,-0.147839139767061,0,0,0,0,0,0,0,0,0,0,0.086799227162092,0.0193570970506244,0,0.148356715694779,0,0,0,0.0662618698557322,0,0,0,0.167154985689,0,0,0,0,0,0.00306434239610962,0.00116032908815416,0,0,0,0.00760130354247467,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0840702899767918,0,0,0,0,0,0,0,0,0,0,0.703492522048039,0.145096240535997,-0.0549484627063662,0,0,-0.0330436176961167,0,0,0,0,0,0,0.162850510852676,-0.0402047807516146,0,0.149486707629946,0,0.0885220846698358,0.0362339096134229,0,0,0,0.0036975227193419,0,0,0,0,-0.0242158354199262,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749111435292679,0,0,0,0,0.282319980775085,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0239977612435802,0,0,0,0,0,0,0,0.0165671069420171,0,0,0,0,0,0,0.0246537032664444,0,0,0,0.0407985740215421,0,0
