,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X601992.SH,X600795.SH,X600660.SH,X600188.SH,X600362.SH,X002460.SZ,X601991.SH,X600547.SH,X600111.SH,X300072.SZ,X600516.SH,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X000408.SZ,X600489.SH,X000959.SZ,X000807.SZ,X600219.SH,X000723.SZ,X600808.SH,X600549.SH,X600176.SH,X002271.SZ,X000553.SZ,X600352.SH,X601158.SH,X002092.SZ,X000786.SZ,X000883.SZ,X000983.SZ,X000630.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0225229642292895,0,0,0,0,0.0355357750009796,0,0,0.0549901776708391,0,2.16840434497101e-19,0.00339777818338423,0,0,0.036645694364442,0,-0.0187349138792465,0,0,0,0,0,0,0,0.0273647653316662,0,0,0,0,0,-0.011962987673897,0,0,0,0.0553607306506772,0,0,-0.0208904848925066,-0.0337762154791491,0,0,0,0,0,-0.00695734683796704,0.0100778169886035,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.166463047997281,0,0,0.0233438126161485,0,0,0,0,0,0,0,0.0161085378268813,0,0.0117133554402359,0,0,0,0,-0.0340793963663782,0,0,0,0,0,0,-0.0670227121201091,0,0,-0.0253924306934669,0,-0.00143071167122817,0,0,0,0,0,-0.0299835291042033,0.127689014869846,0,-0.00175094266703279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.174142606989013,0,0,0,0,0,0,0,0,0,0.663437802817851,0,0,0,-0.0113147630603011,0,0,0.0311525391585149,-0.0374820936467677,0.023776107899468,-0.0208087710430565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145699171730206,0,0,0,0,0.0717274248364855,0,0,0,0,0,0,0,-0.0288196743697835,0,0,0,0,0,0
X600019.SH,0,0,0.0017695227426594,0,0,0.26001348921582,0.0439809597895546,0.150649712808749,0,0.10826347183824,0,0,0,0,0,0,0,0,0,0,0.00290323656846139,0,0,0,0,0.0178557091544947,0,0,0,0,-0.0188296646299061,0,0,0,0,0,0.284882386942279,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0164600473503479,-0.0110738715507356,0,0,0,0,0,0,0
X600585.SH,0,0,-0.0915385321648588,0,0,0,0,0.26150695997354,0,0,0,0,0.0538023988991879,0,0,0,0,0,0,0,0,0,-0.0889117640607392,-0.149340309026327,0,0,0,0,0,0,0.0604007154933285,0,0,0.135597121985153,0,-0.0893967505154334,0,0,0,0.0847945152435977,0,0,0,-0.0136303172973509,0.00158019539385897,0,0,0,0,0,-0.0121830867006727,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0281643095896033,0,0,0,0,0,0,0,0,0,0.0110963512131529,0,0,0,0.0430239045032939,0,0,0,0,0.133536000415062,0.0639997113415546,0,0,0,0,0,0,0.0773213096919545,0,0,0.0271244464611254,0.202883443795791,0,0,0,0,0,0.203179139707733,0,0,0,0,0,0,0,0.0141102442272438,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.397747686309249,0,0.0686817047536769,0,0,0.07910816426361,0,0,0,0,0.0556348373018348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806322208406397,0,0,0.0976997594663801,0.020802895543078,0,0,0,0,0,0,0,0,0.0730721738398478,0,0,0,-0.0396227597893617,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272563605393934,0,0,0,0,0,0.00690631088689744,-0.071967222612888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915995065560328,0,0,0.100410497083366,0,0,0,-0.0117774745555154,0.0220845458000398,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0213280777661126,0,0,0,0,0,0,0,0.0187281171422496,0,0,0.0464063422174985,0,-0.0346302175181335,0,-0.0374603811054498,0,0,0,0.0773925516955693,0,0,0,0,0.0351689674975198,0,0,0,0,0,0,0,0,0.0350758377583155,0.186867525707196,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0125204019730459,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0516949581919234,0,0,0,0,0,0,0,0,0,0.118317334975808,0,0,0,0,0,0,0,0,0.287165715859954,0,0,0,0,0,0,0,0,0,0,0,0.105256999017407,0,0,0,0,0,0,0,0,0.136036554057552,0,0,0,-0.0020730707996386,0,0,0,0,0,0,0
