,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X600176.SH,X002466.SZ,X600111.SH,X600352.SH,X600299.SH,X600516.SH,X000709.SZ,X600489.SH,X002460.SZ,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000539.SZ,X000883.SZ,X000825.SZ,X600612.SH,X000786.SZ,X300072.SZ,X000408.SZ,X000553.SZ,X000301.SZ,X600583.SH,X600021.SH,X002110.SZ,X000027.SZ,X002470.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.1781418480013,0,0,0,0,0,0,0,0.212657731174199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506256157166273,0,0,0,0,0,0,0,0,0.230783338686291,0,0,0,0,-0.0270535133667401,-0.0314172183368485,0,0,0.186398151806931,0.147278392652659,0,0,0,0,0,-0.0785212951823498,-0.0256068965431059,0.0386036417679465,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444465458586867,0,0,0,0,0,0.1292510933187,0,0,0,0,0,0,0,0.0286963949142518,0,0,0.190240944266555,0.296288669697567,0,0,0,0,0,0,0,0.15089187173443,0,0,0,0,0,0
X601088.SH,0.476038539766118,0,0,0,0,-0.288672463324529,0,0,0,0.0274385692019957,0,0,0,0,0,0,0,0,0.0713124766226156,0,0,0.235753077818307,0.0465821205010745,0,0,0,0,0,0,0,0,0.0759587092284033,0.0983959180046332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235228389513976,0,0,0,0,-0.00559749957044559,0,0
X600585.SH,0,1.73472347597681e-18,0,0,0,0.159038272263674,0,0,0,0,0,0,0.003564471943579,0,0,0,0,0,0,-0.0858245906563214,0,0,0,0,0.147635772758301,0,0,0,0,0,0,0.0726758339323538,0.0517924658408064,0,0.497299888213245,-3.46944695195361e-18,0,0,0,0,0,0.0231004304897853,0,0,0,0,0,0,0,0,0,-0.00580753822419737,0,0,0,0,0,0,0
X600019.SH,0,0.0718068777194258,0.0344902759772701,0,0,0,0.085852764015122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594476117895681,0,0.0351733110546553,0,0,0,0.0759399153084401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351582049958068,0,0,0,0,0.010121939819675,0.0109490717706123,0,0,0,0.0607727340712961,0,0
X600011.SH,0,0,0,0.204099472032304,0,0,0.0160305407137254,0,-0.265129703947559,0,0,0,0,0,0,0,0.711436161450108,0,0,0,0,0,0,0,0,0.00983567693191977,0,0,-0.00721584073053571,0,0,0,0,0,0,0,0,0,0,0,-0.0403218970503121,0,0,0,0,0,0,0,0.150295160264325,0,0,-0.0148596535068849,0.0339390499085575,0,0,0,-0.0221014128170914,0,0
X600309.SH,0,0,0,0,0,0,0,0.0526435821227727,-0.0459104913960374,0,0,0,0,0,0,0,0,0,0.253148325845545,0,0,0,0,0,0,0,0,0,-0.312348060652181,0,0,0,-0.157549534246226,0,-0.121882407230221,0,0,0,0,0,0,0,0,0,0,0,0.0538676855730414,0,0.578868614993927,0,-0.607248022848023,-0.055446002512275,0.0637396999182938,0,0,0,0,0,0
X600010.SH,0,0.150007650211096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171758390055456,0,0,0,0.036054317350506,0,0,0,0,0,0,0,0,0,0.178505321465494,0.0563443524459054,0,0,0,0,0,0,0,0,0.0464510958483956,0,0,0,0,0,0,0,-0.00758711626684042,-0.0133956837826236,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209632510240746,0.0260408941120498,0,0,0,0,0.499192883504757,0.0692686454078259,0,0,0.0108684120836532,0,0,0,0,0,0.125966893341065,0,0,0,0,0,0,0,0.0342132971730717,0,0,0,0,0.00191938144024338,0,0,0,0,0,0,0
X601898.SH,0.389641775168908,0,0,0,0,0,0,0,0,0,0.299263347318915,0,0,0,0,0,0,0,0.14628705941938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105534505563696,0,0,0,0,-0.00980721232406169,0.017312266873956,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0119663364520869,0,0,0.130182135169365,0,0,0,0,0,0,0,0,0,0,0,0,0.156810869031199,0,0,0,0,0,0,0,0,0,0,0,0.16702229769534,0,0,0,0,0,0,0,0,0.0347841189501342,0,0,0,0,0,0,0.0447019940924484,-0.0166132494027118,0.0140474221193432,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.170842887402829,0,0,0.0596776266711999,0,0,0,0,0.151677916900441,0,0,0,0,0,0.342761240382522,0,0,0,0.0386830767168313,0,0,0,0.184364735502968,0,0,0,0,0,0.212360450948293,0,-0.0871628943934183,0,0,0,0,0,0,0,0.0752542110759722,0,0.0433533977275801,-0.0140690489014113,0.0945119555549503,-0.292263626049843,0,0,0,0,0
X600886.SH,0,0,0,0.0338861952158116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180739417209343,0,0.0918950884616349,0,0.0894684423916136,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824435218770926,0,0,0,0,0,-0.024763372265705,0.0114048925600499,0.0143160294407286,0,0,0,0.080779751762793,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.021094156653838,0,0,0.384844780968757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914698235465047,0,0,0,0,0.271437739175829,0,0,0.0327886688074263,0,0,0,0,0,0,0,0,0,0,0,0,0.106412731995199,0.0657520134017765,0,0.0912109561067492,-0.00932378689174015,0.0377874529282892,0,0,0,0,0,0
X601600.SH,0,0,0.0984751944134431,0.062116343273858,0,0,0.0215099794320651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971934353147755,0.101576935655155,0,0,0.174642899080157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116298021248102,0.100942094292473,0,0,0,0,0.00603256304666317,0,0,0,0,-0.00136415512641316,-0.0563377495000795,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683226821977286,0,0,0,0,0.0224119877679711,0,0,0.0368170155537194,0,0,0,0.104708883606269,0.0306656104935689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205146401084807,0,0,0,0.0110880183508604,0,0,0,-0.00796739994618005,0,0,0,0,0,0
