,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X600111.SH,X600299.SH,X600352.SH,X002460.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X600219.SH,X600801.SH,X600157.SH,X000786.SZ,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X002110.SZ,X002470.SZ,X600612.SH,X002271.SZ,X000408.SZ,X000539.SZ,X600021.SH,X000630.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.256629391572514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164797607008442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821729467531775,0,0,0.0557831242425467,0,0,0.021591119069026,0,0,0.0995492137487908,0,-0.0147273759417816,0.00935312385456641,0,0,0,-0.0223191197973762,0,0
X600028.SH,0,0,0,0,-0.0259942528565932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490631068136507,0,0,0,-0.134461941437242,0,0,0.0725665186426728,0,0,0,0,0,-0.125560876269912,0,0,0,0,0,0,0.0488828232560033,0,0.113984713727573,0,0,0,0,0.482148015476377,0,0,0.139986458442869,0,-0.225992680467508,0,-0.0306997156026141,0,0
X601088.SH,0,0,0,0,0,-0.0925694344610713,0.0859796903613251,0,0,0,0,0,0,0,0,0,0,-0.0841197289216706,0,0,0,0.243834751039716,-0.0176540528176172,0,0,0,0,0,0,0,0,0,0,0,0,0.0810233304285906,0,0,0,0,0,0,0,-0.0765193880955875,0,0,0,0,0,0,0,0.0100964091675975,1.73472347597681e-18,-0.0757001827331329,0,0,0.0710483015005452,0,0
X600585.SH,0,0,0,0,0,0.195974614495793,0,0,0,0,0,0,0,0.0282967616886842,0,0,0,0,0,0,0,0,0,0.0133886654243786,0,0,0,0,0,0,0,0,0,0,0.328318991526403,0.0068190404159878,0,0,0,0,0,0,0,0,0,0.110999773753156,-0.222462958036354,0,0,0,0,-0.017945484837898,0.019036935959735,0,0,0,0.045471139997871,0,0
X600019.SH,0,0,0.0406292227654036,0,0,0,0.0199527342720571,0,0,0,0,0,0,0,0,0,0,0,0.0329718988249297,0.149305006368595,0.0419583826686184,0.0332538305596813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458228887101529,0,0,0,0,0.182835417450329,0,0,0,0,0,0,0,0,0,0.0172049809173945,0.0195942112238029,0,0,0,0.0643789085509789,0,0
X600011.SH,0,0,0,0.0916239311881274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409336094614152,0,0,0,0.0710038821737838,-0.0784032545238458,0,0,0,0,0,0,0.0888165808858028,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0504424350507212,0.145066947894693,0,0,0,0,0,0,0,0,-0.00299351158683875,0.0387100302245173,0,0,0,-0.0380335633732953,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292382723395099,0,0,0,0,0,0,0,0,0,0,0,0,0.392717777669354,0,0,0.127521691474814,0,0.0976433496019974,0,0.265440637781997,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.000589102023074035,0.0218298147527966,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904301202812129,0.097480599516857,0,0,-0.0389678897926537,0.0891377057495762,-0.212358997396771,0,0.232929483622748,0,0,0,0,0,0,0,0.0951795306845935,0.0212029816590847,-0.00658525614741068,0,0,0,0,0,0.0771436212452789,0,0,0.145884432774601,0,0,0,0,0,1.73472347597681e-18,-0.000656435426275639,0.0208502801590028,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33390034657915e-05,0,0,0,0,0,0.110135209277868,0,0,0,0,0,0.0510450684918259,0.813700125828514,0,0,0,0,0,0,0,0,0,0,0.0315924555922639,0,0.060221873419805,0,0,0.102462005741661,0.0552750055382221,0,0,0,0,-0.0100655381874655,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0458515252209426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939235350799794,0.0921893282214899,0,0,0,0.0392226228809277,0,0,0.0287653039938599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654342467152045,0,0,0,0,0.0693441601496035,0,-0.00454693597202058,0.018689860580657,0,0,0,0.0303649069968537,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671657663828382,0,0,0,0.0157174247939387,0,0.134619077284219,0,0,0.0403034281434013,0,0,0,0,0,0,0,0,-0.0171542363646413,0.0605594022361316,0,0,0,0,0,0,0,0.0587596654269275,0,0,0,0,0,0,-0.0119985703869192,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.499760959846081,0,0,0.0361259575578171,0,0,0,0,-0.0108202413591084,0.225640754218524,0,0,0,0,0,-0.0791472723405923,0,0,0.255002146555374,0,0,0,0,0,0,0,-0.013376015857067,0.0552300659650087,0,0,0,0,0,0,0.043769087419011,0.279370462289006,0,0,0,0,0,0.181974222326098,-0.0152562535956824,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.0252924803948663,0,0,0,0,0,0,0,0,0,0,0,0.0669059503497251,0,0,0,0,0,0,0,0,0,0,0,0.0144007266732205,0,0,0,0,0,0,0,0,0.0129084666965977,0,0,-0.0808027096213827,0,0,0.0421381250045184,-0.0587146536003315,0.0898212619208273,0,0,0,0,0,0
X600886.SH,0,0,0.0151940950867854,0.0725816409904406,0,0.143799430834742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793874070364029,0.0456147855734403,0,0,0.00764060432534538,0,0,-0.0933549818881971,0.174864233322291,0,0,0,0,0,0,0,0,0,0,-0.0629056154140098,0,3.46944695195361e-18,0,0,0.160429438356972,-0.017866516485938,0,0,0,0,0,0,0.0204409467210035,-0.000107183003848971,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0777664843678417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402673609094375,0,0.278990818698547,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360214273394354,0,0,0,0,0.147434110995564,0,-0.00397237880334588,-0.020753604265359,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.094610010082619,0,0,0,0,0,0,0.0046504045509439,0,0,0,0,0,0,0,0,0,0,0.0365638591599541,0,0,0,0,0,0,0,0.155264384723657,0,0.00524247724077108,0,0.0167757269385604,0,0.0215385375301894,0,0,0,0,0,0,0.0199911023367472,0,0.0115007711432109,-0.0236507548913985,0,0,0,-0.00658516250773829,0,0
X600362.SH,0,0,0,0,0,0,0.0177564983639581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339509665255411,0,0,0.256243237340389,0,0,0.0335930702781173,0.00949348983233539,0,0,0,0,0,0,0,0,0,0,0,0.131174660161952,0,0,0,0,0,0,0,0,0,-0.00112396997201457,0.0119614082771658,0,0,0,0,0,0
