,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600426.SH,X600801.SH,X600010.SH,X601600.SH,X600176.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X300037.SZ,X600688.SH,X002466.SZ,X600803.SH,X000932.SZ,X600299.SH,X600027.SH,X002080.SZ,X601992.SH,X002075.SZ,X600219.SH,X600315.SH,X600486.SH,X000898.SZ,X000027.SZ,X601168.SH,X000883.SZ,X600612.SH,X002409.SZ,X000723.SZ,X601158.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00403108288560381,0,0.0430753547225493,-0.00545089393600765,0,0,0,0,0.00735635961592983,-0.0290516551548969,0,0,0,0,0,0.0887268133658088,0.0364554066059601,0,0,0,0,0,0,0,0,0,0.00714404830615804,0,4.33680868994202e-19,0,0,0,0,0,0.0539942552695074,0,0,0,0,0,0,0,0,0,0,0.0254085119926609,0,0,-0.0144854105009115,0,0,0,0.0133206811741148,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0810383542239794,0,0,0,-0.00641054738905176,0,0.0145330963762836,0,0,0,0,0,0,0,0,0,0,0.00272673266278113,0.00548242188834364,0,0,0.00853218313211417,0,0,0.0534587516285148,-0.0170831415259139,0,0,0,0.00350034773015714,0,0,0,0,0,0,0,-0.00598559460966417,0,0,0,0,1.0842021724855e-19,0,0
X601088.SH,0,0,0,0,0,0,0,-0.00699199010604422,0.106069181580818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271579715224902,0,0,0,0,0,0,0,0.0042456598573203,0,-0.00618267822527427,0,0,-0.0178148065400535,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00661793618969261,0,0,0,0.0260010254144644,0,0
X600585.SH,0,0,0,0,0.00757926462990994,0,0,0,0.0226115182886066,0,-0.014278409186069,-0.00610607677660114,0,0,0,0.0492917227750061,0,0,0,0,0.0479060882986411,0.033213922852715,0,0,0.0943376242211402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918137690691178,0,0,0,0,0,0.0742328580051858,0,0,0,0,0,0.0433709757259535,-0.0351392975954323,0,0,0,0.0559222099022584,0,0
X600309.SH,0,0,0,0,0,0,0.263725801282052,0,0.0110930864780209,0,0,0,0,0,0,0,0.263121932091632,0,0,0,0,0,0,0,0,0.0795649125966637,0,0,0.227220227987714,0,0.135797933575681,-0.214689553640389,0,0,0,0,0,0.0772376915679514,0,0.0519113105045589,0,0,0,0,0,0,0,0,0,0.177030261593063,0,0.00268024570145126,0,0,0,0,-0.0354961629959727,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0593640990326603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104612025810012,0,0,-0.0600372209443743,0,0,-0.0543925851388839,0,0,0,0,0,0.031389155084868,0,0,0,0,0,0,0.254802413270179,0,0,0,0,0,0,0,0.0320101569790443,0,0.0531965849285804,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0293933574817852,0,0,0,0,0.611075576584753,0,0,0,0.0740514796295593,0,0,0,0,0,0.0160547719466636,0,0,0,0,0,0,0.00345699157649787,0.112943641030994,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348226708772556,0,0,0,0.0341010792872807,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0147207160726479,-0.0436785112382815,0,0,0,0,0,0.152114556659814,0,0,0,0.0885685467659399,0,0.108535724605787,-0.042362149532501,0,0,0,0.267136038505767,0,-0.057580045583655,0,0,0,0,0,0,0.065431049943751,0,0,0,0,0,0.0143315309945427,0,0,0,0,0,0,0,0,0.054871182005426,0,0,0,0.0190521842393724,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0814820153574263,0,0,0,0,0,0,0,0,0,0,0,0,0.0728223588290145,0,0.0256788326344379,0,0,0.181614925447996,0,0.297858845184833,0,0,0,0,0.00515039386533416,0,0,0,0.0661891550710868,0,0,0,0.179180707865075,0,0,0,0,0,0.100259087114781,0,0,-0.0124553563628028,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0883875031834006,0,0,0,0.0127596213721856,0,0.0675399167002474,0,0,0,0,0,0,0,0,0,0,0,0.14809823411136,0,0,0,0,0.0157836226155752,0.0807493414895261,0,0,0,0,0,-0.0831254147265315,0,0.0418244360067535,0,0,0,-0.0214352790354749,0,0,0,0,0,0,0,-0.0234708170646238,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.00254290884284742,-0.089889667206702,0,0,0,0,-0.0821964345443199,0,0,0,0,0,0,0.253565436991905,0,0,0,0,0.11603877278949,0,0,0.259456623189692,0,0,0.0439316685118239,0,0,0,0,0,0,0,0,0.12936507692173,0,0,0,0,3.46944695195361e-18,0.0934805981974486,0,0,0,0,0,0.0886073019039455,0,0,0,0.0171102432379132,0,0
X600011.SH,0,0,0,-0.416339122910092,0,0,0,0,-0.033837711451569,0,0,0,0,0.00383120353477126,0.206055760193185,0,0,0,0,0,-0.0846745870428201,0,0,0,0,0,0,1.38777878078145e-17,-0.169000561363781,0,0.0694651845233789,0,0,0.538075128870072,0.693920087711286,0,0,0,0,0,0,0,0,0.00499741609530957,0,0,0,0,0,-0.0242929262746092,0,-3.77380119349472e-05,0,0,0,0,0.0969051801088171,0,0
