,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X600660.SH,X600019.SH,X000708.SZ,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X000301.SZ,X600011.SH,X600362.SH,X600111.SH,X600426.SH,X600886.SH,X601600.SH,X601898.SH,X600010.SH,X600352.SH,X600486.SH,X002080.SZ,X600188.SH,X601991.SH,X600795.SH,X002353.SZ,X600801.SH,X600489.SH,X600803.SH,X600219.SH,X600688.SH,X600299.SH,X300037.SZ,X600027.SH,X000932.SZ,X000723.SZ,X000027.SZ,X600157.SH,X601168.SH,X601992.SH,X600399.SH,X600516.SH,X002409.SZ,X000898.SZ,X600315.SH,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.00230472105494122,0,0,-0.00676507027983371,0,-0.00290373182207378,0,0,0.0204336304786767,0.0496003832611435,0.0539250709427758,0,0,0,0,0,0,0,0,0,0.0346902258918456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722790369926068,0,0,0,0,0,0,0,0,-0.00311967981038503,0,0,0,0,-0.000222414458176531,0,0
X600028.SH,0,0,0,0,0,0,-0.0249795325866645,0,0.00109092986595314,0,0,-0.0129228246983101,0,0,0,0,0,0,0.0533761530720186,0.136481477838856,0,0.0271400552797949,0,0,0,0.003700618447046,0,0,0,-0.0324055594275639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189917617798207,-0.0103706957236368,0,0,-0.00420466798709818,0,0,0,0,-0.00468000404657211,0,0
X600309.SH,0,0,0,0,0,0.0374080975515405,0,0,0,0.0994701233296782,0,0,0,0,0.0391749800605428,0,0,0,0.00401727198851762,0,0,0,0,0,0.204433637998154,0.0894188227687094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718367797714174,0,0,0,0.144241442922691,0,0,0,0.0268545373337989,0,0,0,-0.00669297808997434,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413824157030257,0,0,0,0,0.127922467404134,0,0,0,0,0.455650648437473,0,0,0,0,0,0,0,0,0,-0.00568233221725453,0,0,0,0,0,0.0246653328226271,0,-0.0305605305591797,0,-0.033565252104859,0,0,0,0,0.02233930535083,0,0,0,0,-0.018529631513055,0,0
X600585.SH,0,0,0,0,0,0.0240067680304711,0,0,0,0,0,0,-0.1541032475114,-0.0204601141636002,0,0,0.0136733540479425,0,0,0,0,0.0471628751452544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257912152825256,0,0.0208951611609231,0,0,0,0.0991835376712099,0,0,0,0,0,0,0,0,0.00754048625417406,0,0,0,0,-0.0104723898258707,0,0
X002460.SZ,0,0,0,0,0,0,0.30505216796324,0,0,0,0,0.417404775725259,0,0,0.00540551220818277,0,0,0,0,0,-0.0529034032144695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20765951685586,0,0,0.0500098010738201,0,0,0.201012771082209,0,0,0,0,-0.1272261461866,0,0.306662321543971,0,-0.0239759374509713,-0.00542590208298899,0,0,0,-0.00628432824372265,0,0
X600660.SH,0,0,0,0,0,0.0887270860881836,0,0,0,0.0373295945124281,0,0,0,0,0.123293707543168,0,0.0717515856946556,-0.048526027914538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688053681808048,0,0,-0.206669153299955,0,0,0,0,0.0698578628507435,0,0,0,0,0,0,-0.0500508943042873,0.0543992018250585,0,0,0,0.030979050370929,0,0
X600019.SH,0,0,0,0,0,-0.000753827115155686,0,0,0.270330762705049,0,0,0,0,0,0,0,0,0.255969944953979,0,0,0,0,0,0,0,0.0740181803511633,0,0,0,0,0,0,0,0.00100842946068678,0,0,0,0,0.246767750621612,0,0,0,0,0,0.07700899422725,0,0,0,0,0,-0.0675332191952234,-0.0155436825600095,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.177866009395374,0,0,0,0,0,-0.0266813785742348,-0.0570054015576277,0,0,0,0.148431637072131,0,0,0,0,0,0,-0.174429108621655,0,0,0,0,0,0,0,0.0674396915051396,0,0,0,0,0,0,0,0,0.258780608687826,0,0.0165551992039221,0,0,0,0,0,0,0,0.0164745439859238,0,0,0,-0.0131345342525637,0,0
X002271.SZ,0,0,0.0589869042969445,0,0,0,0.239734988529051,0,-0.0925171077896312,0,0,0.0515642244874246,0,0.172886466438756,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0221258348894519,0,0,0,0,0,0,-0.0296366768518912,0,0,0,0,0,0,0,0,0,0,0,0.0911598444671367,0,0,0,0,0,0,-0.0198376931639133,2.16840434497101e-19,0,0,0,0.0139882557570083,0,0
X600547.SH,0,0,0.170831755176117,0,0,0.0307387050598783,0,0,-0.0228248166705014,0,0,0.0195220922614095,0,-0.0139351212017804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864892689283729,0,0.661268274821286,0,0.0147207615613292,0,0,0,0,0,0,0,0,0,0,0.0250469998421384,0,0,0,0,0,-0.019535620650244,-0.0133759933736812,0,0,0,0,0.00347844305735455,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.246667486729716,-0.0339038204561908,0,0,0,0,0,0,0,0,0,0.596232444936226,0,0,0,0,0,0,0,0,0,0,0,-0.13848363719445,0,0,0,0,0,0.207339696184278,0,0,0.508728498605268,0,0,0,0,0,0,-0.130232462796064,0,0,0.54627600887676,0,0,0.129505959058601,0,0,0,0.0079960414997817,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.135542526600126,0,0,0.0281686124439037,-0.067589026507631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12032949617851,0.00476954556056041,0,0,0,0,0,0,0,0,0,0,0.0551919213048241,0,0,0,0,0,0,0.00845909934255029,0,0,0,0,-0.00662872502315916,0,0
X600176.SH,0,0,0,0,0,0.0436561241343228,0,0,0,0.0634208548423701,0,-0.103784961094396,0,0,0,0,0.188589668783691,0.0508607875419571,0,0,0,0,0,0,0.0377011014827919,0.164209071915404,0,-0.16597583412733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0522929678843085,0,0,0,-0.0120455314171915,0.420778284425217,0,2.16840434497101e-19,0.0335426924304759,0,0,0,5.42101086242752e-20,0,0
X000301.SZ,0,0,0,0,0,0.161231893959082,0,0,0,0,0,0,0.581012695723521,0,0,0,0,0.552304772595089,0,0,0,0,0,0,0,0,0,0,0,0.257537599427055,0,0,0.254292708491599,0,0,0,0,0,0,0,-0.246278263987866,0,0,0,0,0,-0.12846297493092,-0.276795023696997,-0.213050927440499,0,0,-0.0652673140682435,0,0,0,0,0.0309479097703819,0,0
X600011.SH,0,0,0,0,0,0,-0.0766103312939023,0,-0.0445459942966333,0,0,0,0,0,0,0,0.00457548853420524,0.0559768534095601,0,0,0,0,0,0,0,0,0,0.0908603480820772,0.0890506867931295,0,0,0,0,0,0,0,0,0,0,0,0.0922995701588795,0.116382887393558,0,0,0,0,0.0142814902072102,0,0,0,0,0.00687473493135009,0,0,0,0,0.00742677413195547,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.079697854454008,0,0,0,0,0,0,0,0,0.133442938400334,0.395176120750467,0,6.93889390390723e-18,0.346041509855042,0,0,0,0.0134023102914018,0,0,0,0,0,0,0,0.177150835947328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111645871994012,0,-0.0252792776365842,0,0,0,0,-0.0133340091875621,0,0
X600111.SH,0,0,0,0,0,0.163656444004086,0,0.0928954688591751,0,0,0,0.00592220455690683,0,0,0.322817949457829,0,0.0141465350404566,0,0,0,0,0,0,0,0.166053673997477,0,0,0,0,0,0,0,0,0,0,0,-0.0863707608053403,0,0,0,0.0969943113649737,0,0,0,0.0312706503009422,0,0.264252600046617,0,0,0,0,0,-0.0885911103741863,0,0,0,0,0,0
X600426.SH,0,0,0.259769106261365,0,0,0,0,0,0,0,0,0,0,0,0.118147839075654,0,0,0.019318498896031,0,0,0,0.115767021051397,0,0,0.0220451285263879,0.185206666820115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218656966478038,0,0.162607633441682,0,0,0,0,0,0,0,0.0223070065547572,0,0,0,-0.0215679955669871,0,0
X600886.SH,0,3.46944695195361e-18,0,0,0,0.0307032205423598,0,0,0.0190500368859943,0,0,0,0.0651980418007132,0,0,0.12449339758614,0,0,0,0,0,0,0,0,0,0,0,0.0408285096192817,0,0,0,0.227524621193505,0,0,0.0146083933839705,0,0,0,0,0,0,0,0,0,0,0,-0.0320679747207089,0,0,0,-0.119555514300569,0.0645739474921578,-0.0826071193255153,0,0,0,-0.00927505136654535,0,0
X601600.SH,0,0,0,0,0,0,-0.118291198499579,0,0,0,0,0,0,0,0,0,0.0835785838102744,0.0610687983395565,0,0,0,0.195495269807038,0,0,0,0,0,0,0,0,0,0.0486400721343623,0,0.309815706917246,0,0,0.0208415108129449,0,0,0.175529459362242,0,0,0.00406358898556191,0,0,0,0,0,0,0.0714878887723946,0.0260039346772386,0.00563114012606583,-0.0180134444425713,0,0,0,-0.0282511277573437,0,0
X601898.SH,0,0,0,0.434069084843801,0,0,0,0,0,0,0,0,0,0,0,0,0.0845871360731642,-0.0152678652498717,0,0,0,0,0,0,0,0,0.0866376910899896,0,0,0,0,0,0,0.0131353955418688,0,0,0,0,0,0.164453947517422,0,0,0,0,0,0.114305977883263,0,0,0,0,0,-0.00190545443785662,-0.0154794635289258,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,-0.113091171392084,0,0,0,-0.0467015047769927,0,0,0,0.0497533717513865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105929831369561,0,0.014622616662898,0.142576085204944,0.242668953317147,0,0,0,0.0325044060482162,0,0,0,0,-0.0033903641244002,0,0,0,0,-0.00952634312830795,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.153537737279285,0,-0.0217611038354275,0,0.102425928939952,-0.0215484485031013,0,0,-0.103776635064813,0,0,0,0,0,0,0,0.140862042143854,0,0,0,0,0,0.108512628616067,0,0,0,0,0,0,0,0,0,0,0,0,0.170232431062948,-0.00896478206374469,0,0,0,0,0,0,0.051995254595828,0,0,0,-0.022121382621021,0,0
X600486.SH,0,0,0,0,0,0,0,0,-0.0620035430402351,0,0,0.0139674128060398,0,0.0332685937526871,0.0530804779608497,0,0.0303948746922787,0.145749093018919,0.0416335598561191,0,0,0.0223559207764934,0,0.217129934735322,0,0,0,0,0,0,0,0,0.0772876989322933,0,0,0,0,0,0,-0.000706090924403012,0,0,0,0,0,0,-0.00588516172167157,0,0,0,0,-0.102251077130322,0.131818215961251,0,0,0,0.0423056857852948,0,0
