,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X600660.SH,X600010.SH,X600188.SH,X000301.SZ,X000877.SZ,X600011.SH,X002271.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600176.SH,X600886.SH,X002080.SZ,X600426.SH,X000408.SZ,X300037.SZ,X002326.SZ,X600803.SH,X600219.SH,X000723.SZ,X600096.SH,X601991.SH,X600141.SH,X600795.SH,X000786.SZ,X600399.SH,X002407.SZ,X000825.SZ,X300073.SZ,X600352.SH,X600688.SH,X600295.SH,X600489.SH,X600027.SH,X000983.SZ,X600516.SH,X000831.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.112301783197737,0,0,0,0,0,0,0,0,0,0.0375676589298033,0.0765284824900118,0.0497046883360327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378959747138422,0,0,0,0,0,0.0778996011061178,0,0,0,0.109924294789005,0.101598503389544,0,0.0292183579678861,0,0.022300155405793,0,0.0572268764539375,0,-0.00583360835554063,0,0,0,0,-0.0647055572411395,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0623885729035947,0,0,0,0.0681501702395147,0.0409698279816988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285427131941055,0,0,0,0,0,0,0,0.0078843780545566,0,0,0,0.155147068991891,0,0,0,0,0.00491269898042556,0.138906084263315,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.162292555119523,0,0,0,0,0,0,0.220237214598817,0,0,0,0.0750147160147467,0,0,-0.0239766545621141,0,0,0.105765158576451,0,0,0,0,0,0,0,0,-0.0964424006237593,0,0,0,0.00433858180464896,0.0935835881596782,0,0,0.126929260824531,0,0,0,0,0,0.0495591796413105,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110301268406774,0,0,0.140215378043479,0,0,0,0,0,0,0,0,0,0,0.0528410666001654,0,-0.0231842195124364,0,0,0,0,0,0,-0.0152178605490073,0,0,-0.114536723040586,0,0,0.00741369968886534,0.0192635151227373,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.165232946756702,0,0,0,0.390886363041413,0,0,-0.0229419529579711,0.00569780482087721,0,0,0,0,0,0,0.162494106400265,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0681616756549698,0,-6.93889390390723e-18,0,0,0.123981151577397,0.327551056400944,0,0,0,0,0.0134897449848823,0,0,0,0,0,0,0,0.0111328730046405,1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,-0.0339869118120127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555651408861403,-0.0168488000159159,0.184062381749977,0,0,0,0,0,0,0.0920098627389037,-0.156213922802482,0,0,0,0,0,0,0,0.0809580169544898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743758331723186,0,0,0.000220743985714619,0,0,0,0,-0.0216678665404041,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.22732371377705,0,0.232008761765191,0,0.07761677783427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106545440333949,0,0,0,0,0,-0.137540641126379,0,0,0.0940655009874313,0.0799137601619763,0,0.310841298601139,0,0,0,0,0,0,0,0.134621820642381,0,0,0,0.019609653270406,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.0164998204881072,0,0,0,0,0.112280008315808,0,0.0202575681167282,0,0,-0.120971472402235,0,0,-0.376264803093536,0,0,0,0,0,0,0.243826179338671,0,0,0,0,0,0,-0.0458003983077371,0,0,0,0,0,0,0,0,0,0.266140012527216,0,0,0,0,0.0672682866505284,0,0,0.0349290112601536,0.0936515500275352,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00558522317976429,0,0,0,0,0,-0.0781828886385545,0.264542408715473,0.112040798017225,0.0237472002928883,0.0298583956257041,0,0,0,0,0,0,0,0,0,-0.00251753923670321,0,0.140179078122778,0,0,0.0230561757132849,0,0.0964073320099504,-0.0641810903386808,0,-0.0626120488225764,0,0,0,0,0.319486173169411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.34858463068023,0,0.0959731254038353,0.0541514098971159,0,0,0,0,0,0.0746520509211834,0,0,0.0156054550871899,0,0,0,0,0,0,0,0,0,0.166756653353845,0,0,0,0.0549721421861839,0,0,0,0,0,0,0,0,0,0,0,0,0.0119711180345253,0,0,0,0,0.0665144876425009,0,0,0,0,0,0,0,0,0,0
