,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X000708.SZ,X600027.SH,X600803.SH,X600010.SH,X600111.SH,X600160.SH,X000983.SZ,X601699.SH,X002460.SZ,X600426.SH,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X002128.SZ,X000933.SZ,X000877.SZ,X000807.SZ,X600985.SH,X000630.SZ,X600219.SH,X600176.SH,X601168.SH,X000408.SZ,X000883.SZ,X002353.SZ,X600348.SH,X600096.SH,X000027.SZ,X002271.SZ,X600995.SH,X600612.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0675412297168311,0.490725820757691,0,0,0,0,0.0633652690640128,0,0.107373509089104,0,0,0,0,-0.155776320996149,0.0407004511957152,0.0871127035916227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689524877599508,0,0,0,0,0,-0.110114106935096,0,0,0,0,0,-0.0109117893458888,0,0,0,0,0,0,-0.00359689189240844,0,0,0,0,0,0,0
X601088.SH,0.212041057080764,0,0,0,0,0,0,0,0,0.0378077583417483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294328535137373,0.0471327054617703,-0.00455781204531338,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390432877683965,0,0,0.0615953611362812,0,0.0316904323007532,0,-0.0250060605441932,0,0,0,0,0,0,0,0,0,0.0633073974366775,0,0
X600028.SH,0.319376880657769,0.101160164232686,0,0,0,0,0.11951045599493,0,0,0,0,0,0.0701835365036691,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.166296542208015,0,0,0,0,0,0,0.0108712442105994,0,0,0,0,0.176357545169436,0,0,0.0159104474286362,0,0,0,0,0,-0.0318078398475124,0,0.0143198531981666,-0.00585665049819238,0,0,-0.0050163017538515,0,0,0,0.00703061616392067,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0695674737090655,0.11543322601064,0,0,0.0785341940774339,0,0,0,0,0,0,0,-0.0181845872209107,0,0,0,0,0,0,0,0.0298161797886803,0,0.0160787583481248,0,0,0,0,0.0344798473860975,0.0420368454420989,0,0,-0.105842966154116,0,0,0,0.00909242333202369,0,0,0,0,0.000901729815559932,0,0,0,0,0.0350980154684294,0,0
X600188.SH,0,0,0,0,0,0.0236795299602732,0,-0.0307839690784954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388240055084932,0.167225548445835,0.235785021523022,0,0,0,0,-0.151588616625152,0,0.100877135369569,0.0711238986996558,0,0,0.12791123096867,0,0,0,-0.0809708207970373,0,-0.0131121305543541,0,0.178504354465221,0,0,-0.176973428409901,0,0,0,0,-0.144720550458826,0,0,0,0,0,0,0
X601898.SH,0,0.0390179505517075,0,0,0,0,0,0,0,0,0,0,0.0546417389691928,0,0,0,0,0,0,0,0,0,0,0,0.243790025068059,0,0,-0.0189205313995118,0,0,-0.115957842426046,0.0936428486185916,0,0,0,0.216803892621089,0,0,0,0,0,0,0.0352493965516303,0,0.222637681372528,0,-0.0391332330265264,0,0,-0.00308457202594059,0,0.193176260689746,-0.0783573496158727,0,0,0,0.159325645170161,0,0
X600019.SH,0,0,0,0,0,0.07451776686839,0,0,0,0,0,0,0,0,0,0,0,0.0167821654877611,0.295864274213788,0,0,0,0.0864551165700885,0,0.0452910948540096,0,0,0,0,0.0731370882442262,0,0,0,0,0,0.0446505161209792,0,0,0,0,0,0,0,0,0,0,0,0,0.117487247190149,0,0,0.0104406193571556,0.0367612570736894,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296205256061398,0,0,0,0,0.13828040244898,0.0290213733859016,0,0,0,0,-0.11061187557401,0,0,0.211258783666753,0,-0.155307266217716,0,0.175424959265406,0,0,0,0,0,0,0,0.0152148401467605,0,0.0437364055832105,0.0714500930562855,0,0,0,-0.0125601275728998,0,0,0,0,0.0373375306104468,0.0132646755378882,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.00384805958172536,0,0,0,-0.0771198401142321,0,0,0,0.274820976699744,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.116520503127323,0,0,-0.0100963418542523,0.0781112947464696,0,0.0522632590432731,0,0,0,0,0,0,0,0.0332285488073541,0,0,-0.0443577820744571,0,0,0,-0.207542494016398,0.00954280657285706,3.46944695195361e-18,0,0,0,0.0740979296803797,0,0
X601600.SH,0.0380612690520467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809712968560215,0,0,0.039065110747609,0,0,-0.0554812575781466,0,0,0,0,0,0,0.280771388958226,0,0.0688691257174206,0.0429781121115365,0,0,0,0.320785918064746,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
