,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X601158.SH,X000898.SZ,X600352.SH,X600547.SH,X600489.SH,X000709.SZ,X000792.SZ,X002353.SZ,X000883.SZ,X000539.SZ,X000831.SZ,X000629.SZ,X000630.SZ,X600660.SH,X000027.SZ,X600808.SH,X000825.SZ,X600549.SH,X600008.SH,X600578.SH,X600315.SH,X601699.SH,X000983.SZ,X600863.SH,X600307.SH,X002470.SZ,X600098.SH,X000937.SZ,X600348.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.446800687830564,0,0,0,0,0,0.0446805949206621,0,0,0,0.106048758499536,0,0,0,0,0,0.119309677063271,0,0,0,0,-0.0024797900525824,0,0,0,0,0,0,0,0.052949855959918,0,0,0,0,0,0,0,0,0,0,0,0.079302383608795,0,0,0,0,0,0,0.0490386091687729,0,-0.0180326467379434,8.67361737988404e-19,0,0,0,0,0,0
X600028.SH,0.537249249040295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346354748087032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231491725836669,0.0876507374310034,0,0,0,0,0,-0.0463873049082707,0,0,0,0,0,0,0,-0.0381562161595897,-0.0103198898114234,0,0,0,0,0,0
X601088.SH,0,0.115042912265841,0,0,6.93889390390723e-18,0.0960923868469813,0.0818123819839749,0,0,0,0.022028942131098,0.0994131243346105,0,0,0,0,0.0309158851832844,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438570526294017,0,0,0,0,0,0,0,0,0,-0.000903570447535172,0,0,0,0,0,0
X600011.SH,0,0.0989481197570717,0,0,0,0.123730031353057,0,0.120661722077704,0,0,0.292132012064709,0.0786265190361185,0.051486864035165,0,0,0.0497985455338986,0,0,0,0,0,0,0,0,0,0.0469930272448939,0,0,-0.0201639811222411,0,0,0,0,0,0.00612424081258497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.128818013835451,0.0579129967164663,0.000124192480848602,0,0,0,0.132150041723701,0,0,0,0,0.0567492314526889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278924829671549,0,0,0,0,0,0,0,0,0,0,0,0,0.192448883459979,0,0,0,0,0,-0.00243074343231903,0,0,0,0,0,0
X600019.SH,0.0140447278107047,0,0,0.0777293088450809,0,0,0,0,0,0,0.0703367059943446,0,0.0727874606091047,0,0,0,0,0,0,0,0,0.431312735354154,0,0,0,0.166125401487467,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213258734662603,0,0,0,0,0,0,0,0,0,0,0.0272551531453407,0,-0.060226605785528,-0.0145193055712485,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.111397012854826,0,0.100373854909197,0,0.0420040720453243,0.0403551837424711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025707958718401,0.107858975835722,0,0,0,0,0,0,0,0,0,0,0.457277287782566,0,0,0,0,0,0,0,0,0,-0.00345700638802765,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0309740430980174,0.360030182175862,0,0,0,0,0,0.0255080080287298,0,0,0.0812489934794203,0,0,0,0,0,0,0,0,0,0,0,0,0.00918029746339531,0,0,0.104905030639855,0,0,0,0,0.0911458091738822,0,0,0,0.0238712044853518,0,0,0,0,0,0,0,0,-0.0220622578510585,0,0,0,0,0,0
X600795.SH,0,0.0628341319327565,0,0,0,0,0,0.0219298142834454,0,0.0285134229842294,0.212028466573865,-6.93889390390723e-18,0,0,0,0.0763579360914201,0,0,0,0,0,0,0,0,0,0.10013109598383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0357141400120298,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.264653325263115,0.119450298036662,0.0933801848280007,0,0,0,0,0,0,0.0382136255731071,0,0,0,0,0,0,0,0,0.029192086003412,0,0,0,0,0,0,0.0676302952619741,0,0,0,0.0738090772626752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362382806850419,0,0,0,0,0,0
