,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600309.SH,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X600660.SH,X600188.SH,X600362.SH,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600111.SH,X600489.SH,X600339.SH,X000898.SZ,X000959.SZ,X600299.SH,X601158.SH,X600008.SH,X000883.SZ,X600583.SH,X000408.SZ,X600219.SH,X600578.SH,X000792.SZ,X000630.SZ,X002460.SZ,X000539.SZ,X600352.SH,X002092.SZ,X000983.SZ,X000027.SZ,X600176.SH,X000723.SZ,X000786.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0400906027280004,0,0.0517959837339351,0,0,0,0.0441612348366878,0,0,-0.0168724284524891,0.121810752478204,0,0,0,-0.00555196066448002,0,0,0,0,0,-0.0181201324964303,0,0,0,0,0,0,0,0,0,0.0167436314538661,0,0.0562327654333368,0,0,0,0,-0.00781736839243559,-0.0382032801633533,0,0,0,0,0,0,0,0,0,0,-0.0134378647280022,-1.0842021724855e-19,0,0,0,0,0,0
X600028.SH,0.00432309595526355,0,0,0,0,0,0,0.0317589325847192,0.0479670110520956,0,0.048636493464272,0,0.187323993468887,0,0,0,0,0,0.052480630074064,0,0,0,0,0,0,-0.0836362224301439,0,0,0,0,0,0.00707348901869782,0,0,0,0,0,0,0,-0.0312639498579926,0,0,0,0,0,0,0.0945545560392228,0.00787669187987684,0,0,-0.002957081363753,-0.00194964190993936,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.127134452339044,0,0,0,0.0877827939908639,0,0,0,0,0,0,0,0.0827800407987987,0.0539176987575684,0,0,0,0,0,0,-0.0406861105192135,0,0.148699317356949,-0.0221603262528345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379732727925376,0,-0.00615090760220711,4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.298029119923648,0.0926249686735909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151454965853388,0,0,0,0.0233880651308912,0,0,0,0,0.0799237950082608,0,0,0,0,0,0,0,0,0,0,0,-0.15580318901236,0.030685454666493,-0.0147332584127878,-0.0066149351707224,0,0,0,0,0,0
X600585.SH,0,0,0.0868253674749172,0,0,0,0,0,0,0,0,0.124596590220343,0,0,0,0,0,0.100210604533903,0,0,0,-0.20890073925814,0,0,0,-0.215511578913532,0,0.151439130971018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578968839350686,0,0,0,-0.143140362214409,0.133017076968051,0.245625362375376,0,0.0119111256820809,-0.0186340040734767,0,0,0,0,0,0
X600011.SH,0,0,0.227169180789426,0,0,0,0,0,0,0,0.0489574463701792,0,0,-0.243750434248385,0,0,0,-0.130487291071629,0,0,0.620820444034929,0.0807133838750503,0,0,0,0,0.1021922306742,0,0.0131909997860279,0,0,0.0947467109554792,0,0,0,0,0,0,0,-0.00666596742406372,-0.00831489232102167,0,0.0914419468613435,0,0,0,0,0,0,-0.0939741035640626,0.0299921982998284,-0.0111454426564437,0,0,0,0,0,0
X600010.SH,0,0,0,0.0588780424003075,0,0,0,0,-0.00163804713809175,0,-0.0258805889896262,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.159641810089733,0,0,0.228607781158757,0,0.0192308468365633,0,0.0504861996893097,0,0,0,0,-0.0787937390178595,0,0,0.0239992832171586,0,0,0,0.0576310253674261,0.0568658696171395,0,0.130509619923723,0,0.051162172610294,0,0,-0.012656656577763,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.471112370894586,0,-0.0767594514867373,0,0,0,0.0437692128591889,0.182111486604666,0,0,0.29980234463134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323216209209457,0,0.0395736252870124,0.0313416733710311,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0.00592019538054619,0,0,-0.0192180915934697,0,-0.0516744190976293,0,0,0,0.234553854094923,0,0,0,0,0,0,0,0,0.129469681358429,0,0,0,0,0,0,0,0,-0.025936536010193,0,0,0,0,0.337893724983451,-0.0744782660191899,0,0,0,0.0314380803670465,0,0,0.0748187735218951,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101179207943863,0,0,-0.0108119298222078,0,0,0,0,0.0496503748374935,0,0,0,0,0.00274914199284066,0,0.355594274349228,0,0,0,0,0,0.0377730692370589,0,0,0,0.156326540316332,0,0,0,0,0,0,-0.00331495831237188,-0.00530029859410777,0,0,0,0,0,0
X600309.SH,0,0,0,-0.194492510298974,0,0.0962305089519065,0,0,0,0,0,-0.124486865331897,0,-0.163149200444329,0,0,0,0,0,0.0687626668611538,0,0,0,0,0,0,0,0,0,0.0737925077888931,0.0548856637711829,0,0,0,0,0,0.281629783938583,0,0,0,0,0.230008104910536,0.0455682496976289,0,0,0.398089265508695,0,0,0.0942025975298581,0,0.00283228354438309,0.00365385071375104,0.0540448558282606,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0776040478210438,0,0,0,0,0,0,0,0,0,0,0.40584037094688,0,0,-0.0912236239949618,0,0.0531206050994524,0,0,0,0,0,0,0,0.165811903935244,0,0,0,0.0563235340545005,0,0,0,0,0,0,0.0832034112970555,0.00972791717224357,0,0,0,0,0,0,0.0158571969174784,0.00774968646387763,0,0,0,0,0,0
X600688.SH,0,0.456375160393797,0,0,0,0.0570226488686091,0,0.0108792760475669,0,0,0.0815285675198295,0,0,0,0,0,0,0,0,0,0,0,0.205195105723926,0,0,0,0,0,0,0,0,0,0.110658949833951,0,0,0,0,-0.0859926023681882,0,-0.0781907922070546,0,0,0,0,0,0,0,0,0,0,-0.00428751116951284,0.00218217843982114,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.106931891950454,0,0,0,0,0,-0.024429486003223,0,0,0,0,0,0,0,0.0877670921814286,0,0,0,0,0,0,0.359736651384834,-0.0832864464597705,0,0,0,-0.0249886783562994,0,0,0,0,0,0,0,0,-0.0539802205384403,0,0,0,0,0,0,0,0,-0.0373169882396574,0,0.00444644890304626,0.0203894625289967,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0203785280988546,0,0,0,0,0,0,0.0708969260521978,0,0.0271721038874445,0,0,0,0.0401107037070037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622430096486908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161428942098652,0.00416344237293733,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,-0.122216863480956,0,0,0.06833123626917,0,0,0,0,0,0.123005059652058,0,0,0,-0.156048425015167,0,0,0,0,0.281444925083172,0,0.016524697477103,0,0,0.437616916831247,0,0,0,0.0732359881974702,0,0,0,-0.0987055506471511,0,0,0,0,0,0,0,0.0900756523676102,0,0,0.122583010402954,-0.00312117864948012,0,0,0,0,0,0
X600660.SH,0,0.0285505734459005,0.0505768458290331,0,0,0,0,-0.0266185994224608,0,0,0.0240090337977535,-0.0908776974601564,0,0,0,-0.0498242973204315,0,0,0.0746928081722523,0,0,0,0,0.300299724902252,0,0,0,0,-0.047082818515778,0.238103374689537,0,0,0,0,-0.29941556119203,0,-0.0710850361563026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722778204099225,-0.0180301153278175,0,0,0,0,0,0
X600188.SH,0,0,-0.0234764439714012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123341394882368,0,0,0,0,0.0360078695791246,0,0,0,0,0,0,0,0,0,0,0.0753432188051408,0,0.00490243403935276,0,0,0,0.129442919457035,0,0,0,0,0,0,0.00958872478106079,-0.013013545943439,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0486959645890091,0,0,0,0.188855505328174,0,0,0,-0.172556507182042,0,0,0,0,0,0,0,0.0212776058571629,0,0,0,0.0631710173160681,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.400533521803573,0.0015246814462458,0,0,0,0.0743501944112706,0,0.0111805417536643,0,4.33680868994202e-19,0.0139640003671788,0,-0.0042990398742183,-0.00162072426665012,0,0,0,0,0,0
