,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600886.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X600111.SH,X600362.SH,X002075.SZ,X600188.SH,X600583.SH,X000898.SZ,X600021.SH,X601158.SH,X000027.SZ,X000539.SZ,X002353.SZ,X600022.SH,X600309.SH,X601992.SH,X600352.SH,X000883.SZ,X000629.SZ,X601918.SH,X600307.SH,X000878.SZ,X600098.SH,X000792.SZ,X600808.SH,X600660.SH,X000060.SZ,X600863.SH,X600547.SH,X600489.SH,X600160.SH,X002470.SZ,X600578.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.792246577061665,0.0806273012900186,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.043034624949321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384781413872416,-0.0672442834487986,0,-0.0211094912480187,0.0535625802742191,0,0,0,0,0,0,0.0130944901493339,0,0,0,0,0,0,0,0,0.0404724266495682,-0.0572650583738064,0,0.0430799714985571,0,0,0,0
X600028.SH,0.435382694472652,0,0,0,0,0.139310299784129,0.105994883763919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669770985302683,0,0,0,0,0,0.0656986778873762,0,0,0,0,0,0,0,0.0195137755252941,0,0,0,0,0,0,0,0.0174572142434694,0,0.00714336528320025,0,0,0,0,0
X601088.SH,0,0,0,0.198326506406275,0,0.182497989206121,0.16367894875857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0607176442517594,0,0,6.93889390390723e-18,0,0,0,0,0.0761827371861384,0,0,0,-0.0141657053607184,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.15270818594733,0,0,0,0,0,0,0,0.0564788680973419,0.090780099532634,0,0.101943995239376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0343115545142746,0,0.206240180398452,0,0,0.19684359634694,0,0,0,0,0,0.0131623466653817,-0.0192920648965966,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.203058175669541,0,0,0,0,0,0,0,0.128789758816511,0,0,0,0,0,0,0.0468738388265806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162027123344468,0,0,0,0,0,0,0,0.368953842011933,0,0,0,-0.00526384771169104,0,0,0,0,0,0
X600019.SH,0,0.0115214737952037,0.25049949419135,0,0.0789626190964463,0,0,0,0,0,0,0,0.0753402582677663,0,0,0,0,0,0,0,0,0.0468297060619378,0,0,0,0,0,0,0.0386485792137747,0.205499931681891,0,0,0,0.0312199993031676,0,0,0.0340382654479432,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149836362265139,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147687631997522,0.102507398848359,0,0,0,0,0,0,0,0,0,0,0,0,0.230055064800394,0,0,0,0,0,0,0.116417944390268,0.00557642656856071,0,0,0,0,0,0,0,0.0345590011179699,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0520262909681123,0,0,0,0,0,0,0,0,0,0.390527543883137,0,0,0,0,0.041576025885655,0,0,0,0,0,0.0093881613429211,0.00520938361768025,0,0,0,0,0,0,0,0,-0.0389015563141109,0,0,0,0,0,0,0,0,0,0,0.00190701630682564,0,0,0,-0.068868081978781,0.0213290316160944,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0642397954877795,0.217604744273306,0.0260341178845041,0,0,0,0,0,0,0,0,0,0.17050915679857,0,0,0,0,0,0,0,0,0,0,0,0,0.0517067673074278,0,0,0,0,0.000265145853033165,0,0,0,0,0.026488455442928,0,0.0241473328822098,0,0,0,0,0,0,0,0,-0.0350330631483588,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0475335381235769,0,0,0,0.172074646129757,0,0,0,0.0738912309981735,0,0,0,0,0,0,0,0.122883512543715,0,0,0,0,0.018582183639986,0,0.0620268669479552,0,0,0,0.00519011179354596,0,0,0,0,0,0,0,0.203243973914566,0,0,0.00700841229717824,0,0.0684832735375009,0,0,0,0,0,0,0,0,0,0
